algorithm,original,reordered,model,size,column,value
warmup,"[ 26980  94610 123607  89302 103146  74230 131408 118822  61958   2241
  70327  85162 129076 121299 100510  99937   9014  84195 128844  94918
   2672 124396 112608  38016  90697  62698  13812  80880  90852  65108
   6476  77495  67559 121714  23171  88980  56342  92030  88984  28101
  50843  88600  36466  35877  80046 124081 113210  62748  16212  72450
  58637   7316 107408 106265 105245 129783  26221  91259  17108  82739
 126274 108566   4400 117444  94180  61231 130241  41841  84492  43478
  73471  99218  55167  53109  26434 102499  98250    613  17401 128242
 125658  34268  93431  67306  87261 123493  29748  12962  51749  62760
  21264 124666 103667  50296 100731  47686  33220 105538  85850   9617]","[np.int64(26980), np.int64(26980), np.int64(103146), np.int64(129076), np.int64(9014), np.int64(90697), np.int64(90697), np.int64(65108), np.int64(65108), np.int64(67559), np.int64(67559), np.int64(50843), np.int64(88600), np.int64(50843), np.int64(124081), np.int64(113210), np.int64(62748), np.int64(16212), np.int64(26221), np.int64(26221), np.int64(108566), np.int64(12962), np.int64(12962), np.int64(50296), np.int64(100731), np.int64(47686), np.int64(94610), np.int64(123607), np.int64(89302), np.int64(74230), np.int64(131408), np.int64(118822), np.int64(61958), np.int64(2241), np.int64(70327), np.int64(85162), np.int64(121299), np.int64(100510), np.int64(99937), np.int64(84195), np.int64(128844), np.int64(94918), np.int64(2672), np.int64(124396), np.int64(112608), np.int64(38016), np.int64(62698), np.int64(13812), np.int64(80880), np.int64(90852), np.int64(6476), np.int64(77495), np.int64(121714), np.int64(23171), np.int64(88980), np.int64(56342), np.int64(92030), np.int64(88984), np.int64(28101), np.int64(36466), np.int64(35877), np.int64(80046), np.int64(72450), np.int64(58637), np.int64(7316), np.int64(107408), np.int64(106265), np.int64(105245), np.int64(129783), np.int64(91259), np.int64(17108), np.int64(82739), np.int64(126274), np.int64(4400), np.int64(117444), np.int64(94180), np.int64(61231), np.int64(130241), np.int64(41841), np.int64(84492), np.int64(43478), np.int64(73471), np.int64(99218), np.int64(55167), np.int64(53109), np.int64(26434), np.int64(102499), np.int64(98250), np.int64(613), np.int64(17401), np.int64(128242), np.int64(125658), np.int64(34268), np.int64(93431), np.int64(67306), np.int64(87261), np.int64(123493), np.int64(29748), np.int64(51749), np.int64(62760)]",qwen2:7b,100,,
bigraph,"[124081  17401  91259 130241 121299 131408  85850  38016 102499   9617
  50843 118822  17108  56342  41841  80880  90852   2672  85162   9014
  36466  94918  73471  74230  35877 105245 100510  99218 129783  88984
 121714  29748  16212   4400 128242 106265  99937  55167  82739 126274
  87261  12962  21264  72450  62698 124396  88600  93431 125658  80046
  58637 112608 128844  28101   7316  70327 129076 113210 117444 108566
  62748  26434 123607  53109 124666   6476  84492  77495  67559  62760
  94610 103667 100731 103146  47686  26221  43478  89302  84195  50296
  94180  61231  26980    613  34268  92030 107408 105538  65108  33220
  61958  67306  23171  88980   2241 123493  98250  90697  51749  13812]","[np.int64(72450), np.int64(26980), np.int64(107408), np.int64(67306), np.int64(13812), np.int64(90697), np.int64(80880), np.int64(123607), np.int64(65108), np.int64(91259), np.int64(108566), np.int64(4400), np.int64(80046), np.int64(17401), np.int64(9617), np.int64(58637), np.int64(94610), np.int64(92030), np.int64(131408), np.int64(21264), np.int64(26221), np.int64(61231), np.int64(47686), np.int64(70327), np.int64(28101), np.int64(74230), np.int64(87261), np.int64(102499), np.int64(117444), np.int64(126274), np.int64(29748), np.int64(99937), np.int64(103146), np.int64(118822), np.int64(62698), np.int64(103667), np.int64(121714), np.int64(130241), np.int64(94918), np.int64(26434), np.int64(94180), np.int64(2672), np.int64(88980), np.int64(7316), np.int64(105538), np.int64(50296), np.int64(73471), np.int64(9014), np.int64(67559), np.int64(121299), np.int64(61958), np.int64(62748), np.int64(43478), np.int64(41841), np.int64(88984), np.int64(34268), np.int64(112608), np.int64(100731), np.int64(85162), np.int64(17108), np.int64(89302), np.int64(35877), np.int64(82739), np.int64(36466), np.int64(56342), np.int64(125658), np.int64(100510), np.int64(106265), np.int64(90852), np.int64(124666), np.int64(77495), np.int64(88600), np.int64(85850), np.int64(23171), np.int64(62760), np.int64(124396), np.int64(128844), np.int64(33220), np.int64(105245), np.int64(129076), np.int64(113210), np.int64(51749), np.int64(50843), np.int64(2241), np.int64(124081), np.int64(38016), np.int64(99218), np.int64(129783), np.int64(16212), np.int64(128242), np.int64(55167), np.int64(12962), np.int64(93431), np.int64(53109), np.int64(6476), np.int64(84492), np.int64(84195), np.int64(613), np.int64(123493), np.int64(98250)]",qwen2:7b,100,,
random,"[104975  11617   2155  33011  25878  84135   6037  55909  67368 104989
  37460  62441  64565 100633 109701  86676   3118  13458 120111 114207
  85779  62000  49434  48817  19286  16121  26760  32896  53655 128395
 102568  88648 127898 123363  90586  46104  25175  68955   3677  54978
  39160   6567  54716  13677  16320 107452 109582  14891  88006  67559
  91950 122759  79580  81203  16303  70066  87488 118022   1365  59808
  81301  85656  37766  54259  51766   5078  86881  69265  20604  84882
  86137  43889  18323  97991  52417  72301 108304  40481  32745 115818
  33862  96224  28280 128517  80123 108852  50040  63867  23143  46860
  82771  73275  76659 105910  48418 108573  91338  51055  91870 117668]","[104975  11617   2155  33011  25878  84135   6037  55909  67368 104989
  37460  62441  64565 100633 109701  86676   3118  13458 120111 114207
  85779  62000  49434  48817  19286  16121  26760  32896  53655 128395
 102568  88648 127898 123363  90586  46104  25175  68955   3677  54978
  39160   6567  54716  13677  16320 107452 109582  14891  88006  67559
  91950 122759  79580  81203  16303  70066  87488 118022   1365  59808
  81301  85656  37766  54259  51766   5078  86881  69265  20604  84882
  86137  43889  18323  97991  52417  72301 108304  40481  32745 115818
  33862  96224  28280 128517  80123 108852  50040  63867  23143  46860
  82771  73275  76659 105910  48418 108573  91338  51055  91870 117668]",,100,,
opt,"[ 13458 123363  91338  90586  37460  85656  84135  46104  72301   1365
  96224  67368  86676 128395  85779  48418  40481  73275  23143 117668
  43889  11617   5078  46860  70066  86137  50040 107452  59808 100633
  62441  64565  88648  14891 108573 120111 114207  39160  48817  76659
  28280 122759  53655  16320   6037  33011  80123   6567  25175   2155
  68955  25878  54716  32745 108304  55909 109582  18323  82771  63867
 105910  54978 118022 108852  69265  52417  32896 104975  87488  91950
  97991  54259  84882 102568  51766  81203  88006   3677 127898  37766
  13677  16303  19286  49434  26760  86881  67559 128517  16121 104989
  33862 109701   3118  91870  79580  20604  51055 115818  62000  81301]","[np.int64(72301), np.int64(67368), np.int64(73275), np.int64(70066), np.int64(64565), np.int64(28280), np.int64(33011), np.int64(25175), np.int64(68955), np.int64(25878), np.int64(32745), np.int64(63867), np.int64(69265), np.int64(32896), np.int64(26760), np.int64(67559), np.int64(33862), np.int64(13458), np.int64(123363), np.int64(91338), np.int64(90586), np.int64(37460), np.int64(85656), np.int64(84135), np.int64(46104), np.int64(1365), np.int64(96224), np.int64(86676), np.int64(128395), np.int64(85779), np.int64(48418), np.int64(40481), np.int64(23143), np.int64(117668), np.int64(43889), np.int64(11617), np.int64(5078), np.int64(46860), np.int64(86137), np.int64(50040), np.int64(107452), np.int64(59808), np.int64(100633), np.int64(62441), np.int64(88648), np.int64(14891), np.int64(108573), np.int64(120111), np.int64(114207), np.int64(39160), np.int64(48817), np.int64(76659), np.int64(122759), np.int64(53655), np.int64(16320), np.int64(6037), np.int64(80123), np.int64(6567), np.int64(2155), np.int64(54716), np.int64(108304), np.int64(55909), np.int64(109582), np.int64(18323), np.int64(82771), np.int64(105910), np.int64(54978), np.int64(118022), np.int64(108852), np.int64(52417), np.int64(104975), np.int64(87488), np.int64(91950), np.int64(97991), np.int64(54259), np.int64(84882), np.int64(102568), np.int64(51766), np.int64(81203), np.int64(88006), np.int64(3677), np.int64(127898), np.int64(37766), np.int64(13677), np.int64(16303), np.int64(19286), np.int64(49434), np.int64(86881), np.int64(128517), np.int64(16121), np.int64(104989), np.int64(109701), np.int64(3118), np.int64(91870), np.int64(79580), np.int64(20604), np.int64(51055), np.int64(115818), np.int64(62000), np.int64(81301)]",,100,,
warmup,"[104975  59808 108852  86881  39160  76659 122759 117668  48418  25878
  46860 118022  63867  97991  49434  23143  85656   6037  37766  51766
  91870   1365 120111  87488  81203  80123   3677  54716  72301  84135
  11617  62000  40481 104989  53655 123363  19286  81301  67559  85779
  62441 109701 102568  86676   3118  54978  67368  13677  16303  48817
  52417  64565  96224  13458  18323  32896   2155  55909 128517  70066
  28280   6567  90586 115818  16320  25175  54259 107452  50040  46104
  16121  33862  84882  73275  79580  91338 108573 114207  33011 128395
 108304  51055  37460  69265 105910  91950  32745  88006  14891 100633
  82771  26760  20604  88648   5078  43889  86137  68955 127898 109582]","[np.int64(86881), np.int64(37766), np.int64(72301), np.int64(72301), np.int64(67559), np.int64(67559), np.int64(67559), np.int64(54978), np.int64(67368), np.int64(67368), np.int64(13458), np.int64(18323), np.int64(32896), np.int64(25175), np.int64(33862), np.int64(33862), np.int64(84882), np.int64(108304), np.int64(32745), np.int64(88648), np.int64(5078), np.int64(20604), np.int64(43889), np.int64(104975), np.int64(59808), np.int64(108852), np.int64(39160), np.int64(76659), np.int64(122759), np.int64(117668), np.int64(48418), np.int64(25878), np.int64(46860), np.int64(118022), np.int64(63867), np.int64(97991), np.int64(49434), np.int64(23143), np.int64(85656), np.int64(6037), np.int64(51766), np.int64(91870), np.int64(1365), np.int64(120111), np.int64(87488), np.int64(81203), np.int64(80123), np.int64(3677), np.int64(54716), np.int64(84135), np.int64(11617), np.int64(62000), np.int64(40481), np.int64(104989), np.int64(53655), np.int64(123363), np.int64(19286), np.int64(81301), np.int64(85779), np.int64(62441), np.int64(109701), np.int64(102568), np.int64(86676), np.int64(3118), np.int64(13677), np.int64(16303), np.int64(48817), np.int64(52417), np.int64(64565), np.int64(96224), np.int64(2155), np.int64(55909), np.int64(128517), np.int64(70066), np.int64(28280), np.int64(6567), np.int64(90586), np.int64(115818), np.int64(16320), np.int64(54259), np.int64(107452), np.int64(50040), np.int64(46104), np.int64(16121), np.int64(73275), np.int64(79580), np.int64(91338), np.int64(108573), np.int64(114207), np.int64(33011), np.int64(128395), np.int64(51055), np.int64(37460), np.int64(69265), np.int64(105910), np.int64(91950), np.int64(88006), np.int64(14891), np.int64(100633), np.int64(82771)]",qwen2:7b,100,,
bigraph,"[  5078 120111  32745 117668  37766  69265  79580   1365  64565  59808
 122759  62000  72301 108573 109582 123363  40481  84135 100633  55909
 115818 104975  97991  48418  11617   3677  20604  14891   6567  91338
  28280  16121  43889  16320   6037  23143  33011  86137  68955  18323
 107452   3118  54978  86676  48817  16303 118022  86881  50040  82771
  84882  91870 128395  67368  85656  81301  85779  19286  63867 108852
  26760  67559 102568  46104   2155 108304  76659  52417 104989  37460
  96224  70066 114207  13458 128517  25878  88648  32896  51766  54716
  51055  81203  49434 105910  87488  54259  39160 127898  53655  73275
 109701  91950  46860  90586  62441  13677  25175  80123  33862  88006]","[np.int64(48817), np.int64(118022), np.int64(102568), np.int64(91950), np.int64(72301), np.int64(11617), np.int64(51766), np.int64(18323), np.int64(54259), np.int64(64565), np.int64(68955), np.int64(33011), np.int64(40481), np.int64(43889), np.int64(115818), np.int64(82771), np.int64(46860), np.int64(32745), np.int64(37460), np.int64(85656), np.int64(104989), np.int64(39160), np.int64(14891), np.int64(67559), np.int64(32896), np.int64(53655), np.int64(88648), np.int64(70066), np.int64(105910), np.int64(33862), np.int64(100633), np.int64(84882), np.int64(26760), np.int64(67368), np.int64(127898), np.int64(80123), np.int64(81203), np.int64(2155), np.int64(107452), np.int64(123363), np.int64(79580), np.int64(73275), np.int64(128517), np.int64(91870), np.int64(59808), np.int64(109701), np.int64(25175), np.int64(49434), np.int64(63867), np.int64(114207), np.int64(104975), np.int64(23143), np.int64(3118), np.int64(55909), np.int64(81301), np.int64(52417), np.int64(25878), np.int64(96224), np.int64(69265), np.int64(13677), np.int64(117668), np.int64(13458), np.int64(28280), np.int64(1365), np.int64(86881), np.int64(6037), np.int64(46104), np.int64(6567), np.int64(88006), np.int64(54716), np.int64(85779), np.int64(108573), np.int64(90586), np.int64(51055), np.int64(48418), np.int64(37766), np.int64(108852), np.int64(76659), np.int64(128395), np.int64(62441), np.int64(20604), np.int64(5078), np.int64(54978), np.int64(16320), np.int64(87488), np.int64(3677), np.int64(16303), np.int64(62000), np.int64(97991), np.int64(19286), np.int64(84135), np.int64(108304), np.int64(120111), np.int64(122759), np.int64(109582), np.int64(91338), np.int64(16121), np.int64(86137), np.int64(86676), np.int64(50040)]",qwen2:7b,100,,
random,"[ 44785  26914  46092  87568  94381  93715   1365  44070   7079  25100
   7043  65655  44067  72425  59711  83796   7483  62023  94070  34370
 100892   9564  37450  65348  26098 117715  85243  59201 101290 103233
 109209   7850 101750 119765  27175 127890  40223  51567  84151 126211
  91492 119724 128809   1228  35390 122910  30556  68747 111470  12555
  50024  77847  66698  80053  95536  28635  88204   7413 111431  57059
  98248  69679  31634 114060  96660  40602 102769  76331  98608  62826
  92286 121332  12277 102583  81251  31943 127730  75931 122210  19167
 119758  12445  62294  29519   8233 113333 114783  84129  49507 120374
 114346 119809  43396   6094 129006  36630  54332  69835  50099  73509]","[ 44785  26914  46092  87568  94381  93715   1365  44070   7079  25100
   7043  65655  44067  72425  59711  83796   7483  62023  94070  34370
 100892   9564  37450  65348  26098 117715  85243  59201 101290 103233
 109209   7850 101750 119765  27175 127890  40223  51567  84151 126211
  91492 119724 128809   1228  35390 122910  30556  68747 111470  12555
  50024  77847  66698  80053  95536  28635  88204   7413 111431  57059
  98248  69679  31634 114060  96660  40602 102769  76331  98608  62826
  92286 121332  12277 102583  81251  31943 127730  75931 122210  19167
 119758  12445  62294  29519   8233 113333 114783  84129  49507 120374
 114346 119809  43396   6094 129006  36630  54332  69835  50099  73509]",,100,,
opt,"[ 84129  92286  25100   1228  68747   8233  27175  84151  37450  12277
 127730  80053  59711  40223 102769  49507  62294  12445  91492   7483
  88204   7850  98608  59201  85243  44785  30556  65348 120374 111431
 114346 101750  83796  51567 121332  40602  95536 117715  28635   7079
  69679  50099 119758  34370 122910  44070  35390   7413  94381 127890
  29519  44067  26098 109209  65655  26914  31634  94070  66698 111470
  19167  81251  50024  46092 100892  69835  98248  43396  62023 101290
 113333 122210  72425  54332 126211  31943  36630  77847  96660 103233
 119809 114783 102583  57059 114060  75931   6094  73509   1365 128809
   9564 119765  12555 119724  62826   7043  93715  87568 129006  76331]","[np.int64(25100), np.int64(68747), np.int64(27175), np.int64(65348), np.int64(28635), np.int64(69679), np.int64(34370), np.int64(29519), np.int64(26098), np.int64(65655), np.int64(26914), np.int64(31634), np.int64(66698), np.int64(69835), np.int64(72425), np.int64(31943), np.int64(73509), np.int64(84129), np.int64(92286), np.int64(1228), np.int64(8233), np.int64(84151), np.int64(37450), np.int64(12277), np.int64(127730), np.int64(80053), np.int64(59711), np.int64(40223), np.int64(102769), np.int64(49507), np.int64(62294), np.int64(12445), np.int64(91492), np.int64(7483), np.int64(88204), np.int64(7850), np.int64(98608), np.int64(59201), np.int64(85243), np.int64(44785), np.int64(30556), np.int64(120374), np.int64(111431), np.int64(114346), np.int64(101750), np.int64(83796), np.int64(51567), np.int64(121332), np.int64(40602), np.int64(95536), np.int64(117715), np.int64(7079), np.int64(50099), np.int64(119758), np.int64(122910), np.int64(44070), np.int64(35390), np.int64(7413), np.int64(94381), np.int64(127890), np.int64(44067), np.int64(109209), np.int64(94070), np.int64(111470), np.int64(19167), np.int64(81251), np.int64(50024), np.int64(46092), np.int64(100892), np.int64(98248), np.int64(43396), np.int64(62023), np.int64(101290), np.int64(113333), np.int64(122210), np.int64(54332), np.int64(126211), np.int64(36630), np.int64(77847), np.int64(96660), np.int64(103233), np.int64(119809), np.int64(114783), np.int64(102583), np.int64(57059), np.int64(114060), np.int64(75931), np.int64(6094), np.int64(1365), np.int64(128809), np.int64(9564), np.int64(119765), np.int64(12555), np.int64(119724), np.int64(62826), np.int64(7043), np.int64(93715), np.int64(87568), np.int64(129006), np.int64(76331)]",,100,,
warmup,"[111470  28635  50024  31943 126211  68747   8233  44785 102769 111431
  81251  65348  91492 129006 121332   7079   9564  46092  94381  51567
  34370  59711  62294  95536 113333 122210  12555  44067  57059 100892
 114060  35390 120374  29519  27175   7483  50099  30556  40602  44070
  54332  25100  80053 101290  84129  73509   7043  19167   1228  26098
  98248 127730  96660 119765  12277 119724  83796  31634  43396  37450
 127890 101750  84151  69835  72425 114346 103233 128809  92286 119809
  62023  36630  40223 117715   7413  87568  85243 109209  12445  49507
  65655  75931 102583 114783  26914  69679 122910 119758  77847  98608
  94070  66698  59201   7850  88204  62826  93715   6094  76331   1365]","[np.int64(91492), np.int64(34370), np.int64(29519), np.int64(27175), np.int64(29519), np.int64(27175), np.int64(25100), np.int64(25100), np.int64(25100), np.int64(119765), np.int64(12277), np.int64(119724), np.int64(69835), np.int64(72425), np.int64(109209), np.int64(12445), np.int64(49507), np.int64(65655), np.int64(111470), np.int64(28635), np.int64(50024), np.int64(31943), np.int64(126211), np.int64(68747), np.int64(8233), np.int64(44785), np.int64(102769), np.int64(111431), np.int64(81251), np.int64(65348), np.int64(129006), np.int64(121332), np.int64(7079), np.int64(9564), np.int64(46092), np.int64(94381), np.int64(51567), np.int64(59711), np.int64(62294), np.int64(95536), np.int64(113333), np.int64(122210), np.int64(12555), np.int64(44067), np.int64(57059), np.int64(100892), np.int64(114060), np.int64(35390), np.int64(120374), np.int64(7483), np.int64(50099), np.int64(30556), np.int64(40602), np.int64(44070), np.int64(54332), np.int64(80053), np.int64(101290), np.int64(84129), np.int64(73509), np.int64(7043), np.int64(19167), np.int64(1228), np.int64(26098), np.int64(98248), np.int64(127730), np.int64(96660), np.int64(83796), np.int64(31634), np.int64(43396), np.int64(37450), np.int64(127890), np.int64(101750), np.int64(84151), np.int64(114346), np.int64(103233), np.int64(128809), np.int64(92286), np.int64(119809), np.int64(62023), np.int64(36630), np.int64(40223), np.int64(117715), np.int64(7413), np.int64(87568), np.int64(85243), np.int64(75931), np.int64(102583), np.int64(114783), np.int64(26914), np.int64(69679), np.int64(122910), np.int64(119758), np.int64(77847), np.int64(98608), np.int64(94070), np.int64(66698), np.int64(59201), np.int64(7850), np.int64(88204), np.int64(62826)]",qwen2:7b,100,,
bigraph,"[129006 119765 101750 100892  80053  36630   1365 120374 102583  34370
  84129 114060  19167  30556  75931  26914  27175  46092   6094   7413
  12445  26098  96660  65348  54332   1228  69835  40223  50099  92286
  98248  44070  35390   7483 121332  73509  44785  66698 119809  40602
  31943  69679 113333  62826  44067  93715  77847  98608  81251  72425
  62023  88204   9564 114346 101290 114783  51567  59201 119724  94070
 111470  85243  28635  84151 117715 122910  31634  50024  62294  65655
  95536  83796 126211   7079  87568  57059  12555 128809 119758  68747
 127890 111431  59711  37450   7850  76331  49507 122210 102769 109209
  25100   7043  94381  91492  29519 127730   8233  12277  43396 103233]","[np.int64(73509), np.int64(65655), np.int64(127890), np.int64(127730), np.int64(40602), np.int64(28635), np.int64(26914), np.int64(44785), np.int64(44067), np.int64(30556), np.int64(69835), np.int64(66698), np.int64(65348), np.int64(35390), np.int64(95536), np.int64(31634), np.int64(27175), np.int64(43396), np.int64(59201), np.int64(114783), np.int64(77847), np.int64(44070), np.int64(100892), np.int64(69679), np.int64(121332), np.int64(129006), np.int64(57059), np.int64(120374), np.int64(25100), np.int64(117715), np.int64(75931), np.int64(94070), np.int64(46092), np.int64(36630), np.int64(50024), np.int64(31943), np.int64(92286), np.int64(119765), np.int64(114060), np.int64(6094), np.int64(1228), np.int64(109209), np.int64(94381), np.int64(29519), np.int64(40223), np.int64(54332), np.int64(1365), np.int64(96660), np.int64(37450), np.int64(51567), np.int64(87568), np.int64(7850), np.int64(102769), np.int64(113333), np.int64(59711), np.int64(111431), np.int64(26098), np.int64(68747), np.int64(114346), np.int64(34370), np.int64(103233), np.int64(119724), np.int64(7413), np.int64(7483), np.int64(101290), np.int64(72425), np.int64(111470), np.int64(7043), np.int64(84129), np.int64(62023), np.int64(98248), np.int64(83796), np.int64(12555), np.int64(122210), np.int64(19167), np.int64(119809), np.int64(128809), np.int64(8233), np.int64(98608), np.int64(9564), np.int64(93715), np.int64(88204), np.int64(126211), np.int64(81251), np.int64(101750), np.int64(85243), np.int64(84151), np.int64(122910), np.int64(102583), np.int64(80053), np.int64(12445), np.int64(50099), np.int64(62826), np.int64(62294), np.int64(7079), np.int64(119758), np.int64(76331), np.int64(49507), np.int64(91492), np.int64(12277)]",qwen2:7b,100,,
random,"[ 89995  41713  73196  84446 121577  70833  84728 110653 114308 123915
  70205  86960 117204  89688   1370   9207  86975  67484  99625  74702
  18210 132242  40989  18333  41101 117661 125524 127798  83825   8871
   8823 105403  15121  37327 106552  18308 114261  74376  40241  77973
 117724 128047 102886  71489  59915  82648  98097  57476 128438  89023
  93726  37872  76632  71632 123404  86288    449  65798   7414 117327
  97448  80565 102777  56392  49252  76293  99094 127674   8745  32399
  75511 120740  73751 126840  91453  85266  73098  85343   1450  82061
  75387 120649  78525  86326  27388  21630 128366 105391  45845  19164
  40715  35364  68811  43575 112421  18259 124987  74293  34382  15531]","[ 89995  41713  73196  84446 121577  70833  84728 110653 114308 123915
  70205  86960 117204  89688   1370   9207  86975  67484  99625  74702
  18210 132242  40989  18333  41101 117661 125524 127798  83825   8871
   8823 105403  15121  37327 106552  18308 114261  74376  40241  77973
 117724 128047 102886  71489  59915  82648  98097  57476 128438  89023
  93726  37872  76632  71632 123404  86288    449  65798   7414 117327
  97448  80565 102777  56392  49252  76293  99094 127674   8745  32399
  75511 120740  73751 126840  91453  85266  73098  85343   1450  82061
  75387 120649  78525  86326  27388  21630 128366 105391  45845  19164
  40715  35364  68811  43575 112421  18259 124987  74293  34382  15531]",,100,,
opt,"[ 27388  15531 114261  75511  45845 128366  65798  71632  43575  40989
 117724  73098 123404 105391  18308 102777  49252 114308  78525 126840
 120740  99625  85343  75387 124987  99094    449  86326 123915  70833
  71489 117327  86960  84446 105403  56392 106552   9207  77973  40241
  18333  41101  40715 132242 117661  97448 120649  76293  18259  18210
  89688   1450  73751 121577  35364  76632  57476 128047  74376   8823
  89023  37872   1370  68811  86975  86288   8871  74702  21630  73196
  91453  70205 110653  80565  67484 117204 127674  85266  15121  34382
  37327   7414  98097 128438  41713 127798  59915  74293  82648  89995
  32399 102886  83825  82061   8745  93726  19164 125524 112421  84728]","[np.int64(27388), np.int64(65798), np.int64(71632), np.int64(73098), np.int64(70833), np.int64(71489), np.int64(73751), np.int64(74376), np.int64(68811), np.int64(74702), np.int64(73196), np.int64(70205), np.int64(67484), np.int64(34382), np.int64(74293), np.int64(32399), np.int64(15531), np.int64(114261), np.int64(75511), np.int64(45845), np.int64(128366), np.int64(43575), np.int64(40989), np.int64(117724), np.int64(123404), np.int64(105391), np.int64(18308), np.int64(102777), np.int64(49252), np.int64(114308), np.int64(78525), np.int64(126840), np.int64(120740), np.int64(99625), np.int64(85343), np.int64(75387), np.int64(124987), np.int64(99094), np.int64(449), np.int64(86326), np.int64(123915), np.int64(117327), np.int64(86960), np.int64(84446), np.int64(105403), np.int64(56392), np.int64(106552), np.int64(9207), np.int64(77973), np.int64(40241), np.int64(18333), np.int64(41101), np.int64(40715), np.int64(132242), np.int64(117661), np.int64(97448), np.int64(120649), np.int64(76293), np.int64(18259), np.int64(18210), np.int64(89688), np.int64(1450), np.int64(121577), np.int64(35364), np.int64(76632), np.int64(57476), np.int64(128047), np.int64(8823), np.int64(89023), np.int64(37872), np.int64(1370), np.int64(86975), np.int64(86288), np.int64(8871), np.int64(21630), np.int64(91453), np.int64(110653), np.int64(80565), np.int64(117204), np.int64(127674), np.int64(85266), np.int64(15121), np.int64(37327), np.int64(7414), np.int64(98097), np.int64(128438), np.int64(41713), np.int64(127798), np.int64(59915), np.int64(82648), np.int64(89995), np.int64(102886), np.int64(83825), np.int64(82061), np.int64(8745), np.int64(93726), np.int64(19164), np.int64(125524), np.int64(112421), np.int64(84728)]",,100,,
warmup,"[ 40989  93726  73098 121577  65798  89995 105391  78525  18333  84728
  98097  32399  59915  74702 114308  41101 120649  18308  71632 128438
  56392  35364 110653 120740  43575  89023   7414  71489  37872 125524
  85266 123915  34382 128047  74293 114261  86326 127798 126840  41713
  70833  21630  15531 102886  82648  86960  70205   8745  86288  18210
  83825  80565   9207  84446  99625  40241  75387  99094 128366  27388
   1450 105403 127674 117661    449  73196   8871 124987  67484 123404
 117204  91453 117724   8823  82061  68811  89688  97448  74376  76632
  19164  57476  77973 132242  49252  85343 106552  15121 117327  76293
 112421  40715  18259   1370  45845  75511  73751 102777  37327  86975]","[np.int64(40989), np.int64(40989), np.int64(65798), np.int64(18333), np.int64(120649), np.int64(18308), np.int64(71632), np.int64(128438), np.int64(43575), np.int64(86326), np.int64(86326), np.int64(126840), np.int64(86326), np.int64(86288), np.int64(67484), np.int64(123404), np.int64(68811), np.int64(68811), np.int64(89688), np.int64(49252), np.int64(49252), np.int64(49252), np.int64(1370), np.int64(18259), np.int64(18259), np.int64(18259), np.int64(93726), np.int64(73098), np.int64(121577), np.int64(89995), np.int64(105391), np.int64(78525), np.int64(84728), np.int64(98097), np.int64(32399), np.int64(59915), np.int64(74702), np.int64(114308), np.int64(41101), np.int64(56392), np.int64(35364), np.int64(110653), np.int64(120740), np.int64(89023), np.int64(7414), np.int64(71489), np.int64(37872), np.int64(125524), np.int64(85266), np.int64(123915), np.int64(34382), np.int64(128047), np.int64(74293), np.int64(114261), np.int64(127798), np.int64(41713), np.int64(70833), np.int64(21630), np.int64(15531), np.int64(102886), np.int64(82648), np.int64(86960), np.int64(70205), np.int64(8745), np.int64(18210), np.int64(83825), np.int64(80565), np.int64(9207), np.int64(84446), np.int64(99625), np.int64(40241), np.int64(75387), np.int64(99094), np.int64(128366), np.int64(27388), np.int64(1450), np.int64(105403), np.int64(127674), np.int64(117661), np.int64(449), np.int64(73196), np.int64(8871), np.int64(124987), np.int64(117204), np.int64(91453), np.int64(117724), np.int64(8823), np.int64(82061), np.int64(97448), np.int64(74376), np.int64(76632), np.int64(19164), np.int64(57476), np.int64(77973), np.int64(132242), np.int64(85343), np.int64(106552), np.int64(15121), np.int64(117327), np.int64(76293)]",qwen2:7b,100,,
