algorithm,original,reordered,model,size,column,value,rank_utils,gpt-3.5-turbo_error
warmup,"[984  70 847 740 137 582 613 982 447 112 922 754 925 959 387   5 221  75
 928 266 900 678 824 957 438 620 529 463 643 894 569 416 755  89 541 263
  74 251 933 851 676 592 612 267 212 953  87  42 573 963 803  28 440 417
 191 553 527 806 917 844]","[70, 70, 112, 5, 266, 75, 75, 957, 957, 89, 89, 42, 42, 28, 984, 847, 740, 137, 582, 613, 982, 447, 922, 754, 925, 959, 387, 221, 928, 900, 678, 824, 438, 620, 529, 463, 643, 894, 569, 416, 755, 541, 263, 74, 251, 933, 851, 676, 592, 612, 267, 212, 953, 87, 573, 963, 803, 440, 417, 191]",mistral:7b,60,High_Rated,True,2.856697006697007,0.7000000000000001
bigraph,"[ 89 440 212 963 982 263 851 447 928 806  70 612 894 137 582 387 266 754
 925 676 755  75 191 847 740 678 953   5 933 221 416 529  42 438 803 959
 553 267 900 984 643 844 917 417  28 569 527  74 957 592 620 573  87 112
 824 922 613 541 463 251]","[75, 740, 5, 74, 70, 87, 28, 894, 613, 569, 963, 612, 824, 959, 112, 42, 438, 553, 933, 851, 89, 440, 387, 463, 754, 266, 529, 922, 755, 447, 953, 925, 982, 527, 191, 643, 251, 803, 928, 267, 957, 212, 263, 806, 137, 582, 676, 847, 678, 221, 416, 900, 984, 844, 917, 417, 592, 620, 573, 541]",mistral:7b,60,High_Rated,True,2.2696428571428573,3.0
random,"[ 91 701 690 363 611 124 548 373 569  97 465 706  33 766 754 200 876 973
 232  56 488 596  71 500 727 505 809 840 212 303 722 528 770 689 593 657
 918  88 223  74  87 510 924  10 795 276 841 817 894 205 456 111 912 975
 480 116 458 846  60 227]","[ 91 701 690 363 611 124 548 373 569  97 465 706  33 766 754 200 876 973
 232  56 488 596  71 500 727 505 809 840 212 303 722 528 770 689 593 657
 918  88 223  74  87 510 924  10 795 276 841 817 894 205 456 111 912 975
 480 116 458 846  60 227]",,60,High_Rated,True,1.5895383751929897,1.2
opt,"[ 33 912 924 690 232 200 223 111 124  91 276 727 770 593 840 817 569  10
 701  60 458 548  87 689 894 116 876 754 303 766 373 975 510 657 505 611
 918 706 212 846 465  74 596 456 205 722  71  97 500  56  88 809 973 480
 841 363 795 488 528 227]","[33, 111, 124, 91, 10, 60, 87, 116, 74, 71, 97, 56, 88, 912, 924, 690, 232, 200, 223, 276, 727, 770, 593, 840, 817, 569, 701, 458, 548, 689, 894, 876, 754, 303, 766, 373, 975, 510, 657, 505, 611, 918, 706, 212, 846, 465, 596, 456, 205, 722, 500, 809, 973, 480, 841, 363, 795, 488, 528, 227]",,60,High_Rated,True,3.180133755133755,2.0
warmup,"[ 60 200 548 689 363 727 569  74 876 924 227 456 918  71  33 480 465 809
 657 722 766 223 116 840 706  97 505 373 596  56 973 912 690 276 817  91
  87 754 593 611  10 111 841 975 528 701 205 894 212 303 488 510 795  88
 770 846 500 124 458 232]","[60, 60, 727, 727, 71, 33, 71, 33, 116, 97, 56, 56, 91, 87, 754, 10, 111, 212, 212, 88, 124, 200, 548, 689, 363, 569, 74, 876, 924, 227, 456, 918, 480, 465, 809, 657, 722, 766, 223, 840, 706, 505, 373, 596, 973, 912, 690, 276, 817, 593, 611, 841, 975, 528, 701, 205, 894, 303, 488, 510]",mistral:7b,60,High_Rated,True,2.9242086072968427,0.8999999999999998
bigraph,"[809 611  88 593 200 754 500  91 363 973 701  74  97 223 510 116 912 505
 975 894 212 876 456 706 727 528 111 488 841 465 722 458 232 924 124  33
 569 766 548  60 657 770 840 303 918 817  71 276 373 846 205  56 596 689
 795  87 480 227 690  10]","[97, 116, 111, 124, 33, 87, 303, 60, 596, 227, 569, 548, 88, 212, 74, 91, 706, 71, 56, 500, 232, 973, 593, 528, 510, 205, 722, 505, 809, 276, 10, 373, 223, 912, 876, 200, 840, 363, 924, 766, 894, 488, 480, 689, 456, 611, 754, 701, 975, 727, 841, 465, 458, 657, 770, 918, 817, 846, 795, 690]",mistral:7b,60,High_Rated,True,2.9215349426087966,2.4
random,"[463 874 685 870 742 418 159 776 400 137 817 195 899  32 417 514 482 330
 199  68 871 166 558 265 940 456 614 908 676 224 504 900 903  53 367 248
 471 584 779 611 765  88 364   2 609 789 157 267 259 121 629  51 135 863
 985 620 736 202 717 731]","[463 874 685 870 742 418 159 776 400 137 817 195 899  32 417 514 482 330
 199  68 871 166 558 265 940 456 614 908 676 224 504 900 903  53 367 248
 471 584 779 611 765  88 364   2 609 789 157 267 259 121 629  51 135 863
 985 620 736 202 717 731]",,60,High_Rated,True,0.23660790190201952,1.6
opt,"[611 908   2 471 400 903 584 620 776  51 137 135 629 685 871 789 199 265
 609  88 224 514 195 482  32 456 463 159 157 259 330  68 121 676 504 779
 874 940 267 717 731 614 367 558 817 899 202 863 418 166 985  53 736 248
 765 900 364 742 417 870]","[2, 51, 88, 32, 68, 121, 53, 611, 908, 471, 400, 903, 584, 620, 776, 137, 135, 629, 685, 871, 789, 199, 265, 609, 224, 514, 195, 482, 456, 463, 159, 157, 259, 330, 676, 504, 779, 874, 940, 267, 717, 731, 614, 367, 558, 817, 899, 202, 863, 418, 166, 985, 736, 248, 765, 900, 364, 742, 417, 870]",,60,High_Rated,True,2.5928571428571425,0.0
warmup,"[248 482 199 195  88  68   2 364 900 899 908 614 765 224 620 717 870 504
 121 202  51 609 685 265 903 471 330 742 736 629 776 874 779 159 863 584
 418 259 367 871 267 611 463 417 985 137 731 166 817 940  53 157 514 789
 456 558 400 135 676  32]","[88, 68, 2, 121, 202, 51, 51, 53, 32, 32, 248, 482, 199, 195, 364, 900, 899, 908, 614, 765, 224, 620, 717, 870, 504, 609, 685, 265, 903, 471, 330, 742, 736, 629, 776, 874, 779, 159, 863, 584, 418, 259, 367, 871, 267, 611, 463, 417, 985, 137, 731, 166, 817, 940, 157, 514, 789, 456, 558, 400]",mistral:7b,60,High_Rated,True,2.7289682539682536,-0.9
bigraph,"[418  53 870 940 400 224 166 504 417 248 776 463  32 676 157 614  88 265
 817  68 717 789 685 779   2 903 330 514 609 736  51 121 765 159 742 259
 135 558 202 471 985 611 900 137 456 584 874 364 899 482 267 863 629 367
 908 199 871 620 731 195]","[32, 265, 68, 871, 121, 779, 53, 224, 2, 159, 166, 88, 903, 620, 135, 609, 874, 504, 267, 199, 417, 717, 456, 899, 51, 742, 614, 870, 418, 940, 400, 248, 776, 463, 676, 157, 817, 789, 685, 330, 514, 736, 765, 259, 558, 202, 471, 985, 611, 900, 137, 584, 364, 482, 863, 629, 367, 908, 731, 195]",mistral:7b,60,High_Rated,True,1.9106349206349205,2.4
random,"[578 600 909 280 349 148 994  49 622 188 810 474 870 744 869 707 455 653
 681 412 723  37 135 898 416 861 248 523 574 929 372 542 214 390 704 456
 853 691 220 961 338 942 726 260 725 890 634 452 846 458 246 988 553 164
 754 462 702 445 190 906]","[578 600 909 280 349 148 994  49 622 188 810 474 870 744 869 707 455 653
 681 412 723  37 135 898 416 861 248 523 574 929 372 542 214 390 704 456
 853 691 220 961 338 942 726 260 725 890 634 452 846 458 246 988 553 164
 754 462 702 445 190 906]",,60,High_Rated,True,0.17045454545454547,0.0
opt,"[280 725 691 634 412 188 574 474 246 723 456 726 810 542 909 135 190 462
 452 702 704 653 455 681 754 390 929 744 869 870 553  49 523 853 622 578
 988 600 890  37 942 961 445 707 898 994 846 164 248 349 416 214 338 906
 260 372 861 220 148 458]","[49, 37, 280, 725, 691, 634, 412, 188, 574, 474, 246, 723, 456, 726, 810, 542, 909, 135, 190, 462, 452, 702, 704, 653, 455, 681, 754, 390, 929, 744, 869, 870, 553, 523, 853, 622, 578, 988, 600, 890, 942, 961, 445, 707, 898, 994, 846, 164, 248, 349, 416, 214, 338, 906, 260, 372, 861, 220, 148, 458]",,60,High_Rated,True,1.5,0.0
warmup,"[754 214 458 961 372 942 148 869 909 280 622 906  49 691 390 600 653 220
 861 474 574 846 542 523 890 445 416 929 553 707 702 810 988 725 188 452
 994 462 349 260 723 744 338 248 726 870 681 455 898  37 135 578 853 704
 634 456 190 412 164 246]","[49, 600, 846, 574, 723, 744, 338, 248, 37, 37, 412, 164, 412, 164, 754, 214, 458, 961, 372, 942, 148, 869, 909, 280, 622, 906, 691, 390, 653, 220, 861, 474, 542, 523, 890, 445, 416, 929, 553, 707, 702, 810, 988, 725, 188, 452, 994, 462, 349, 260, 726, 870, 681, 455, 898, 135, 578, 853, 704, 634]",mistral:7b,60,High_Rated,True,1.2111111111111112,-0.9
bigraph,"[458 188 723 214 135 280 810 553 574 462 890 622 600 744 220 861 164 906
 474 455 523 726 702 754 681 338  37 578 988 870 456 412 452 445 898 909
 691 349 853 653 942 846 148 372 634 390 707 869 246 260 725  49 929 961
 190 248 542 416 994 704]","[37, 135, 578, 390, 214, 988, 49, 909, 961, 445, 416, 455, 744, 704, 246, 458, 188, 723, 280, 810, 553, 574, 462, 890, 622, 600, 220, 861, 164, 906, 474, 523, 726, 702, 754, 681, 338, 870, 456, 412, 452, 898, 691, 349, 853, 653, 942, 846, 148, 372, 634, 707, 869, 260, 725, 929, 190, 248, 542, 994]",mistral:7b,60,High_Rated,True,1.1428571428571428,-0.6000000000000001
random,"[870 903 261 653 455  75  51 479 243 703  44 771 295 567 347 127 863 770
 697 861  19 233 337 541 739 203 625 483   3 901  92 806 359 878 579 374
 200 699 174 548 635 919 660 900 273 957 556 735 678 661 675 254 910 867
 728 644 652 975 313 102]","[870 903 261 653 455  75  51 479 243 703  44 771 295 567 347 127 863 770
 697 861  19 233 337 541 739 203 625 483   3 901  92 806 359 878 579 374
 200 699 174 548 635 919 660 900 273 957 556 735 678 661 675 254 910 867
 728 644 652 975 313 102]",,60,High_Rated,True,0.5939594378554334,1.4
opt,"[900 200 660 347 697 261 975 644 556 174 675 295 957 337 770 919 635 541
 878 771 483 699 728 867 863 313 374 548  75 254 567 127  92 903 479 678
 703 243   3 861 273 102 579 203  19 806 870  44  51 653 652 901 233 625
 739 359 910 735 455 661]","[75, 127, 92, 3, 102, 19, 44, 51, 900, 200, 660, 347, 697, 261, 975, 644, 556, 174, 675, 295, 957, 337, 770, 919, 635, 541, 878, 771, 483, 699, 728, 867, 863, 313, 374, 548, 254, 567, 903, 479, 678, 703, 243, 861, 273, 579, 203, 806, 870, 653, 652, 901, 233, 625, 739, 359, 910, 735, 455, 661]",,60,High_Rated,True,2.7178571428571425,0.2
warmup,"[901 863 703 102 903 699 455  51 347 771 878 910 261  19  44 203 127 975
 567 697  92 479 652 635 337 735 867 541  75 644 548 861 728 678 675 653
 739 625 273 359 233 660 243 919 254 661 579 200 483 374 900   3 957 295
 806 556 870 313 174 770]","[102, 51, 903, 51, 347, 19, 44, 127, 337, 75, 644, 75, 254, 3, 901, 863, 703, 699, 455, 771, 878, 910, 261, 203, 975, 567, 697, 92, 479, 652, 635, 735, 867, 541, 548, 861, 728, 678, 675, 653, 739, 625, 273, 359, 233, 660, 243, 919, 661, 579, 200, 483, 374, 900, 957, 295, 806, 556, 870, 313]",mistral:7b,60,High_Rated,True,2.4750000000000005,1.3000000000000003
bigraph,"[556 660 203 678 567 127 901  92 635 548 479 739 770 910 455 652 483  75
 313 900  19 200 102 703 625 295 867 359 975 337 653 919 699 870 697 273
 957 174 243 579   3 675 861 771  44 374 735 644 347 541 233 878 254 863
  51 728 806 661 903 261]","[127, 102, 870, 174, 3, 44, 51, 75, 92, 295, 653, 347, 910, 483, 233, 957, 579, 806, 703, 567, 313, 359, 19, 541, 455, 678, 661, 374, 261, 699, 556, 660, 203, 901, 635, 548, 479, 739, 770, 652, 900, 200, 625, 867, 975, 337, 919, 697, 273, 243, 675, 861, 771, 735, 644, 878, 254, 863, 728, 903]",mistral:7b,60,High_Rated,True,2.289113181504486,1.6000000000000003
random,"[952 794 318 762 982 972 698 811 574 371 847 422 856 181 169 227  86 804
 725 421 658 495 775 325 571 408 757 272 470 292 240 192 269 637 912 138
 276 682 113 279 643 353 315 107 275 390 253 933  46 515 705 653 449 103
 572 902  56 205 640 994]","[952 794 318 762 982 972 698 811 574 371 847 422 856 181 169 227  86 804
 725 421 658 495 775 325 571 408 757 272 470 292 240 192 269 637 912 138
 276 682 113 279 643 353 315 107 275 390 253 933  46 515 705 653 449 103
 572 902  56 205 640 994]",,60,High_Rated,True,0.16366236921301053,1.0
opt,"[982 902 315 698 371 103  86 253 205 318 495 574 275 181  56 640 325 994
 390 353 653 169 847 794 725 571 757 107 292 470 682 138 856 972 705 449
 952 762  46 658 408 227 192 515 643 572 804 811 637 272 912 422 421 240
 276 933 269 775 113 279]","[103, 86, 56, 107, 46, 113, 982, 902, 315, 698, 371, 253, 205, 318, 495, 574, 275, 181, 640, 325, 994, 390, 353, 653, 169, 847, 794, 725, 571, 757, 292, 470, 682, 138, 856, 972, 705, 449, 952, 762, 658, 408, 227, 192, 515, 643, 572, 804, 811, 637, 272, 912, 422, 421, 240, 276, 933, 269, 775, 279]",,60,High_Rated,True,2.4499999999999997,0.0
warmup,"[325 653 269 422 272 794 640 643 449 572 902 103 390 470  46 705 240 775
 192 571 495 682 952 113 315 933 169 181 856 138 658 292 227  56 205 804
 574 275 408 515 253 972 847 371 982  86 811 353 757 994 318 107 421 276
 912 279 637 762 725 698]","[103, 46, 113, 56, 56, 86, 107, 107, 325, 653, 269, 422, 272, 794, 640, 643, 449, 572, 902, 390, 470, 705, 240, 775, 192, 571, 495, 682, 952, 315, 933, 169, 181, 856, 138, 658, 292, 227, 205, 804, 574, 275, 408, 515, 253, 972, 847, 371, 982, 811, 353, 757, 994, 318, 421, 276, 912, 279, 637, 762]",mistral:7b,60,High_Rated,True,2.7178571428571425,-0.9
bigraph,"[390 371 192 757 292 794 279 169 574 103 421 276  46 275 253 912 572 972
 315 205 902 775 113 227 272 637 653 811 643 408 515 495 107 982  56 571
 449 762 422 640 856 325 470 682 658 138 952 318 725 698 353 181 933  86
 994 847 269 705 804 240]","[113, 46, 169, 107, 103, 86, 933, 994, 325, 775, 643, 390, 571, 371, 353, 847, 240, 181, 56, 856, 572, 205, 408, 637, 515, 682, 952, 725, 227, 192, 757, 292, 794, 279, 574, 421, 276, 275, 253, 912, 972, 315, 902, 272, 653, 811, 495, 982, 449, 762, 422, 640, 470, 658, 138, 318, 698, 269, 705, 804]",mistral:7b,60,High_Rated,True,2.1692982456140353,-0.4
random,"[ 13 835 962 749 588 529 960 898 555 315 123 247  68 502 226 319 109 865
 937 696 850 242 753  53 142 490 188 812 723 660 351 895 806 263 400 476
 320 861 465 654 327 509 322  18 934 581 341 990 677 965 829 559  60 756
 705 568 689 155 635 790]","[ 13 835 962 749 588 529 960 898 555 315 123 247  68 502 226 319 109 865
 937 696 850 242 753  53 142 490 188 812 723 660 351 895 806 263 400 476
 320 861 465 654 327 509 322  18 934 581 341 990 677 965 829 559  60 756
 705 568 689 155 635 790]",,60,High_Rated,True,1.3099175611661737,1.0
opt,"[341 660 723 490 835 705 689 898 790  18 937  60 319  13 188  68 155 749
 990 327 588 756 476 654 965 247 829 502 142 568 509  53 806 895 962 934
 555 635 320 109 677 400 529 559 850 865 351 226 960 581 123 315 242 263
 696 812 753 322 465 861]","[18, 60, 13, 68, 53, 109, 123, 341, 660, 723, 490, 835, 705, 689, 898, 790, 937, 319, 188, 155, 749, 990, 327, 588, 756, 476, 654, 965, 247, 829, 502, 142, 568, 509, 806, 895, 962, 934, 555, 635, 320, 677, 400, 529, 559, 850, 865, 351, 226, 960, 581, 315, 242, 263, 696, 812, 753, 322, 465, 861]",,60,High_Rated,True,2.5928571428571425,0.0
warmup,"[322 319 320 705 529  53 490 635 753 829 142 898 327 990 588 581  68  13
 962  60 400 315 341 677 155 247 965 865 509 123 895 756 226 861 188 723
 476 502 568 689  18 465 696 351 559 654 937 242 660 109 835 960 812 263
 749 790 806 555 934 850]","[319, 53, 68, 13, 60, 123, 123, 18, 109, 322, 320, 705, 529, 490, 635, 753, 829, 142, 898, 327, 990, 588, 581, 962, 400, 315, 341, 677, 155, 247, 965, 865, 509, 895, 756, 226, 861, 188, 723, 476, 502, 568, 689, 465, 696, 351, 559, 654, 937, 242, 660, 835, 960, 812, 263, 749, 790, 806, 555, 934]",mistral:7b,60,High_Rated,True,1.828968253968254,0.4999999999999999
bigraph,"[677 509  13 965 806 660  60 588 400 529 559 109 689 756 895  68 319 865
 341 555 990 850 322 247 263 568 898 123 753 835 142 226 476 581 934 962
 790 315 705 327 465 861 723 351 960  53 654 812 242 490 937 155 320 635
 829 749 502  18 696 188]","[60, 109, 68, 18, 13, 123, 865, 155, 188, 319, 341, 465, 937, 53, 327, 705, 226, 635, 247, 723, 677, 756, 898, 850, 320, 753, 835, 242, 965, 654, 476, 829, 895, 568, 529, 502, 509, 806, 660, 588, 400, 559, 689, 555, 990, 322, 263, 142, 581, 934, 962, 790, 315, 861, 351, 960, 812, 490, 749, 696]",mistral:7b,60,High_Rated,True,2.5214285714285714,-0.2
random,"[960 168 874 489 852 156 983 605 944 106 732 548  17 696 108 554 491 133
 891 741 658 991 567 713 956 265 943 549 490 838 668  31 250 322 145 640
 223 406 662  75 735 725 561 818 690 287 230 746 184 453  89 319 635 436
 233 526 646 776 446 198]","[960 168 874 489 852 156 983 605 944 106 732 548  17 696 108 554 491 133
 891 741 658 991 567 713 956 265 943 549 490 838 668  31 250 322 145 640
 223 406 662  75 735 725 561 818 690 287 230 746 184 453  89 319 635 436
 233 526 646 776 446 198]",,60,High_Rated,True,0.3194475867269985,0.2
opt,"[658 944 133  17 741 230 891 646 319 776 746 874 198 491 635 605 322 145
 156 991 690 640 108 735 406 250 489 168 526 287 713 436 184 943 732  75
 662 668 838 554 223 106 696 725 956 548 852 561 549  89 233 960  31 453
 567 818 490 983 265 446]","[17, 108, 75, 106, 89, 31, 658, 944, 133, 741, 230, 891, 646, 319, 776, 746, 874, 198, 491, 635, 605, 322, 145, 156, 991, 690, 640, 735, 406, 250, 489, 168, 526, 287, 713, 436, 184, 943, 732, 662, 668, 838, 554, 223, 696, 725, 956, 548, 852, 561, 549, 233, 960, 453, 567, 818, 490, 983, 265, 446]",,60,High_Rated,True,2.4499999999999997,0.4
warmup,"[453 658 233 198 713 265 874 852 106 319 108 567 489  31 696 133 891 168
 640 561 960 944 646 322 250 635 549 491 436 287  17 662  75 184 406 943
 991 818 838 725 983  89 746 223 956 668 526 145 548 735 690 741 446 490
 732 776 605 554 230 156]","[106, 108, 31, 891, 168, 640, 561, 17, 75, 75, 991, 818, 838, 89, 983, 746, 223, 605, 605, 605, 453, 658, 233, 198, 713, 265, 874, 852, 319, 567, 489, 696, 133, 960, 944, 646, 322, 250, 635, 549, 491, 436, 287, 662, 184, 406, 943, 725, 956, 668, 526, 145, 548, 735, 690, 741, 446, 490, 732, 776]",mistral:7b,60,High_Rated,True,2.240873015873016,-0.9
bigraph,"[776 891 168 818  31 491 287 852 184 640 874 567 319 526 741 746 106 561
 983  89 635 554 322 265 725 549 250 991 436 960 133 108 198  17 145 156
 690 490 838 406 732 605 735 446 944 658 668 453 696 223 662 713 489 956
 548 233 943 230 646  75]","[106, 17, 31, 108, 250, 75, 223, 943, 646, 526, 960, 156, 776, 561, 89, 668, 605, 640, 184, 818, 838, 956, 662, 198, 732, 713, 319, 287, 567, 746, 891, 168, 491, 852, 874, 741, 983, 635, 554, 322, 265, 725, 549, 991, 436, 133, 145, 690, 490, 406, 735, 446, 944, 658, 453, 696, 489, 548, 233, 230]",mistral:7b,60,High_Rated,True,2.3166666666666664,-0.2
