algorithm,original,reordered,model,size,column,value,rank_utils,gpt-3.5-turbo_error
warmup,"[22077 15749  5132 28758 19273 19765  9208 15026  4865 11891 21633 31402
  5422  9413 22587 25330 22339 30628 24317  9617 27307 21237 24880 21049
 21901  7351 22182  1754 11835   229 21861  4756  4622 21238 12913 26753
 17964 14308 21226 23491 24164 29734  1237   152 22262 13156 19377 32518
 23914 10757 24806  4458  7437 23536 15503 22376 25201  5637  1162   552
 10182 21301 31490 15047 25942 30869   197 12325 19943 27448 28854  7026
 32349 20399 18078 25380 16771 25001 23611 32434 30839 29666 12706 24582
  3706 27334  3468 18923 24904  5302 22656 22607 19248 20150 17299 20902
 25247 11836  8755 12784]","[22077, 19765, 19765, 21633, 21237, 21049, 21901, 22182, 21861, 21861, 11835, 21238, 21226, 22262, 19377, 22262, 19377, 7437, 23536, 15503, 22376, 21301, 21301, 19943, 20399, 20150, 20902, 25247, 15749, 5132, 28758, 19273, 9208, 15026, 4865, 11891, 31402, 5422, 9413, 22587, 25330, 22339, 30628, 24317, 9617, 27307, 24880, 7351, 1754, 229, 4756, 4622, 12913, 26753, 17964, 14308, 23491, 24164, 29734, 1237, 152, 13156, 32518, 23914, 10757, 24806, 4458, 25201, 5637, 1162, 552, 10182, 31490, 15047, 25942, 30869, 197, 12325, 27448, 28854, 7026, 32349, 18078, 25380, 16771, 25001, 23611, 32434, 30839, 29666, 12706, 24582, 3706, 27334, 3468, 18923, 24904, 5302, 22656, 22607]",mistral:7b,100,code_module,EEE,3.5947414802210202,12.4
bigraph,"[ 4622  5132 17299 22607 24904 19248 22182 15503   152 28854 21049 23611
 30839 15026 21237  8755 17964  7026 10757 21633 22262 20902 20150  7437
 19765 24582 30628   552 23536 32518 21301 24164  1754   229 32349 29666
  9413 23914 21861 22376 27307 15047  3468 12706 30869 32434 25001  9617
 12325  5302 23491 20399 28758 25330  5637 14308  5422 31402 13156 11836
 21226 25942  7351 19943 11835  4756 11891 29734  1237  4458 27448 18923
 24806 24880  9208  1162 25380 12913 22587 19377 25247  3706 22339 18078
 22077 26753 21238 22656   197 12784 10182 31490 15749 24317 16771 21901
 25201  4865 19273 27334]","[22262, 21226, 19765, 28854, 19943, 21238, 21301, 30869, 21049, 13156, 18078, 23611, 19377, 21633, 5637, 5422, 27334, 12706, 20150, 11835, 20902, 12325, 7437, 26753, 9617, 24904, 7026, 25001, 4865, 22077, 21237, 22587, 22339, 21861, 20399, 22376, 4458, 19248, 21901, 11836, 32434, 19273, 15749, 7351, 552, 31402, 22182, 11891, 5302, 27307, 229, 15047, 4622, 5132, 17299, 22607, 15503, 152, 30839, 15026, 8755, 17964, 10757, 24582, 30628, 23536, 32518, 24164, 1754, 32349, 29666, 9413, 23914, 3468, 23491, 28758, 25330, 14308, 25942, 4756, 29734, 1237, 27448, 18923, 24806, 24880, 9208, 1162, 25380, 12913, 25247, 3706, 22656, 197, 12784, 10182, 31490, 24317, 16771, 25201]",mistral:7b,100,code_module,EEE,2.873062741398798,1.4
random,"[10416 13534  9946 22172  8877 16620  1314 20784 31201 31174 23464  2998
  4937  7718  2804  2410 26166  4246 18456 23548 30991  5532  2828 30219
 16846 25502 27764 20663 16917  9452 27620 13599 28990   639 14631 28555
 10716 17507  1064  5693 11203  6345 20924  3514  8107 21518 26613  5357
 14312 22552 15890 11560 19920 30668  8849 13893 31848  2746  7424 19841
 26564 22006 10374 14289 20106 16437  2822 11795  6682 17121 15582 11602
  6067 30987 27063 20945 10619   733 15813 24507 24394 12410  1518 12514
 11308 28784 27741 20057 32390 32206  9628 27463 18254 15527  9165 29515
 29254 22984 23192 14110]","[10416 13534  9946 22172  8877 16620  1314 20784 31201 31174 23464  2998
  4937  7718  2804  2410 26166  4246 18456 23548 30991  5532  2828 30219
 16846 25502 27764 20663 16917  9452 27620 13599 28990   639 14631 28555
 10716 17507  1064  5693 11203  6345 20924  3514  8107 21518 26613  5357
 14312 22552 15890 11560 19920 30668  8849 13893 31848  2746  7424 19841
 26564 22006 10374 14289 20106 16437  2822 11795  6682 17121 15582 11602
  6067 30987 27063 20945 10619   733 15813 24507 24394 12410  1518 12514
 11308 28784 27741 20057 32390 32206  9628 27463 18254 15527  9165 29515
 29254 22984 23192 14110]",,100,code_module,EEE,0.5472790000406835,0.8
opt,"[ 1064 25502 27764  9165 18254  1518 27063 16437 31848 30987 15582 17121
 23192 30219  1314 10374 20924 16620 12410 14631 10619 11560 18456 13893
   733 16846 15527  4246  2828 20784 15890 17507  9946 30668 28990 11308
 12514 23464 15813 13599 10416  8877  7718 22172  7424 22552 14110  4937
  6067 11795  2410  6682 27741 10716 30991 29515 22984 16917 27463   639
 32206 20945 13534 11602 20106 20663 19920  5532 31201 14312 22006  9452
  2804  2822 11203 29254  8107  9628 24394  8849  2998 28784 14289  6345
 26166 23548  3514 24507  2746 20057 19841 32390 26564  5693 31174  5357
 21518 28555 26613 27620]","[20924, 20784, 22172, 20945, 20106, 20663, 19920, 22006, 20057, 19841, 21518, 1064, 25502, 27764, 9165, 18254, 1518, 27063, 16437, 31848, 30987, 15582, 17121, 23192, 30219, 1314, 10374, 16620, 12410, 14631, 10619, 11560, 18456, 13893, 733, 16846, 15527, 4246, 2828, 15890, 17507, 9946, 30668, 28990, 11308, 12514, 23464, 15813, 13599, 10416, 8877, 7718, 7424, 22552, 14110, 4937, 6067, 11795, 2410, 6682, 27741, 10716, 30991, 29515, 22984, 16917, 27463, 639, 32206, 13534, 11602, 5532, 31201, 14312, 9452, 2804, 2822, 11203, 29254, 8107, 9628, 24394, 8849, 2998, 28784, 14289, 6345, 26166, 23548, 3514, 24507, 2746, 32390, 26564, 5693, 31174, 5357, 28555, 26613, 27620]",,100,code_module,EEE,3.0198773448773446,1.4
warmup,"[20924 20057 10619  2998 12410  2746 20106 27063 11203  1314  7718  9452
 16917 10716 23464 14312 11602   733  5693 24394 17121 27764  9946   639
  1064 10416 13893 28784  7424 26613  2410  2828  3514  6345 20784 15582
  8107 21518 19841 20663  2822 11560 27741 16620  9165 11795 15527 31174
 13599 29515 15890 23192 30987 26166 19920 16846 24507  8877 18456 28990
 16437  4246 30219  9628  1518  2804  6067 11308 17507 27620 27463 22984
 18254 30668 29254 31848 10374 12514  6682  4937 20945  8849 32390 13534
 28555 14289 31201 26564 32206 14631 23548 22172  5532 15813 22552 30991
 14110  5357 25502 22006]","[20106, 20784, 20945, 20945, 22172, 22006, 20924, 20057, 10619, 2998, 12410, 2746, 27063, 11203, 1314, 7718, 9452, 16917, 10716, 23464, 14312, 11602, 733, 5693, 24394, 17121, 27764, 9946, 639, 1064, 10416, 13893, 28784, 7424, 26613, 2410, 2828, 3514, 6345, 15582, 8107, 21518, 19841, 20663, 2822, 11560, 27741, 16620, 9165, 11795, 15527, 31174, 13599, 29515, 15890, 23192, 30987, 26166, 19920, 16846, 24507, 8877, 18456, 28990, 16437, 4246, 30219, 9628, 1518, 2804, 6067, 11308, 17507, 27620, 27463, 22984, 18254, 30668, 29254, 31848, 10374, 12514, 6682, 4937, 8849, 32390, 13534, 28555, 14289, 31201, 26564, 32206, 14631, 23548, 5532, 15813, 22552, 30991, 14110, 5357]",mistral:7b,100,code_module,EEE,2.8045989058898004,2.2
bigraph,"[  733  5532 26564 10619  1518 18254  6682  9165 20945 12514 22172 30668
 14289 32206 26166  8107 17507 30991 16437 23548  8849 27620 13893  1064
 21518 30219 22006  1314 29515 11308 12410  6067 13534 32390 17121  8877
  6345 20057 11602  2998 23464 27741 31201 11795 31174  9628 27764 16846
 16917 10374  2822 27463  2746 15582  7424 15813 23192 15527  3514 27063
 20106  5693 13599 28784 24394 29254 20663 20784 19920  4246 28555 11560
 15890 14631 16620 22552  5357  4937   639 14110 26613 28990  2828  7718
  2804 19841 31848 20924 11203 18456 30987 22984  9452 25502 10716 24507
  2410 10416  9946 14312]","[22172, 20057, 20106, 20663, 22006, 19841, 19920, 20945, 20784, 11795, 5693, 26564, 12410, 15582, 29254, 733, 31174, 27764, 26166, 27741, 27063, 26613, 21518, 2410, 24394, 28784, 30987, 32390, 31201, 27620, 11308, 1518, 22984, 6067, 8107, 11203, 20924, 13893, 29515, 30668, 4937, 9165, 5532, 10619, 18254, 6682, 12514, 14289, 32206, 17507, 30991, 16437, 23548, 8849, 1064, 30219, 1314, 13534, 17121, 8877, 6345, 11602, 2998, 23464, 9628, 16846, 16917, 10374, 2822, 27463, 2746, 7424, 15813, 23192, 15527, 3514, 13599, 4246, 28555, 11560, 15890, 14631, 16620, 22552, 5357, 639, 14110, 28990, 2828, 7718, 2804, 31848, 18456, 9452, 25502, 10716, 24507, 10416, 9946, 14312]",mistral:7b,100,code_module,EEE,2.8994735418648463,1.8
random,"[11352 30897  9923 14081 32422  5695  7099 11047 13849 27357  9327 22509
 25340 27690 15830 27340 11275  2807  3160  6620 17000 21869 24603 16554
  7793  9050 31440  3214  8599 11098  6211 23840 26310 10319 25749  8237
  5973  5614  4406   477  7102 21505  2732 22986  4024 26294  3653 30923
  6163  1021 30176 22361 21550 15612 29715  4047  4335  4762 24414 23544
 19272 19961 14937 15882 29469 23944 27867  5313 30576 24766 18867  9386
 26009  7718 14290  9311 12670 13591 10851 12577 26021 27732 13809 18905
 15940 28144 22202 21410 12630 28531 17786  7570  9540  5862 16172  4149
 24929 13749  6841 23081]","[11352 30897  9923 14081 32422  5695  7099 11047 13849 27357  9327 22509
 25340 27690 15830 27340 11275  2807  3160  6620 17000 21869 24603 16554
  7793  9050 31440  3214  8599 11098  6211 23840 26310 10319 25749  8237
  5973  5614  4406   477  7102 21505  2732 22986  4024 26294  3653 30923
  6163  1021 30176 22361 21550 15612 29715  4047  4335  4762 24414 23544
 19272 19961 14937 15882 29469 23944 27867  5313 30576 24766 18867  9386
 26009  7718 14290  9311 12670 13591 10851 12577 26021 27732 13809 18905
 15940 28144 22202 21410 12630 28531 17786  7570  9540  5862 16172  4149
 24929 13749  6841 23081]",,100,code_module,EEE,0.12711891528763525,0.8
opt,"[ 4335 15830 27340 11098 14937 15612  7793 28531  9540 19272  7718 10319
 15940 16554  5973 11352 22509  8599 14081  6620  9311 24766 12630 15882
 29469 12670 11047 27732 13809  5313 23840 21550 24603 30923 29715  8237
 13591  7102  5695 12577 26021  9050 23081  3160 18905  5614 21410  4047
 13749 11275 26294 17786   477  2732 16172 24414 14290 28144 26310  7570
 22361 27690 19961  2807 27867 22202 24929  9386  3214  4024  6841 25340
  4149  9923  3653  6211 30897  4406 32422 30576  6163 23944  7099  1021
 23544 26009  9327 31440 25749 21505  4762 30176 10851 27357 13849  5862
 22986 17000 21869 18867]","[21550, 21410, 19961, 22202, 21505, 21869, 4335, 15830, 27340, 11098, 14937, 15612, 7793, 28531, 9540, 19272, 7718, 10319, 15940, 16554, 5973, 11352, 22509, 8599, 14081, 6620, 9311, 24766, 12630, 15882, 29469, 12670, 11047, 27732, 13809, 5313, 23840, 24603, 30923, 29715, 8237, 13591, 7102, 5695, 12577, 26021, 9050, 23081, 3160, 18905, 5614, 4047, 13749, 11275, 26294, 17786, 477, 2732, 16172, 24414, 14290, 28144, 26310, 7570, 22361, 27690, 2807, 27867, 24929, 9386, 3214, 4024, 6841, 25340, 4149, 9923, 3653, 6211, 30897, 4406, 32422, 30576, 6163, 23944, 7099, 1021, 23544, 26009, 9327, 31440, 25749, 4762, 30176, 10851, 27357, 13849, 5862, 22986, 17000, 18867]",,100,code_module,EEE,2.4499999999999997,0.8
warmup,"[ 7102 13749 23544  1021 15882  5695  6211 32422 13809  7718 30576 16554
 22361 14290  5614  8599 15940  7570 19961 25749  6620 15830   477 21410
  7099 10319 18867 27357  9050 26294 25340 27690  9923 11047  2807 10851
  4762 24929 23081 14081  4047 12630 27340  4406 30923  8237 19272 22986
  9327 24603  2732  4149 24766 30897 12670 26310  7793 27732  5973 23840
 26021 28144  3653  9386 11275 24414 21505 13591 12577 18905 27867  6163
 11352 29715  5862 17786 26009 23944  4024 22509 11098 16172  3160 13849
 28531 21550  5313 22202  9311 31440  4335 21869  9540  3214 30176 29469
 14937 17000 15612  6841]","[19961, 19961, 21410, 7099, 7793, 21505, 21550, 22202, 21869, 21869, 7102, 13749, 23544, 1021, 15882, 5695, 6211, 32422, 13809, 7718, 30576, 16554, 22361, 14290, 5614, 8599, 15940, 7570, 25749, 6620, 15830, 477, 10319, 18867, 27357, 9050, 26294, 25340, 27690, 9923, 11047, 2807, 10851, 4762, 24929, 23081, 14081, 4047, 12630, 27340, 4406, 30923, 8237, 19272, 22986, 9327, 24603, 2732, 4149, 24766, 30897, 12670, 26310, 27732, 5973, 23840, 26021, 28144, 3653, 9386, 11275, 24414, 13591, 12577, 18905, 27867, 6163, 11352, 29715, 5862, 17786, 26009, 23944, 4024, 22509, 11098, 16172, 3160, 13849, 28531, 5313, 9311, 31440, 4335, 9540, 3214, 30176, 29469, 14937, 17000]",mistral:7b,100,code_module,EEE,2.478968253968254,1.0
bigraph,"[12670 26009 22509 11098  6211  9327  3160  5973 21410  3214  8237 27867
 24414  7718  1021 30176 30897 26294  8599 10851  4762 23840 12577 17786
 27357 32422 14290  4024 25340 27732  6841 11047  9050 23944 18905  4406
  9540 22202 21550 26021 14081  4047  9311   477 25749  6163  4149  6620
  3653 19961 12630 28144 21505 21869  2807 17000  5313  5614 16554 13809
 29715 27340  4335  9386 26310  7570 24603 15830 13849 22986 27690 24929
 11352  7793  2732  7102 28531 24766 22361 19272 18867 15612 14937 13591
 11275  7099 16172 23544 29469 23081 30923  5862 30576 31440  9923 10319
 15882 15940  5695 13749]","[21550, 21869, 23544, 19961, 21505, 24766, 30923, 3653, 5862, 22202, 21410, 9311, 11098, 27357, 27690, 16172, 29715, 22986, 23081, 17000, 9923, 4149, 32422, 12670, 26009, 22509, 6211, 9327, 3160, 5973, 3214, 8237, 27867, 24414, 7718, 1021, 30176, 30897, 26294, 8599, 10851, 4762, 23840, 12577, 17786, 14290, 4024, 25340, 27732, 6841, 11047, 9050, 23944, 18905, 4406, 9540, 26021, 14081, 4047, 477, 25749, 6163, 6620, 12630, 28144, 2807, 5313, 5614, 16554, 13809, 27340, 4335, 9386, 26310, 7570, 24603, 15830, 13849, 24929, 11352, 7793, 2732, 7102, 28531, 22361, 19272, 18867, 15612, 14937, 13591, 11275, 7099, 29469, 30576, 31440, 10319, 15882, 15940, 5695, 13749]",mistral:7b,100,code_module,EEE,2.1409090909090907,3.8
random,"[17784 14692 22287 17110 10948  8182  3777 12679 10098 27213 25374 23192
 27401 20195 10835  3840  6459 24276  4947 18601  6981 13585 13958 30109
 30080 11257 13828 22523 14329 31221 29104 31682 20834 26042   970 31887
 27889 29723  9478 19662  3215  4524 19348 27711 12371 15610 26621 10196
 15826  4718 25146 22635 20738 13644 30612  3835 26068  5280 27916  5307
 13841 27258 31063 19556 30302 17791 21366 30705 12296 11334 27918  9015
 24007 11505  3969   434 26740 24464 20146  9531 15022 12678 25587 16431
 12513 12624 12307 14447  2008  7896  3877 23110 12999 24782  4293  9070
 12261  6117 22913 15781]","[17784 14692 22287 17110 10948  8182  3777 12679 10098 27213 25374 23192
 27401 20195 10835  3840  6459 24276  4947 18601  6981 13585 13958 30109
 30080 11257 13828 22523 14329 31221 29104 31682 20834 26042   970 31887
 27889 29723  9478 19662  3215  4524 19348 27711 12371 15610 26621 10196
 15826  4718 25146 22635 20738 13644 30612  3835 26068  5280 27916  5307
 13841 27258 31063 19556 30302 17791 21366 30705 12296 11334 27918  9015
 24007 11505  3969   434 26740 24464 20146  9531 15022 12678 25587 16431
 12513 12624 12307 14447  2008  7896  3877 23110 12999 24782  4293  9070
 12261  6117 22913 15781]",,100,code_module,EEE,0.5221414605756666,2.4
opt,"[16431 12296 25587  3835 12513 30705 20146   434 20195 27916 11334 15022
  9531  4718  3215 19662 17110 23110  3840 12679  4293 13828 24276 12624
 15610 13958 24007 27918 11505 26740 20738 31682 26621 12678 27258  7896
 15781 24464 14447 30080  3969  9015 23192 12999 10098 18601 24782 27401
  9070 30612 11257 22635 25374  6981 31887  9478 22523 17791 14329 31063
 29104 13841 12307 26068 12261 15826 17784 10196  3877  5280  4524 30302
 10835   970 22913 27889  5307 30109  4947 31221  6459 12371 21366 26042
 13644 22287  8182 25146 27711 19348  3777 20834 10948 29723  6117 13585
  2008 27213 14692 19556]","[20146, 20195, 19662, 20738, 21366, 22287, 20834, 19556, 16431, 12296, 25587, 3835, 12513, 30705, 434, 27916, 11334, 15022, 9531, 4718, 3215, 17110, 23110, 3840, 12679, 4293, 13828, 24276, 12624, 15610, 13958, 24007, 27918, 11505, 26740, 31682, 26621, 12678, 27258, 7896, 15781, 24464, 14447, 30080, 3969, 9015, 23192, 12999, 10098, 18601, 24782, 27401, 9070, 30612, 11257, 22635, 25374, 6981, 31887, 9478, 22523, 17791, 14329, 31063, 29104, 13841, 12307, 26068, 12261, 15826, 17784, 10196, 3877, 5280, 4524, 30302, 10835, 970, 22913, 27889, 5307, 30109, 4947, 31221, 6459, 12371, 26042, 13644, 8182, 25146, 27711, 19348, 3777, 10948, 29723, 6117, 13585, 2008, 27213, 14692]",,100,code_module,EEE,2.7178571428571425,0.6
warmup,"[10948 24782  3777  3969 27258 17784 22523 14329  3877 12624 12678   434
 29723 20195 26621  8182 10196  9531 10835 24464 15610 12999  3215 27213
  6117  2008 14447 27918 13828 11505 20146  9070 19348  9478 31682  9015
 25374 12679 27711  4293 23110 13958 19662 17791 15022 31887 21366 12307
 24276  3835 30705 30612 24007 19556 13644 27401 27889 22913 20738  4718
 26068 30080 22635 17110 16431  5307 20834 14692 30302 30109 26740  7896
 11257  4524 12371  6981 11334 13585 15826   970  6459 23192 13841 15781
  4947 22287 31063 27916 18601  3840 12296 12261 25587 26042 10098 29104
 12513 31221 25146  5280]","[20195, 20195, 20146, 20146, 19662, 21366, 21366, 19556, 19556, 20738, 20738, 20834, 20834, 22287, 22287, 25587, 26042, 10098, 29104, 10948, 24782, 3777, 3969, 27258, 17784, 22523, 14329, 3877, 12624, 12678, 434, 29723, 26621, 8182, 10196, 9531, 10835, 24464, 15610, 12999, 3215, 27213, 6117, 2008, 14447, 27918, 13828, 11505, 9070, 19348, 9478, 31682, 9015, 25374, 12679, 27711, 4293, 23110, 13958, 17791, 15022, 31887, 12307, 24276, 3835, 30705, 30612, 24007, 13644, 27401, 27889, 22913, 4718, 26068, 30080, 22635, 17110, 16431, 5307, 14692, 30302, 30109, 26740, 7896, 11257, 4524, 12371, 6981, 11334, 13585, 15826, 970, 6459, 23192, 13841, 15781, 4947, 31063, 27916, 18601]",mistral:7b,100,code_module,EEE,3.3182289932289937,1.8
bigraph,"[25374  6459 29104  4947 27916  9070 12307 24276 26068 15022 13958 15610
 21366 13828 26042 14447 12296  6117  3877  3840 31221   970 20146 12999
  6981 26740  3215 27258 24464 30080  2008 12679 30612 23192 24782 31887
 16431 25146 27889 10098 24007 13585 12678 30109   434 29723 12261 27213
 17791 27401 27918  3777  7896  9478 10948 30705  9015  4524  3835  5280
 14692 31682 26621 15781 14329 22287 17110 19556 11334 12513 20834 11257
 22523 27711  9531  8182  4718 31063 10835  4293 20195  5307 25587 23110
 10196 15826 20738 19348 30302 12371 11505 22635 19662 18601 13644 12624
  3969 17784 13841 22913]","[21366, 20146, 22287, 20195, 20738, 19662, 20834, 2008, 4947, 26068, 27401, 3877, 9478, 14692, 13585, 11334, 10098, 19556, 29104, 10948, 12371, 12679, 24276, 3835, 12999, 25374, 6459, 27916, 9070, 12307, 15022, 13958, 15610, 13828, 26042, 14447, 12296, 6117, 3840, 31221, 970, 6981, 26740, 3215, 27258, 24464, 30080, 30612, 23192, 24782, 31887, 16431, 25146, 27889, 24007, 12678, 30109, 434, 29723, 12261, 27213, 17791, 27918, 3777, 7896, 30705, 9015, 4524, 5280, 31682, 26621, 15781, 14329, 17110, 12513, 11257, 22523, 27711, 9531, 8182, 4718, 31063, 10835, 4293, 5307, 25587, 23110, 10196, 15826, 19348, 30302, 11505, 22635, 18601, 13644, 12624, 3969, 17784, 13841, 22913]",mistral:7b,100,code_module,EEE,2.648412698412698,4.2
random,"[26848 26244  3893 10913  9490 21950 10921 14460 23556 20401  4525 31947
  2211 27743  5071 20770 19294 13985 22032 16766  4591 18633  1821  7364
  1581 10295 21549 31035 29490 23647 29977 31406  2573 21266 20954 10297
 21623  7642 23797 13150 23129 24302  6427 16486 20572 24345   847  7116
 12927 23667  2607 30623 31742  2553 10319  2464  6758 31654 29837 14390
 27938 27999 15383 26595 31494  7380 29236 26634 30909  3069 16572 20410
 22872  3486 18003 10701  4410 21364 25744 18867  7552  6308 26368  1628
 17907 27362 19456  6303  4327 23435 31761 26387 11943  6929  7332 16832
 21821 17326  5161    70]","[26848 26244  3893 10913  9490 21950 10921 14460 23556 20401  4525 31947
  2211 27743  5071 20770 19294 13985 22032 16766  4591 18633  1821  7364
  1581 10295 21549 31035 29490 23647 29977 31406  2573 21266 20954 10297
 21623  7642 23797 13150 23129 24302  6427 16486 20572 24345   847  7116
 12927 23667  2607 30623 31742  2553 10319  2464  6758 31654 29837 14390
 27938 27999 15383 26595 31494  7380 29236 26634 30909  3069 16572 20410
 22872  3486 18003 10701  4410 21364 25744 18867  7552  6308 26368  1628
 17907 27362 19456  6303  4327 23435 31761 26387 11943  6929  7332 16832
 21821 17326  5161    70]",,100,code_module,EEE,0.5745806581111126,1.8
opt,"[26595 23129 14460 10295 23667 21623  6758 31654 20770 26387 22872 24302
 27999 15383 30909  5161 21821 16832 31947   847 29977  1581  4591  7380
 21950  3069 24345 26244 29490  2553 29236  9490 23435 23556  7552 16572
 20572  2607 31494 26848  4410 29837 18003  6303 26634 16486  5071 11943
 10921  7332 13150 23797  7642  3893  6427  7116 12927 31035 19294 10701
  2464 31742 27362 30623  7364 26368 21364 21266 25744 14390  1628 19456
 27743 27938 13985 17907  4525 20954  1821  2211    70 18867 18633  6308
 20410 10913  4327 31761 21549 10319 23647  3486 17326  6929 16766 20401
 31406  2573 10297 22032]","[21623, 20770, 21821, 21950, 20572, 21364, 21266, 19456, 20954, 20410, 21549, 20401, 22032, 26595, 23129, 14460, 10295, 23667, 6758, 31654, 26387, 22872, 24302, 27999, 15383, 30909, 5161, 16832, 31947, 847, 29977, 1581, 4591, 7380, 3069, 24345, 26244, 29490, 2553, 29236, 9490, 23435, 23556, 7552, 16572, 2607, 31494, 26848, 4410, 29837, 18003, 6303, 26634, 16486, 5071, 11943, 10921, 7332, 13150, 23797, 7642, 3893, 6427, 7116, 12927, 31035, 19294, 10701, 2464, 31742, 27362, 30623, 7364, 26368, 25744, 14390, 1628, 27743, 27938, 13985, 17907, 4525, 1821, 2211, 70, 18867, 18633, 6308, 10913, 4327, 31761, 10319, 23647, 3486, 17326, 6929, 16766, 31406, 2573, 10297]",,100,code_module,EEE,3.180133755133755,1.4
warmup,"[17907  2607 19294 26595 20770 16766 27743 18003  7116 23797  5161 20572
 20401 21549 10921 29977 21266 16832 25744 27362  4525 23647  2464 20410
 31947 18633 29490 10913 23556 10701  2573 21623  1821  1628 23435 27938
 18867 29837 26387 23667  7552 14460    70 19456 31035 30909 23129 10295
 22032 16572 24302  3486 29236 21821 21950 20954  7332 31742 31761  3069
 31654 27999  4410  6303 12927 11943  4327  6427 26244  7642  7364 10297
  7380 30623  6758 15383  9490 21364  6308   847  3893 26634  2553  4591
 24345 10319 22872  6929 31406 26848 26368 13150  2211 16486 31494 13985
 17326  1581 14390  5071]","[17907, 20770, 20770, 20572, 20401, 21549, 21266, 20410, 21623, 1821, 19456, 22032, 22032, 29236, 21821, 21950, 20954, 21364, 21364, 2607, 19294, 26595, 16766, 27743, 18003, 7116, 23797, 5161, 10921, 29977, 16832, 25744, 27362, 4525, 23647, 2464, 31947, 18633, 29490, 10913, 23556, 10701, 2573, 1628, 23435, 27938, 18867, 29837, 26387, 23667, 7552, 14460, 70, 31035, 30909, 23129, 10295, 16572, 24302, 3486, 7332, 31742, 31761, 3069, 31654, 27999, 4410, 6303, 12927, 11943, 4327, 6427, 26244, 7642, 7364, 10297, 7380, 30623, 6758, 15383, 9490, 6308, 847, 3893, 26634, 2553, 4591, 24345, 10319, 22872, 6929, 31406, 26848, 26368, 13150, 2211, 16486, 31494, 13985, 17326]",mistral:7b,100,code_module,EEE,2.3763110857151104,3.8
bigraph,"[13985 19456 29837 19294 20770 16486 31406  3893 10297 21266  9490  6308
  7642 10921  1821 23556 22872  4591  5071 26387  4410 10319 31654 21623
    70 20410  2553 31947 15383 24302 30623 12927 23647 25744 22032  2211
 27362 26368  3069 24345  4525 18003  7364  3486  2607 10913 27999 29977
 14460 23129  6427 18633  6758 29490 20954 26848 16832 10295   847 23667
 20572  7116 27743 23797 30909 21950 17907 29236 21364 31742 31035  7332
  1628 10701 13150 11943 26595 20401  1581  5161 26244  2573 27938  7552
 18867 31494  6303 21549  7380 17326 14390 16766  4327 16572 23435 21821
 26634 31761  6929  2464]","[20770, 22032, 20572, 21623, 21549, 20954, 21821, 21266, 21364, 20410, 29837, 4525, 6758, 23556, 4591, 23647, 13985, 2211, 6427, 29236, 3893, 17326, 4410, 27743, 7116, 19294, 21950, 18867, 18633, 26595, 19456, 31654, 29977, 26244, 7332, 9490, 20401, 847, 12927, 27999, 7364, 13150, 17907, 15383, 16486, 31406, 10297, 6308, 7642, 10921, 1821, 22872, 5071, 26387, 10319, 70, 2553, 31947, 24302, 30623, 25744, 27362, 26368, 3069, 24345, 18003, 3486, 2607, 10913, 14460, 23129, 29490, 26848, 16832, 10295, 23667, 23797, 30909, 31742, 31035, 1628, 10701, 11943, 1581, 5161, 2573, 27938, 7552, 31494, 6303, 7380, 14390, 16766, 4327, 16572, 23435, 26634, 31761, 6929, 2464]",mistral:7b,100,code_module,EEE,3.025290382548447,3.4
random,"[14514 26833  1268 18202 22263  8964  4176 25410  4508 14422 16635 31144
  9616 23396 13378 22134 20099 28562 24968 13627 23785 17575  8759 29692
 19336  3149  3990 23128 14057 29304 21241 25376 16931  4490 14580 16961
 29732 20588 20018  7537  4083 31004 28864 22071 20009  2919  7927  2842
  4207 11075  2869 19102 31215  3573 32579 23945 28617  2947 20800 17052
 30249 17252 28312 27024  3997 25866 20859 23900 12726 29785  6795 15467
 28416 23625 20633 22248 14953 29411 21660 16164 30909  8518 17184 21954
  6430  7696 16013  3034 16425  2619 26072 21468 27962 30300 20121 15738
  2901 28804  6675 30189]","[14514 26833  1268 18202 22263  8964  4176 25410  4508 14422 16635 31144
  9616 23396 13378 22134 20099 28562 24968 13627 23785 17575  8759 29692
 19336  3149  3990 23128 14057 29304 21241 25376 16931  4490 14580 16961
 29732 20588 20018  7537  4083 31004 28864 22071 20009  2919  7927  2842
  4207 11075  2869 19102 31215  3573 32579 23945 28617  2947 20800 17052
 30249 17252 28312 27024  3997 25866 20859 23900 12726 29785  6795 15467
 28416 23625 20633 22248 14953 29411 21660 16164 30909  8518 17184 21954
  6430  7696 16013  3034 16425  2619 26072 21468 27962 30300 20121 15738
  2901 28804  6675 30189]",,100,code_module,EEE,0.5548125284987033,4.2
