algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[36146 22834 14065 16593 33974 42839  2751 19760 32660 10393 20966 47375
 31035 37969 40513  5454 15694 30853 35301 22506 26319 40118 22349  1952
 19629  2556 40842 36887 40618 13731 42833 27946 36865 21101 24486 22571
 27062 31673 28500 29212 40924 20152 45688 20012 13158 44246 47190 46546
 36972 17643]","[36146, 33974, 42839, 19760, 32660, 40618, 13158, 22834, 14065, 16593, 2751, 10393, 20966, 47375, 31035, 37969, 40513, 5454, 15694, 30853, 35301, 22506, 26319, 40118, 22349, 1952, 19629, 2556, 40842, 36887, 13731, 42833, 27946, 36865, 21101, 24486, 22571, 27062, 31673, 28500, 29212, 40924, 20152, 45688, 20012, 44246, 47190, 46546]",llama3.1:8b,50,workclass,State-gov,0.5833333333333333,0.0
bigraph,"[40842  2751 47375 20966 45688 44246 36887 27946 17643 22506 42839 24486
 22571 10393 36146 40513 46546 36865 26319 37969 20012 36972 20152 22834
 16593  5454 15694  2556 13731 28500 19629 40618 40924 13158 27062 30853
 35301 31035 14065 31673  1952 32660 47190 22349 40118 33974 21101 19760
 42833 29212]","[42839, 19760, 5454, 20012, 36146, 36887, 27062, 40618, 40842, 44246, 22571, 22506, 40118, 26319, 40513, 36865, 13158, 1952, 2751, 47375, 20966, 45688, 27946, 17643, 24486, 10393, 46546, 37969, 36972, 20152, 22834, 16593, 15694, 2556, 13731, 28500, 19629, 40924, 30853, 35301, 31035, 14065, 31673, 32660, 47190, 22349, 33974, 21101, 42833, 29212]",llama3.1:8b,50,workclass,State-gov,1.5,0.0
random,"[ 8240 16828 15871 40933 37207 25459 46609 18216 27840 10374 42000 18457
  2100 38626 32158 36755 26811 18887 46901 41877 21588 28533 24891  2667
  5453 46876  6723 32442 28575 36790  5582 42394 39358 22684 18332 42684
 37833 21715  3741 10884 25704 22055 25101   688 14056 45998  3534 48172
 16020 22374]","[ 8240 16828 15871 40933 37207 25459 46609 18216 27840 10374 42000 18457
  2100 38626 32158 36755 26811 18887 46901 41877 21588 28533 24891  2667
  5453 46876  6723 32442 28575 36790  5582 42394 39358 22684 18332 42684
 37833 21715  3741 10884 25704 22055 25101   688 14056 45998  3534 48172
 16020 22374]",,50,workclass,State-gov,0.3333333333333333,0.0
opt,"[37833  3741 27840 10374 46609 18457  2100 39358  3534 42684 32442 46876
 22374 28575 40933 14056 22684 42000 46901 21588 37207 42394 18887 10884
 16828   688 26811 15871 18216 25101 45998  5582 25704 38626 32158 24891
 22055 48172  5453 36790 41877 28533 36755 16020  6723 18332  8240 21715
  2667 25459]","[15871, 37833, 3741, 27840, 10374, 46609, 18457, 2100, 39358, 3534, 42684, 32442, 46876, 22374, 28575, 40933, 14056, 22684, 42000, 46901, 21588, 37207, 42394, 18887, 10884, 16828, 688, 26811, 18216, 25101, 45998, 5582, 25704, 38626, 32158, 24891, 22055, 48172, 5453, 36790, 41877, 28533, 36755, 16020, 6723, 18332, 8240, 21715, 2667, 25459]",,50,workclass,State-gov,1.0,0.0
warmup,"[46609 26811 37833 25101  2667 38626 22055 45998 48172  5453 25459 18332
 39358  2100  3741 21715 36755  6723   688  8240 16020 16828 32158  5582
 42684 10374 46876 18216  3534 46901 14056 37207 42394 10884 41877 18887
 28575 32442 22684 21588 36790 42000 22374 28533 27840 18457 24891 40933
 25704 15871]","[48172, 2100, 16020, 28575, 46609, 26811, 37833, 25101, 2667, 38626, 22055, 45998, 5453, 25459, 18332, 39358, 3741, 21715, 36755, 6723, 688, 8240, 16828, 32158, 5582, 42684, 10374, 46876, 18216, 3534, 46901, 14056, 37207, 42394, 10884, 41877, 18887, 32442, 22684, 21588, 36790, 42000, 22374, 28533, 27840, 18457, 24891, 40933]",llama3.1:8b,50,workclass,State-gov,0.0,0.0
bigraph,"[ 3534 28575 42684 22684 46901 36755 15871 22374 32158 18216   688 37207
 40933  2667 42394 42000 25101 14056 25704 16020 18887 32442 22055 27840
 18332 25459 16828  5453 26811  6723 38626 46609  2100 37833  8240 24891
 39358 41877 36790 18457 21715 10884 10374 46876 28533 45998 48172 21588
  3741  5582]","[15871, 14056, 24891, 21588, 48172, 46876, 32158, 46901, 25459, 3534, 28575, 42684, 22684, 36755, 22374, 18216, 688, 37207, 40933, 2667, 42394, 42000, 25101, 25704, 16020, 18887, 32442, 22055, 27840, 18332, 16828, 5453, 26811, 6723, 38626, 46609, 2100, 37833, 8240, 39358, 41877, 36790, 18457, 21715, 10884, 10374, 28533, 45998, 3741, 5582]",llama3.1:8b,50,workclass,State-gov,1.0,0.0
random,"[11987 48165  5599 14153 14034  3054  2921 48241 18632 26779 35480 23174
 17788 46057 12601 26596 16136 19548  7928 40238  5681  3453 10836 27849
 38241 41497  6165  5053 20959 19169 46065 15640 45939  1717 47008 13976
 45396 17214 47480 28111 27021 43015 25437 27562  4638 11869 29942 14909
 17830  4354]","[11987 48165  5599 14153 14034  3054  2921 48241 18632 26779 35480 23174
 17788 46057 12601 26596 16136 19548  7928 40238  5681  3453 10836 27849
 38241 41497  6165  5053 20959 19169 46065 15640 45939  1717 47008 13976
 45396 17214 47480 28111 27021 43015 25437 27562  4638 11869 29942 14909
 17830  4354]",,50,workclass,State-gov,0.06478578892371996,0.0
opt,"[ 2921 18632 45939 15640 17214 27849 19548 27021 47008 14909  1717 29942
 17830  3054 27562 35480 26596 11987 17788 16136 43015 45396 48165 26779
 25437 46057  5681 46065  5599  5053 23174 41497 47480 40238 19169  6165
 28111 10836 12601  4354 38241 48241  7928 20959 14034 13976  4638 14153
 11869  3453]","[45939, 20959, 2921, 18632, 15640, 17214, 27849, 19548, 27021, 47008, 14909, 1717, 29942, 17830, 3054, 27562, 35480, 26596, 11987, 17788, 16136, 43015, 45396, 48165, 26779, 25437, 46057, 5681, 46065, 5599, 5053, 23174, 41497, 47480, 40238, 19169, 6165, 28111, 10836, 12601, 4354, 38241, 48241, 7928, 14034, 13976, 4638, 14153, 11869, 3453]",,50,workclass,State-gov,1.5,0.2
warmup,"[46057 45396  6165 40238  5053  4354 45939  4638 10836 26596 23174  5599
 17788 35480 17214 12601 16136  3453 19548 27562 19169 28111 29942 11869
 14153 47008 14909 47480 43015 38241  5681  7928 14034 46065 11987 27021
 18632 48165 41497 26779 13976  1717 20959  2921 48241 15640 25437 27849
  3054 17830]","[4354, 23174, 19169, 38241, 18632, 13976, 48241, 46057, 45396, 6165, 40238, 5053, 45939, 4638, 10836, 26596, 5599, 17788, 35480, 17214, 12601, 16136, 3453, 19548, 27562, 28111, 29942, 11869, 14153, 47008, 14909, 47480, 43015, 5681, 7928, 14034, 46065, 11987, 27021, 48165, 41497, 26779, 1717, 20959, 2921, 15640, 25437, 27849]",llama3.1:8b,50,workclass,State-gov,0.09965034965034966,0.0
bigraph,"[12601  5599 25437 26596 17214 40238 43015  5053  5681 14909 23174 13976
  4354  4638 38241 27849  3453 45396 35480  6165 18632 15640 26779 19169
 29942 41497 20959 10836 11869  1717 11987 19548 27562 16136 46065  3054
 17830  2921 45939 14153 48165 17788 28111 27021 47480  7928 47008 46057
 14034 48241]","[45939, 20959, 46057, 13976, 14153, 14034, 27021, 3453, 2921, 18632, 14909, 12601, 5599, 25437, 26596, 17214, 40238, 43015, 5053, 5681, 23174, 4354, 4638, 38241, 27849, 45396, 35480, 6165, 15640, 26779, 19169, 29942, 41497, 10836, 11869, 1717, 11987, 19548, 27562, 16136, 46065, 3054, 17830, 48165, 17788, 28111, 47480, 7928, 47008, 48241]",llama3.1:8b,50,workclass,State-gov,1.5,0.0
random,"[11066 32784 36332  5061 28091 31089 16348 21744 29749 18590 27872 13827
 19894 42780  4806 17954 20151 42609  1738 42409 28001 28612 27652 12979
 18135 11320  3836 32374 45062 30632  6035 14709 39336 32369 30697 12093
  2714 37847 21784 12528 36407 15876  6779 48290 47331  3460  6103 28788
 43065 30821]","[11066 32784 36332  5061 28091 31089 16348 21744 29749 18590 27872 13827
 19894 42780  4806 17954 20151 42609  1738 42409 28001 28612 27652 12979
 18135 11320  3836 32374 45062 30632  6035 14709 39336 32369 30697 12093
  2714 37847 21784 12528 36407 15876  6779 48290 47331  3460  6103 28788
 43065 30821]",,50,workclass,State-gov,0.6,0.2
opt,"[32369 21744 30632 14709 48290 21784 39336 28091 11066 16348 29749 32784
 13827 27652  4806 28001  3460 43065 32374  3836 19894 12093 12528  1738
  6035 31089  6779 36407 42409 42609 28788 42780 17954 12979 30821 30697
  5061 45062 15876 47331 28612 37847  2714  6103 27872 36332 11320 18135
 18590 20151]","[32784, 18590, 32369, 21744, 30632, 14709, 48290, 21784, 39336, 28091, 11066, 16348, 29749, 13827, 27652, 4806, 28001, 3460, 43065, 32374, 3836, 19894, 12093, 12528, 1738, 6035, 31089, 6779, 36407, 42409, 42609, 28788, 42780, 17954, 12979, 30821, 30697, 5061, 45062, 15876, 47331, 28612, 37847, 2714, 6103, 27872, 36332, 11320, 18135, 20151]",,50,workclass,State-gov,1.5,0.2
warmup,"[ 3836 32369 37847 29749 36332 28001  3460 27872 45062 12093 20151 30821
 42780 12528 42609  6779 28788 28612 30697 32374 30632  6035 43065  4806
 12979 16348 28091 11066 19894 47331  2714 36407  6103 39336 42409 18135
 48290 31089 15876 17954 21784  5061 11320 21744 27652 18590 13827 14709
 32784  1738]","[3460, 19894, 6103, 48290, 21784, 27652, 3836, 32369, 37847, 29749, 36332, 28001, 27872, 45062, 12093, 20151, 30821, 42780, 12528, 42609, 6779, 28788, 28612, 30697, 32374, 30632, 6035, 43065, 4806, 12979, 16348, 28091, 11066, 47331, 2714, 36407, 39336, 42409, 18135, 31089, 15876, 17954, 5061, 11320, 21744, 18590, 13827, 14709]",llama3.1:8b,50,workclass,State-gov,0.021739130434782608,0.0
bigraph,"[12528  3460 15876  4806 36407 27872 18590 30821 48290 45062  3836 16348
 14709  1738 31089 42780 11320  5061 19894  6779 30697 28788 37847 17954
  6103 20151 36332 28001 21744 12093 27652 43065 32784 32369 42609 21784
 28091 11066 12979 47331  2714 39336 28612 13827 18135 42409 29749 30632
 32374  6035]","[18590, 32784, 18135, 42780, 2714, 17954, 27872, 6035, 45062, 43065, 12528, 3460, 15876, 4806, 36407, 30821, 48290, 3836, 16348, 14709, 1738, 31089, 11320, 5061, 19894, 6779, 30697, 28788, 37847, 6103, 20151, 36332, 28001, 21744, 12093, 27652, 32369, 42609, 21784, 28091, 11066, 12979, 47331, 39336, 28612, 13827, 42409, 29749, 30632, 32374]",llama3.1:8b,50,workclass,State-gov,1.5,0.8
random,"[23573   637 23391  6806 10962 24053  3566  8324 33414 45445 44846 30838
 45218 18155 16210  3396 12641 31930 40517 12957 10880 27665  4856  1145
 26292 13691 32594 46820 47644 45137 37574 10077 48000 41405 47322 38689
 36603 20394 34876 22516 19351 31259 47409 14457 17552 26192 38298  6987
 32826 16539]","[23573   637 23391  6806 10962 24053  3566  8324 33414 45445 44846 30838
 45218 18155 16210  3396 12641 31930 40517 12957 10880 27665  4856  1145
 26292 13691 32594 46820 47644 45137 37574 10077 48000 41405 47322 38689
 36603 20394 34876 22516 19351 31259 47409 14457 17552 26192 38298  6987
 32826 16539]",,50,workclass,State-gov,0.05024509803921569,1.4
opt,"[40517 31930 22516 10880   637  1145  3396 16539 36603 45137 31259 17552
 13691 45218 14457 33414 12641 19351 26292 24053 30838 47409 10962 27665
 16210 18155 38689 48000  4856 34876 32826 12957 44846 23573 23391  6987
 20394  3566 46820  8324 37574 47644 10077 47322 38298 32594 41405 45445
 26192  6806]","[6987, 41405, 40517, 31930, 22516, 10880, 637, 1145, 3396, 16539, 36603, 45137, 31259, 17552, 13691, 45218, 14457, 33414, 12641, 19351, 26292, 24053, 30838, 47409, 10962, 27665, 16210, 18155, 38689, 48000, 4856, 34876, 32826, 12957, 44846, 23573, 23391, 20394, 3566, 46820, 8324, 37574, 47644, 10077, 47322, 38298, 32594, 45445, 26192, 6806]",,50,workclass,State-gov,1.5,0.0
warmup,"[13691 36603  8324 46820  4856 45445 26192 41405 17552 18155 31259   637
 44846 12957 10077 32594 33414  3566 30838  6987  1145 32826 40517 47644
 45218 47322 23391 10962  3396 48000 34876 10880 24053 23573 27665 19351
 14457  6806 47409 37574 22516 26292 38298 20394 12641 16539 38689 45137
 31930 16210]","[26192, 18155, 30838, 6987, 40517, 14457, 26292, 13691, 36603, 8324, 46820, 4856, 45445, 41405, 17552, 31259, 637, 44846, 12957, 10077, 32594, 33414, 3566, 1145, 32826, 47644, 45218, 47322, 23391, 10962, 3396, 48000, 34876, 10880, 24053, 23573, 27665, 19351, 6806, 47409, 37574, 22516, 38298, 20394, 12641, 16539, 38689, 45137]",llama3.1:8b,50,workclass,State-gov,0.3214285714285714,0.8
bigraph,"[24053 31930 20394 10077 23391 10880 13691 23573 44846 10962 40517 37574
  6806 12957  6987 16210 32594 32826 12641 45445 17552  3566 22516 48000
 14457 38689   637  4856 41405 33414 36603 19351 45218 47409 27665 38298
 30838 34876  1145 46820 18155 26292  8324 16539 26192 45137  3396 31259
 47644 47322]","[6987, 41405, 36603, 45137, 637, 30838, 1145, 24053, 31930, 20394, 10077, 23391, 10880, 13691, 23573, 44846, 10962, 40517, 37574, 6806, 12957, 16210, 32594, 32826, 12641, 45445, 17552, 3566, 22516, 48000, 14457, 38689, 4856, 33414, 19351, 45218, 47409, 27665, 38298, 34876, 46820, 18155, 26292, 8324, 16539, 26192, 3396, 31259, 47644, 47322]",llama3.1:8b,50,workclass,State-gov,1.5,0.6
random,"[31132 33578 24727  4350 39468 27199 42511 30956 27232 46509 25829 25274
   253 24849 22653 31064 25017 46603 30646  7190 34086   171 32428 13283
  9414 26133 48787  9616 43526 23468 23341 19366 24270 29102 43714  5024
   257 47969 45371 13770  5659 28876 19771 29384 22089 40064 32875 13281
 45496 23768]","[31132 33578 24727  4350 39468 27199 42511 30956 27232 46509 25829 25274
   253 24849 22653 31064 25017 46603 30646  7190 34086   171 32428 13283
  9414 26133 48787  9616 43526 23468 23341 19366 24270 29102 43714  5024
   257 47969 45371 13770  5659 28876 19771 29384 22089 40064 32875 13281
 45496 23768]",,50,workclass,State-gov,0.0,0.0
opt,"[27232 45371   253 13283 23768   171 33578  5024 23468 30646  9616 13770
 22653 25274 19366 24727 22089 19771   257 40064 13281 24270 28876 48787
 24849 42511 46509 43526 31132 25829 43714 46603 26133 47969 30956 27199
 32428 45496  5659 29102 23341  4350 25017 34086 29384 32875 31064 39468
  9414  7190]","[27232, 45371, 253, 13283, 23768, 171, 33578, 5024, 23468, 30646, 9616, 13770, 22653, 25274, 19366, 24727, 22089, 19771, 257, 40064, 13281, 24270, 28876, 48787, 24849, 42511, 46509, 43526, 31132, 25829, 43714, 46603, 26133, 47969, 30956, 27199, 32428, 45496, 5659, 29102, 23341, 4350, 25017, 34086, 29384, 32875, 31064, 39468, 9414, 7190]",,50,workclass,State-gov,0.0,0.0
warmup,"[43714 13281  5024 31132 23768 47969 40064 29384 46603 13283  5659 13770
 42511 27232 19366  7190   253 27199 19771 25017  4350 24849 24270 23468
 23341  9616  9414 24727 22089 29102 26133 43526 48787 32875 31064 34086
 28876 45371 30956 22653 45496 25829   171 39468 33578 30646 25274 32428
   257 46509]","[4350, 9616, 43714, 13281, 5024, 31132, 23768, 47969, 40064, 29384, 46603, 13283, 5659, 13770, 42511, 27232, 19366, 7190, 253, 27199, 19771, 25017, 24849, 24270, 23468, 23341, 9414, 24727, 22089, 29102, 26133, 43526, 48787, 32875, 31064, 34086, 28876, 45371, 30956, 22653, 45496, 25829, 171, 39468, 33578, 30646, 25274, 32428]",llama3.1:8b,50,workclass,State-gov,0.0,0.0
bigraph,"[  257 29102 27232 47969 19366 28876 26133  7190 23341 45496 24270 13283
 31064  9414 27199 34086 42511 39468 33578 22653 22089   253  4350 24727
 25274 31132 30956 43714 19771 29384 23468 25017 46509  5659 45371  5024
   171 48787 30646 13281  9616 13770 32428 40064 46603 24849 23768 25829
 43526 32875]","[45496, 24727, 257, 29102, 27232, 47969, 19366, 28876, 26133, 7190, 23341, 24270, 13283, 31064, 9414, 27199, 34086, 42511, 39468, 33578, 22653, 22089, 253, 4350, 25274, 31132, 30956, 43714, 19771, 29384, 23468, 25017, 46509, 5659, 45371, 5024, 171, 48787, 30646, 13281, 9616, 13770, 32428, 40064, 46603, 24849, 23768, 25829, 43526, 32875]",llama3.1:8b,50,workclass,State-gov,0.0,0.0
random,"[12803  9511  8655 23153  9412 13401   995 35967 38496 20925 39124  3233
 37496 38140  7764 37595 20747   457 22958  8966 17176 39258 32145 38524
 43733 33102 28135 30345  6907 30479  6949 21069 13256 14082  3384  2792
  6439  8111  8810 35277  9450 32048 44854 34140 25291 43627 25716 46145
 19862  7968]","[12803  9511  8655 23153  9412 13401   995 35967 38496 20925 39124  3233
 37496 38140  7764 37595 20747   457 22958  8966 17176 39258 32145 38524
 43733 33102 28135 30345  6907 30479  6949 21069 13256 14082  3384  2792
  6439  8111  8810 35277  9450 32048 44854 34140 25291 43627 25716 46145
 19862  7968]",,50,workclass,State-gov,0.0,0.0
