algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[34977 31680 33933 36180 31808 19408 41825 17933 14821 29647 48597 17680
 20484 23277 44731 45770  2038 20582 19186 30440  6190 48655 32273 46801
 12570 24670 12787 12873  8450 36892 44220 41279  6771 21306 25963 15547
  1515 46458 13846 42894  5499 40718 34545 26969 46812 45740 29371 22825
 26001 21646]","[34977, 31808, 14821, 20484, 2038, 6190, 12570, 8450, 6771, 1515, 5499, 46812, 31680, 33933, 36180, 19408, 41825, 17933, 29647, 48597, 17680, 23277, 44731, 45770, 20582, 19186, 30440, 48655, 32273, 46801, 24670, 12787, 12873, 36892, 44220, 41279, 21306, 25963, 15547, 46458, 13846, 42894, 40718, 34545, 26969, 45740, 29371, 22825]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
bigraph,"[30440 22825 21646 31808 29371 46812 46801 31680 23277  5499 40718 36180
  6190 45740  2038 19408 26001 17680 20582 21306 29647 33933 17933 42894
 15547 26969 46458  8450 19186 36892 41825 13846 34977 24670 44731 34545
  1515 48597 32273 12787 14821 45770 41279 25963  6771 44220 12570 20484
 12873 48655]","[44220, 30440, 22825, 21646, 31808, 29371, 46812, 46801, 31680, 23277, 5499, 40718, 36180, 6190, 45740, 2038, 19408, 26001, 17680, 20582, 21306, 29647, 33933, 17933, 42894, 15547, 26969, 46458, 8450, 19186, 36892, 41825, 13846, 34977, 24670, 44731, 34545, 1515, 48597, 32273, 12787, 14821, 45770, 41279, 25963, 6771, 12570, 20484, 12873, 48655]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
random,"[ 9379  5232 15468 45696  3525 36687  4012 48253  1714 28377 38589 45066
 33911 24073 34154 18384 17185 10984 48203 22093 42596 40822 12086 11219
 19980 12448 10935  9990 39315 37016  7171   580  7296  9956 39944 21275
 26764   306 32646 47104 46288 11964 29678 29586 38392 16629 15615 36450
 31216 10239]","[ 9379  5232 15468 45696  3525 36687  4012 48253  1714 28377 38589 45066
 33911 24073 34154 18384 17185 10984 48203 22093 42596 40822 12086 11219
 19980 12448 10935  9990 39315 37016  7171   580  7296  9956 39944 21275
 26764   306 32646 47104 46288 11964 29678 29586 38392 16629 15615 36450
 31216 10239]",,50,workclass,State-gov,0.07813174050107848,0.0
opt,"[10935 33911 47104   306 29678  4012 37016 48203  7171 26764 36450 34154
  5232  7296 17185  3525 12448   580 38589 12086 18384 39315 28377 39944
 11964 45696 48253 11219  9990 10239 46288 32646 10984 15615 15468 42596
 45066  1714 24073 21275 16629 19980 31216  9956 29586  9379 40822 38392
 22093 36687]","[37016, 46288, 31216, 10935, 33911, 47104, 306, 29678, 4012, 48203, 7171, 26764, 36450, 34154, 5232, 7296, 17185, 3525, 12448, 580, 38589, 12086, 18384, 39315, 28377, 39944, 11964, 45696, 48253, 11219, 9990, 10239, 32646, 10984, 15615, 15468, 42596, 45066, 1714, 24073, 21275, 16629, 19980, 9956, 29586, 9379, 40822, 38392, 22093, 36687]",,50,workclass,State-gov,1.8333333333333333,1.2
warmup,"[33911 31216  9379 10239 11964 37016  9990 24073 10935 48253  9956 32646
 29678 15615 16629  4012 17185   306 40822 18384 48203 39315 29586 21275
 10984 45066 42596 36450 38392 22093 45696 11219 12086 36687   580  3525
  5232  7296  1714 39944 47104 34154 38589  7171 15468 26764 46288 28377
 12448 19980]","[31216, 37016, 10935, 29678, 17185, 48203, 10984, 38392, 12086, 5232, 47104, 33911, 9379, 10239, 11964, 9990, 24073, 48253, 9956, 32646, 15615, 16629, 4012, 306, 40822, 18384, 39315, 29586, 21275, 45066, 42596, 36450, 22093, 45696, 11219, 36687, 580, 3525, 7296, 1714, 39944, 34154, 38589, 7171, 15468, 26764, 46288, 28377]",deepseek-coder-v2:16b,50,workclass,State-gov,1.5212765957446808,0.8
bigraph,"[34154  4012 16629 48253 39944 37016   580  9990 15615 22093 12086   306
 46288 12448  5232 10935 40822 10984 39315  9379 31216 45066 18384  7296
 33911 28377 10239  7171 21275 29678 11219  1714 26764 29586 38589 47104
 24073 36687 15468 11964 32646 19980  3525 38392 36450  9956 45696 42596
 17185 48203]","[37016, 46288, 31216, 48203, 34154, 4012, 16629, 48253, 39944, 580, 9990, 15615, 22093, 12086, 306, 12448, 5232, 10935, 40822, 10984, 39315, 9379, 45066, 18384, 7296, 33911, 28377, 10239, 7171, 21275, 29678, 11219, 1714, 26764, 29586, 38589, 47104, 24073, 36687, 15468, 11964, 32646, 19980, 3525, 38392, 36450, 9956, 45696, 42596, 17185]",deepseek-coder-v2:16b,50,workclass,State-gov,1.8333333333333333,0.0
random,"[38853 27835 21957 36282 38902 29024 15857  4717 37514  2524 44126 18535
 48545 45322 12378  1543 19414 27342 21882 37255  3430 24606 17099 41207
 37105 40026  2757 10923 48134 44476 13174   633 10539 24067 21404 42139
 19816 10022 23077 47844 21001 20188 48145 10802   928 45448  9216  7431
 10830 39657]","[38853 27835 21957 36282 38902 29024 15857  4717 37514  2524 44126 18535
 48545 45322 12378  1543 19414 27342 21882 37255  3430 24606 17099 41207
 37105 40026  2757 10923 48134 44476 13174   633 10539 24067 21404 42139
 19816 10022 23077 47844 21001 20188 48145 10802   928 45448  9216  7431
 10830 39657]",,50,workclass,State-gov,0.6127622377622377,2.4
opt,"[ 7431 37255 10802 44476 10022 40026 21882 19414 21001 47844 48145 42139
 13174 38902 10539 27342 45322 23077  4717 10830 21404 37514 24606   928
 29024  3430 27835 15857 19816 38853 17099 39657  2524 12378 24067  9216
 20188 44126   633 48134 36282 37105  1543 18535  2757 21957 45448 10923
 41207 48545]","[23077, 24606, 27835, 41207, 7431, 37255, 10802, 44476, 10022, 40026, 21882, 19414, 21001, 47844, 48145, 42139, 13174, 38902, 10539, 27342, 45322, 4717, 10830, 21404, 37514, 928, 29024, 3430, 15857, 19816, 38853, 17099, 39657, 2524, 12378, 24067, 9216, 20188, 44126, 633, 48134, 36282, 37105, 1543, 18535, 2757, 21957, 45448, 10923, 48545]",,50,workclass,State-gov,2.083333333333333,0.4
warmup,"[17099 47844  2524 44476 29024 10830 37105 10022 48545 45322 20188 21957
  4717 24606 42139 38902 36282 12378 21001 38853  1543 23077   633 27835
 37514  2757 10802 21882 18535 19414 27342 48145 21404  7431 40026 10539
 41207 44126   928 48134  9216 10923 39657 19816 15857  3430 37255 13174
 45448 24067]","[17099, 29024, 48545, 24606, 36282, 23077, 633, 18535, 21404, 44126, 41207, 9216, 15857, 47844, 2524, 44476, 10830, 37105, 10022, 45322, 20188, 21957, 4717, 42139, 38902, 12378, 21001, 38853, 1543, 27835, 37514, 2757, 10802, 21882, 19414, 27342, 48145, 7431, 40026, 10539, 928, 48134, 10923, 39657, 19816, 3430, 37255, 13174]",deepseek-coder-v2:16b,50,workclass,State-gov,0.5409090909090909,1.2
bigraph,"[47844 17099 45448   633  2524 44476 37255 39657 21404 21957 24067 19414
  4717 44126 27835 38902 19816 12378 10022 40026 38853 18535 21882 27342
 10539  2757 36282 21001 10830  1543 48545 13174 10802 37514   928 37105
 41207 10923 45322 42139 29024 15857 23077 20188  3430  7431 48145  9216
 24606 48134]","[27835, 41207, 23077, 24606, 10923, 47844, 17099, 45448, 633, 2524, 44476, 37255, 39657, 21404, 21957, 24067, 19414, 4717, 44126, 38902, 19816, 12378, 10022, 40026, 38853, 18535, 21882, 27342, 10539, 2757, 36282, 21001, 10830, 1543, 48545, 13174, 10802, 37514, 928, 37105, 45322, 42139, 29024, 15857, 20188, 3430, 7431, 48145, 9216, 48134]",deepseek-coder-v2:16b,50,workclass,State-gov,2.083333333333333,2.6
random,"[36154 19526 28983 33161 26393 38483 22292 29101 16274 35032  5435 48414
 14025  3347 29424 11364 29246 38124 25017 26265  9185 34973 21117 37222
 10990 35775    55 16179 31350 22204 39626 39919 30924 13426 31758 42939
 28249  5294 14434 25828 37452 22503 37404 37324 36790 31092 12237 31235
 20064  7660]","[36154 19526 28983 33161 26393 38483 22292 29101 16274 35032  5435 48414
 14025  3347 29424 11364 29246 38124 25017 26265  9185 34973 21117 37222
 10990 35775    55 16179 31350 22204 39626 39919 30924 13426 31758 42939
 28249  5294 14434 25828 37452 22503 37404 37324 36790 31092 12237 31235
 20064  7660]",,50,workclass,State-gov,0.0,0.0
opt,"[37452 28983 35775 37404  9185 36790 37222 29246 35032 20064 26393 16179
  5294  5435 22204 10990 25017 22292 22503 48414 26265 19526 30924 36154
 38483 31092 33161    55 31758 38124 21117 31235 25828 39919 28249 34973
 14025 42939  7660 12237 13426 29101 14434 31350  3347 37324 39626 16274
 29424 11364]","[37452, 28983, 35775, 37404, 9185, 36790, 37222, 29246, 35032, 20064, 26393, 16179, 5294, 5435, 22204, 10990, 25017, 22292, 22503, 48414, 26265, 19526, 30924, 36154, 38483, 31092, 33161, 55, 31758, 38124, 21117, 31235, 25828, 39919, 28249, 34973, 14025, 42939, 7660, 12237, 13426, 29101, 14434, 31350, 3347, 37324, 39626, 16274, 29424, 11364]",,50,workclass,State-gov,0.0,0.0
warmup,"[38483 14025 12237 38124 20064  5294 35775 22503 37324    55 30924 35032
 31758  9185 11364 42939 19526  5435 29246 29424 16179 14434 28983 21117
 34973 28249 22292  3347 33161 22204 16274 39626 37404 37452 25017 31092
 31235 36790 39919 26393 26265 13426 31350  7660 25828 29101 48414 36154
 10990 37222]","[38483, 20064, 31758, 19526, 16179, 34973, 33161, 31235, 26265, 25828, 14025, 12237, 38124, 5294, 35775, 22503, 37324, 55, 30924, 35032, 9185, 11364, 42939, 5435, 29246, 29424, 14434, 28983, 21117, 28249, 22292, 3347, 22204, 16274, 39626, 37404, 37452, 25017, 31092, 36790, 39919, 26393, 13426, 31350, 7660, 29101, 48414, 36154]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
bigraph,"[35775 29424  5294 35032 30924 20064 37404 36790 14434 31350 26265 38124
 25828 29246 36154 37324 31092    55 16179 10990 37452  9185  7660 39919
 13426 31758 28983 33161 42939 21117 19526 34973 28249  5435 29101 22503
 14025 31235  3347 48414 38483 16274 37222 12237 25017 26393 39626 11364
 22204 22292]","[29424, 35775, 5294, 35032, 30924, 20064, 37404, 36790, 14434, 31350, 26265, 38124, 25828, 29246, 36154, 37324, 31092, 55, 16179, 10990, 37452, 9185, 7660, 39919, 13426, 31758, 28983, 33161, 42939, 21117, 19526, 34973, 28249, 5435, 29101, 22503, 14025, 31235, 3347, 48414, 38483, 16274, 37222, 12237, 25017, 26393, 39626, 11364, 22204, 22292]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
random,"[38185  7862 27756 32899 41866 40106 27318 34324  2377 16345 14417 40352
 19758 43023 26941 41723 40267 44608 13163  7244 31156  6691 42639 37715
 29127 45743 34588 32881  8989 16548  4556 32292 38922 28266 28183 33084
 17070  2596  5428  3682 22877 26365 44318 22413 13373 14766 48441 11885
 14555 48659]","[38185  7862 27756 32899 41866 40106 27318 34324  2377 16345 14417 40352
 19758 43023 26941 41723 40267 44608 13163  7244 31156  6691 42639 37715
 29127 45743 34588 32881  8989 16548  4556 32292 38922 28266 28183 33084
 17070  2596  5428  3682 22877 26365 44318 22413 13373 14766 48441 11885
 14555 48659]",,50,workclass,State-gov,0.25,0.0
opt,"[43023 14766 19758 45743 37715 28183  8989 38922  2596 40267  7862 40352
  6691 13373  4556 22413 14417 28266  3682  2377 27318 14555 32899 16345
 38185  7244 22877 31156 26941 16548 27756 40106 48659 29127 44318 11885
 41866 17070 42639 32881 41723 26365 34324 44608 34588 33084  5428 13163
 48441 32292]","[32899, 43023, 14766, 19758, 45743, 37715, 28183, 8989, 38922, 2596, 40267, 7862, 40352, 6691, 13373, 4556, 22413, 14417, 28266, 3682, 2377, 27318, 14555, 16345, 38185, 7244, 22877, 31156, 26941, 16548, 27756, 40106, 48659, 29127, 44318, 11885, 41866, 17070, 42639, 32881, 41723, 26365, 34324, 44608, 34588, 33084, 5428, 13163, 48441, 32292]",,50,workclass,State-gov,1.0,0.0
warmup,"[41723 48659 32881 37715 44608 28183 38922 19758 28266 48441  6691  3682
 29127  7862 33084 13163 14766  5428 40106 32899 16345 22877 34324 16548
 27756 13373 32292 26365  8989 44318 41866 22413 40352  7244  4556 14555
  2596 26941  2377 17070 45743 11885 40267 31156 14417 27318 34588 38185
 43023 42639]","[41723, 44608, 28266, 29127, 14766, 16345, 27756, 8989, 40352, 2596, 45743, 14417, 48659, 32881, 37715, 28183, 38922, 19758, 48441, 6691, 3682, 7862, 33084, 13163, 5428, 40106, 32899, 22877, 34324, 16548, 13373, 32292, 26365, 44318, 41866, 22413, 7244, 4556, 14555, 26941, 2377, 17070, 11885, 40267, 31156, 27318, 34588, 38185]",deepseek-coder-v2:16b,50,workclass,State-gov,0.037037037037037035,0.0
bigraph,"[44318 26365  2596 45743  6691  2377 13373 48659 38185  3682 16345 34588
 28183 40267 31156 43023 40106 16548 19758 22413 14555 32881 42639 38922
 27318 32292 14766 13163 44608 34324 17070 37715  7862 33084  8989 28266
 48441 29127 41866 32899  5428 27756 26941 22877 14417  4556 41723  7244
 40352 11885]","[32899, 44318, 26365, 2596, 45743, 6691, 2377, 13373, 48659, 38185, 3682, 16345, 34588, 28183, 40267, 31156, 43023, 40106, 16548, 19758, 22413, 14555, 32881, 42639, 38922, 27318, 32292, 14766, 13163, 44608, 34324, 17070, 37715, 7862, 33084, 8989, 28266, 48441, 29127, 41866, 5428, 27756, 26941, 22877, 14417, 4556, 41723, 7244, 40352, 11885]",deepseek-coder-v2:16b,50,workclass,State-gov,1.0,0.0
random,"[31626  1569 11818 21661 28332 18592 16991 34086 35346  9678 25921 39999
  3273 12396   770 26700 19004 45748 19910 10169 19238 43442 30225 13309
 43813 20606 25331 27689 41065 18951 17584 37939 24707 46868 44057 32958
 21581 43897 16842 29702  4064 32051   389 46971 23425 42315 22849 20694
 37999 45026]","[31626  1569 11818 21661 28332 18592 16991 34086 35346  9678 25921 39999
  3273 12396   770 26700 19004 45748 19910 10169 19238 43442 30225 13309
 43813 20606 25331 27689 41065 18951 17584 37939 24707 46868 44057 32958
 21581 43897 16842 29702  4064 32051   389 46971 23425 42315 22849 20694
 37999 45026]",,50,workclass,State-gov,0.024390243902439025,0.0
opt,"[22849 27689 43813 23425  9678 46868 30225 29702   389 37999 32958 41065
 16991  1569 32051 28332 21581  4064 44057 45026 17584 24707 19910 34086
  3273 37939 43897 42315 19238 31626 20606 35346 11818 43442 46971 13309
   770 26700 45748 18951 18592 19004 10169 12396 16842 25921 25331 39999
 20694 21661]","[4064, 22849, 27689, 43813, 23425, 9678, 46868, 30225, 29702, 389, 37999, 32958, 41065, 16991, 1569, 32051, 28332, 21581, 44057, 45026, 17584, 24707, 19910, 34086, 3273, 37939, 43897, 42315, 19238, 31626, 20606, 35346, 11818, 43442, 46971, 13309, 770, 26700, 45748, 18951, 18592, 19004, 10169, 12396, 16842, 25921, 25331, 39999, 20694, 21661]",,50,workclass,State-gov,1.0,0.0
warmup,"[17584 46971 45748 20694 16991 19238 25921 13309  3273 30225 42315  9678
 43897 11818 21581  4064 43813   770 24707 10169 23425 27689 28332 19004
 18592 19910 34086 37939 32051 43442 46868 41065 35346 45026 25331 31626
  1569 20606   389 32958 39999 16842 12396 26700 22849 18951 29702 44057
 21661 37999]","[17584, 16991, 3273, 4064, 43813, 23425, 32051, 35346, 1569, 39999, 22849, 46971, 45748, 20694, 19238, 25921, 13309, 30225, 42315, 9678, 43897, 11818, 21581, 770, 24707, 10169, 27689, 28332, 19004, 18592, 19910, 34086, 37939, 43442, 46868, 41065, 45026, 25331, 31626, 20606, 389, 32958, 16842, 12396, 26700, 18951, 29702, 44057]",deepseek-coder-v2:16b,50,workclass,State-gov,0.25,0.0
bigraph,"[44057 43442 27689 21581 19910 11818 16991 43897   770 32958 16842 17584
 26700 18592 10169 43813 32051 41065 20694 35346 31626 24707 18951 28332
  1569 22849 37939 37999 42315 39999 25921 21661 25331 19004   389 29702
 12396  3273  4064 30225  9678 45026 34086 13309 19238 45748 23425 46971
 46868 20606]","[4064, 37939, 13309, 44057, 43442, 27689, 21581, 19910, 11818, 16991, 43897, 770, 32958, 16842, 17584, 26700, 18592, 10169, 43813, 32051, 41065, 20694, 35346, 31626, 24707, 18951, 28332, 1569, 22849, 37999, 42315, 39999, 25921, 21661, 25331, 19004, 389, 29702, 12396, 3273, 30225, 9678, 45026, 34086, 19238, 45748, 23425, 46971, 46868, 20606]",deepseek-coder-v2:16b,50,workclass,State-gov,1.0,0.0
random,"[ 2280 16403 28595 48393 30172 10879  8105 29576 41002  9923 15586 41044
 18866 32856 25035 10630  8319  6541 36253 40617 28164 15106 38724 36114
 44875 40521 16690 38777 26391 42551 31868 46484  3487 48695 31074 16332
  2752 26630 32616 35516 39842 34568  4728 48714 13776 48667 30549 31065
 12776 36113]","[ 2280 16403 28595 48393 30172 10879  8105 29576 41002  9923 15586 41044
 18866 32856 25035 10630  8319  6541 36253 40617 28164 15106 38724 36114
 44875 40521 16690 38777 26391 42551 31868 46484  3487 48695 31074 16332
  2752 26630 32616 35516 39842 34568  4728 48714 13776 48667 30549 31065
 12776 36113]",,50,workclass,State-gov,0.0,0.0
opt,"[ 8105 18866 10630 32856 16403 42551 30549 30172 10879 36114 25035 16332
 46484 40521 41044 40617 38724  2752 34568  4728 39842 28595 48714 38777
 48667  6541  2280 48695  9923 31065 31074 29576 31868 44875 15586 36253
 32616  8319  3487 26391 26630 35516 48393 15106 41002 36113 16690 28164
 13776 12776]","[8105, 18866, 10630, 32856, 16403, 42551, 30549, 30172, 10879, 36114, 25035, 16332, 46484, 40521, 41044, 40617, 38724, 2752, 34568, 4728, 39842, 28595, 48714, 38777, 48667, 6541, 2280, 48695, 9923, 31065, 31074, 29576, 31868, 44875, 15586, 36253, 32616, 8319, 3487, 26391, 26630, 35516, 48393, 15106, 41002, 36113, 16690, 28164, 13776, 12776]",,50,workclass,State-gov,0.0,0.0
warmup,"[16332  3487 40617 41002 39842 16403 30172 31074  8105 36113 40521 41044
 48714 13776  9923 34568 48695 26391 31868 30549 46484 10879 36253 31065
 32856 44875 18866 32616 12776  8319  4728 48393 42551 26630 28595 36114
 10630  2752 25035 16690 48667 38777 15586 29576  2280 35516 38724 28164
 15106  6541]","[16332, 8105, 48714, 48695, 46484, 32856, 12776, 42551, 10630, 48667, 2280, 3487, 40617, 41002, 39842, 16403, 30172, 31074, 36113, 40521, 41044, 13776, 9923, 34568, 26391, 31868, 30549, 10879, 36253, 31065, 44875, 18866, 32616, 8319, 4728, 48393, 26630, 28595, 36114, 2752, 25035, 16690, 38777, 15586, 29576, 35516, 38724, 28164]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
bigraph,"[12776 15106  2752 31074 41002 16332 32616 28164 30172 41044 42551 10630
 34568 29576 38777 35516 40617 48695 18866 32856 40521 26630  3487 48714
 25035 28595 16403 31868  6541 39842  9923 10879 36114  8319 48393  8105
 46484 48667 36113  2280  4728 16690 31065 38724 44875 15586 36253 26391
 30549 13776]","[16332, 4728, 12776, 15106, 2752, 31074, 41002, 32616, 28164, 30172, 41044, 42551, 10630, 34568, 29576, 38777, 35516, 40617, 48695, 18866, 32856, 40521, 26630, 3487, 48714, 25035, 28595, 16403, 31868, 6541, 39842, 9923, 10879, 36114, 8319, 48393, 8105, 46484, 48667, 36113, 2280, 16690, 31065, 38724, 44875, 15586, 36253, 26391, 30549, 13776]",deepseek-coder-v2:16b,50,workclass,State-gov,0.0,0.0
random,"[ 8726 28869 39819 29489   158 16353 34330 29854 36578 36768 25681 21418
 38475 33952 35421 26994 11820 35535 13978 17524 23311 19233 36296 18154
 10775 26377 42182 10173 33607  5377 22238  2517 28776  1214 24438 29031
 15467 46986 45776  2243 36167 31484 23173  6735  2066 24258  5949 43135
 20483  6614]","[ 8726 28869 39819 29489   158 16353 34330 29854 36578 36768 25681 21418
 38475 33952 35421 26994 11820 35535 13978 17524 23311 19233 36296 18154
 10775 26377 42182 10173 33607  5377 22238  2517 28776  1214 24438 29031
 15467 46986 45776  2243 36167 31484 23173  6735  2066 24258  5949 43135
 20483  6614]",,50,workclass,State-gov,0.041666666666666664,0.0
