algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[30151 20386 30949 16251  4579 14049  9652 28438 22922 19474 28306 26666
 24720 28219  1474  2644 22289 27484  1512 15779 21813  1528 15578  4998
  4598  7783 26516 24043 29552 29765  1513 16995 20310 22932 25052 16257
 18678 15718 12743  2383  9798 20950 30122  9512  5155 31592 23848  7186
  3246 18759 11614 29590 25463 16649  1991 29615 17131  7871 16106  5106
 32182  5916 32378 16570 17070 27929 23861 31503 30313 23079 23655 32209
  6037  5403 14383 31142  3793  6079 23427  2094 15335 18674  6295 24049
 24205 15384 22398  9558 12926 16622 30977   371  9554  3710  7950  8657
 32588 26555  7577 29709]","[20386, 19474, 22289, 21813, 20310, 20950, 30151, 30949, 16251, 4579, 14049, 9652, 28438, 22922, 28306, 26666, 24720, 28219, 1474, 2644, 27484, 1512, 15779, 1528, 15578, 4998, 4598, 7783, 26516, 24043, 29552, 29765, 1513, 16995, 22932, 25052, 16257, 18678, 15718, 12743, 2383, 9798, 30122, 9512, 5155, 31592, 23848, 7186, 3246, 18759, 11614, 29590, 25463, 16649, 1991, 29615, 17131, 7871, 16106, 5106, 32182, 5916, 32378, 16570, 17070, 27929, 23861, 31503, 30313, 23079, 23655, 32209, 6037, 5403, 14383, 31142, 3793, 6079, 23427, 2094, 15335, 18674, 6295, 24049, 24205, 15384, 22398, 9558, 12926, 16622, 30977, 371, 9554, 3710, 7950, 8657, 32588, 26555, 7577, 29709]",gemma2:9b,100,code_module,EEE,2.4499999999999997,4.6
bigraph,"[12743  2094 15718 29765  6037 20950 11614 25052  9558 23427 15384 18678
  3246  9798 30151 14383 23861  6079 16251 16622 29615 22398  7186 30313
  1512 19474  7783 24043 22289 29709 32588 32209 31592 27929  2383  4579
  2644  1513 15335  1474 31503 14049 26555 16257 16649 30949  5916 28306
   371 23079 22932  5155 18674 26516  1991 15578 30122 24049  1528 31142
 18759  4598 24720 28438 22922 16995  5403  8657  5106 21813  3793 17070
 29552  6295 12926 25463  9652 20386 24205 17131 23655 28219 29590  4998
  7577  9554  7871 32378  9512  3710 16570 20310 30977  7950 15779 16106
 27484 23848 32182 26666]","[20950, 19474, 22289, 21813, 20386, 20310, 31503, 7950, 12743, 2094, 15718, 29765, 6037, 11614, 25052, 9558, 23427, 15384, 18678, 3246, 9798, 30151, 14383, 23861, 6079, 16251, 16622, 29615, 22398, 7186, 30313, 1512, 7783, 24043, 29709, 32588, 32209, 31592, 27929, 2383, 4579, 2644, 1513, 15335, 1474, 14049, 26555, 16257, 16649, 30949, 5916, 28306, 371, 23079, 22932, 5155, 18674, 26516, 1991, 15578, 30122, 24049, 1528, 31142, 18759, 4598, 24720, 28438, 22922, 16995, 5403, 8657, 5106, 3793, 17070, 29552, 6295, 12926, 25463, 9652, 24205, 17131, 23655, 28219, 29590, 4998, 7577, 9554, 7871, 32378, 9512, 3710, 16570, 30977, 15779, 16106, 27484, 23848, 32182, 26666]",gemma2:9b,100,code_module,EEE,2.4499999999999997,5.2
random,"[25936 24981 17933 29421  4496 24434 28366 24663  8743  9084 18952 11786
 26718 12079 17134  8365 11815 19399 13025 25175 26148 15456 13022  5018
  2266 30783 11680 31499 12253  5913  8389 14809 29390  8323 21020 27171
 28401 10452  9743 17915 18075 11245 14974  2882 31645  2820 11035  5076
 21238 18387 10962 25024 14202 15432 14626 22024  3607 19331 18012  4469
  5912 24758 16466 12234 16160 29223 15077  2989 10178 22638 18071 20187
 24856 14868 22701 32561  6480 17589  8581 27026 11593 17985  6367  5423
 29603  7834 26144 19158  2651 10017 21801 10850 24176  8576  9724  7076
 17442 20172  4096  9251]","[25936 24981 17933 29421  4496 24434 28366 24663  8743  9084 18952 11786
 26718 12079 17134  8365 11815 19399 13025 25175 26148 15456 13022  5018
  2266 30783 11680 31499 12253  5913  8389 14809 29390  8323 21020 27171
 28401 10452  9743 17915 18075 11245 14974  2882 31645  2820 11035  5076
 21238 18387 10962 25024 14202 15432 14626 22024  3607 19331 18012  4469
  5912 24758 16466 12234 16160 29223 15077  2989 10178 22638 18071 20187
 24856 14868 22701 32561  6480 17589  8581 27026 11593 17985  6367  5423
 29603  7834 26144 19158  2651 10017 21801 10850 24176  8576  9724  7076
 17442 20172  4096  9251]",,100,code_module,EEE,0.15747427175998605,6.2
opt,"[ 9251  8389 17442 17589 24981 17933 18012  5912 11815 27171  6367 30783
  5018 19399 10452 19158  9743 11245 21020 22701 12253 29390  7834 18952
 21801 17134 12079 16466 13022  5423  5076 14974  2989 18075 29223 26718
  2266  8323 25936 14868 17915 11035 29603 13025 10017 24176 24758  9084
 11593 10962 27026  8581 12234 32561  8743 21238 26148 14626 24663 15432
 22638 18071 14202  7076 20187 11786 28366 10850 11680  3607  5913  6480
  8576 18387  4496 26144  8365 25024 24434 31499 17985  2820  4469 19331
  2882 24856 31645  2651 22024 28401 29421 14809 16160 20172 25175  4096
 15077 10178  9724 15456]","[19399, 21020, 21801, 21238, 20187, 22024, 20172, 9251, 8389, 17442, 17589, 24981, 17933, 18012, 5912, 11815, 27171, 6367, 30783, 5018, 10452, 19158, 9743, 11245, 22701, 12253, 29390, 7834, 18952, 17134, 12079, 16466, 13022, 5423, 5076, 14974, 2989, 18075, 29223, 26718, 2266, 8323, 25936, 14868, 17915, 11035, 29603, 13025, 10017, 24176, 24758, 9084, 11593, 10962, 27026, 8581, 12234, 32561, 8743, 26148, 14626, 24663, 15432, 22638, 18071, 14202, 7076, 11786, 28366, 10850, 11680, 3607, 5913, 6480, 8576, 18387, 4496, 26144, 8365, 25024, 24434, 31499, 17985, 2820, 4469, 19331, 2882, 24856, 31645, 2651, 28401, 29421, 14809, 16160, 25175, 4096, 15077, 10178, 9724, 15456]",,100,code_module,EEE,2.5928571428571425,1.4
warmup,"[ 7076 32561 16160 20172 10850  8576  8743 22638 15456 16466 11245 26148
 28366 10962  9251 20187 25175 21020  8365  4496 30783 26144 17933 15432
  5423 17985 25024 26718 24434  8323 18952 21238 18075 12079 29603 24663
  2882 11815 21801  2266 18387  3607  2989  4469 18071 19158 13025 25936
 10178 12234 14626  4096 24856 28401  8581  2651  8389 11593 10452 24176
 24981 13022  9724 14868  5913  7834  6367 22701  6480 11786  9084  5076
  5912 27026 24758 31499 17442 29421 11680 14974 22024 19331 29223 15077
 29390 11035  9743 17134 18012 14809 17915 10017 31645 19399  2820 27171
 12253 14202  5018 17589]","[20172, 20187, 21020, 21238, 21801, 22024, 19399, 7076, 32561, 16160, 10850, 8576, 8743, 22638, 15456, 16466, 11245, 26148, 28366, 10962, 9251, 25175, 8365, 4496, 30783, 26144, 17933, 15432, 5423, 17985, 25024, 26718, 24434, 8323, 18952, 18075, 12079, 29603, 24663, 2882, 11815, 2266, 18387, 3607, 2989, 4469, 18071, 19158, 13025, 25936, 10178, 12234, 14626, 4096, 24856, 28401, 8581, 2651, 8389, 11593, 10452, 24176, 24981, 13022, 9724, 14868, 5913, 7834, 6367, 22701, 6480, 11786, 9084, 5076, 5912, 27026, 24758, 31499, 17442, 29421, 11680, 14974, 19331, 29223, 15077, 29390, 11035, 9743, 17134, 18012, 14809, 17915, 10017, 31645, 2820, 27171, 12253, 14202, 5018, 17589]",gemma2:9b,100,code_module,EEE,2.5928571428571425,1.8
bigraph,"[10017  9724 20187 24663 17134 19158  9084 28401  2820 10178  5912  3607
 12234 10452 15077 15456 25936 29421 14974 16160 19399  4496 11245 27171
  8743  5423 17933 26718 29603  6480  2266 26144 11593 22701 11815 18071
  4096 17915 17589  9251  5076 12253 18387 22638 12079  8389 24981 28366
 14809 22024 29390  8323 13025 20172 19331  2651 14868  2882 32561  7076
 16466  8576 10850  6367 17442 17985 27026 11786  7834  2989 11680 18075
 18952 30783 14202 31645 26148  8365 13022  4469 11035 24856 21801 10962
 24176  9743 15432 25175  5913 21238 25024 24758  8581 31499 29223 18012
 21020  5018 14626 24434]","[20187, 19399, 22024, 20172, 21801, 21238, 21020, 29390, 11680, 2989, 2820, 8365, 17933, 10017, 9724, 24663, 17134, 19158, 9084, 28401, 10178, 5912, 3607, 12234, 10452, 15077, 15456, 25936, 29421, 14974, 16160, 4496, 11245, 27171, 8743, 5423, 26718, 29603, 6480, 2266, 26144, 11593, 22701, 11815, 18071, 4096, 17915, 17589, 9251, 5076, 12253, 18387, 22638, 12079, 8389, 24981, 28366, 14809, 8323, 13025, 19331, 2651, 14868, 2882, 32561, 7076, 16466, 8576, 10850, 6367, 17442, 17985, 27026, 11786, 7834, 18075, 18952, 30783, 14202, 31645, 26148, 13022, 4469, 11035, 24856, 10962, 24176, 9743, 15432, 25175, 5913, 25024, 24758, 8581, 31499, 29223, 18012, 5018, 14626, 24434]",gemma2:9b,100,code_module,EEE,2.5928571428571425,0.8
random,"[25512  2911  6452 18781 24617 23915 25709  3778 17374 20062  6815 30634
 29644  1247 23490 12083  8929 19001 16224   697  3206 18441 30040 27101
  4956 26767 31691 17741  3973 32438 11606 17415 29450 10187 14232 22717
 29666  5109 21843 25552  6899 28094 12471  1494 14607 28761 28287  7420
 28085  7243 15624 14343 20938  9526 18692 28277 12020 29227 10148 30009
  2688 16692 20626 12804 22073 23538 18095 27430  2381 21772 13700 22636
 17722 21467 28909 10370 24302 28771 26067 29029 19124 26110 15875 24279
 23985 21083 17792 13235 26113 19049 21603 30339  3117  1143 14051  5625
 28598  2633 30244  8471]","[25512  2911  6452 18781 24617 23915 25709  3778 17374 20062  6815 30634
 29644  1247 23490 12083  8929 19001 16224   697  3206 18441 30040 27101
  4956 26767 31691 17741  3973 32438 11606 17415 29450 10187 14232 22717
 29666  5109 21843 25552  6899 28094 12471  1494 14607 28761 28287  7420
 28085  7243 15624 14343 20938  9526 18692 28277 12020 29227 10148 30009
  2688 16692 20626 12804 22073 23538 18095 27430  2381 21772 13700 22636
 17722 21467 28909 10370 24302 28771 26067 29029 19124 26110 15875 24279
 23985 21083 17792 13235 26113 19049 21603 30339  3117  1143 14051  5625
 28598  2633 30244  8471]",,100,code_module,EEE,0.22618272719194174,11.2
opt,"[18441 12020 14232 15624 11606 19001 28287 26110 17415  1143 18692 23915
 26067 23490 17722  3778  4956 13235 23985 17374 16692 27101 21603  8471
  2688 31691 10148 28771 32438 21467 14051 30009 22073 13700 14607 22636
 24302 25512  6452 10370  2633 19124 29029 16224  6899 20062 28598 12083
 14343 30244 15875  6815 30040 18095   697  3206  1247 18781  7243 29666
 30634 17792  5109 10187  9526 20938 19049 30339 29644 21083 21843  2381
  5625 22717 26767 28761 25552 17741 12471 12804  7420 24279 23538 28094
 29450 24617 28909 25709  1494 28277  2911 21772 29227  3973  8929 20626
 27430 28085  3117 26113]","[21603, 21467, 22073, 20062, 20938, 21083, 21843, 21772, 20626, 18441, 12020, 14232, 15624, 11606, 19001, 28287, 26110, 17415, 1143, 18692, 23915, 26067, 23490, 17722, 3778, 4956, 13235, 23985, 17374, 16692, 27101, 8471, 2688, 31691, 10148, 28771, 32438, 14051, 30009, 13700, 14607, 22636, 24302, 25512, 6452, 10370, 2633, 19124, 29029, 16224, 6899, 28598, 12083, 14343, 30244, 15875, 6815, 30040, 18095, 697, 3206, 1247, 18781, 7243, 29666, 30634, 17792, 5109, 10187, 9526, 19049, 30339, 29644, 2381, 5625, 22717, 26767, 28761, 25552, 17741, 12471, 12804, 7420, 24279, 23538, 28094, 29450, 24617, 28909, 25709, 1494, 28277, 2911, 29227, 3973, 8929, 27430, 28085, 3117, 26113]",,100,code_module,EEE,2.8289682539682537,5.8
warmup,"[12471 12804 17374  2911 24617 20062  1494 14051 29227 23915 28085 19124
 24279 17722 29450 13235 32438 14232 30339  7420 23490 29029 28598  6815
 19001 18692 30244 30040 21843 14607 28277 28094 26113 23538  1143 12020
 21603 22717 17792  6452  4956 21467  2633 16692 26110  5625  3973 21083
  3778 27101 31691 17415   697  9526 13700 10187 11606  8929 29666 23985
 10370 10148 25512 15624 22636 18095 14343 30009 21772 16224 20626  2688
  3206 28287  8471 19049  6899 28909 24302 27430 17741 25552  5109 12083
 26767 22073 30634 15875 28761 26067 28771  2381  7243 20938 29644 25709
 18441  1247 18781  3117]","[20062, 21843, 21603, 21467, 21083, 21772, 20626, 22073, 20938, 12471, 12804, 17374, 2911, 24617, 1494, 14051, 29227, 23915, 28085, 19124, 24279, 17722, 29450, 13235, 32438, 14232, 30339, 7420, 23490, 29029, 28598, 6815, 19001, 18692, 30244, 30040, 14607, 28277, 28094, 26113, 23538, 1143, 12020, 22717, 17792, 6452, 4956, 2633, 16692, 26110, 5625, 3973, 3778, 27101, 31691, 17415, 697, 9526, 13700, 10187, 11606, 8929, 29666, 23985, 10370, 10148, 25512, 15624, 22636, 18095, 14343, 30009, 16224, 2688, 3206, 28287, 8471, 19049, 6899, 28909, 24302, 27430, 17741, 25552, 5109, 12083, 26767, 30634, 15875, 28761, 26067, 28771, 2381, 7243, 29644, 25709, 18441, 1247, 18781, 3117]",gemma2:9b,100,code_module,EEE,2.8289682539682537,15.0
bigraph,"[ 6899 25512 12083 29644  5109 14051  3206 18441  2688 28085  3973 12804
 23538 21083 28277 17722 27430 19124  5625 23915 18095  1143  1247 24302
 16224 18692 23985   697 26067 31691 14607 29450 17792 30244 22636 12020
  4956 13235 21772  2381 25709 13700  1494 22073  3778 28909 20626 23490
 17415 21467 30009 26113 27101 24617  2911 28094  3117 29029 16692 20938
 20062 28598 14343 30040  7243 32438  9526 28771 10187 21603 19001  7420
 15624 11606 18781  8929 26110 12471 30634 25552  2633 10148  6452 17741
 24279 28761 28287 10370 26767 19049 17374 29227 30339  8471 29666 21843
 15875  6815 22717 14232]","[21083, 21772, 22073, 20626, 21467, 20938, 20062, 21603, 21843, 23538, 23985, 29029, 17741, 30634, 11606, 17415, 6899, 25512, 12083, 29644, 5109, 14051, 3206, 18441, 2688, 28085, 3973, 12804, 28277, 17722, 27430, 19124, 5625, 23915, 18095, 1143, 1247, 24302, 16224, 18692, 697, 26067, 31691, 14607, 29450, 17792, 30244, 22636, 12020, 4956, 13235, 2381, 25709, 13700, 1494, 3778, 28909, 23490, 30009, 26113, 27101, 24617, 2911, 28094, 3117, 16692, 28598, 14343, 30040, 7243, 32438, 9526, 28771, 10187, 19001, 7420, 15624, 18781, 8929, 26110, 12471, 25552, 2633, 10148, 6452, 24279, 28761, 28287, 10370, 26767, 19049, 17374, 29227, 30339, 8471, 29666, 15875, 6815, 22717, 14232]",gemma2:9b,100,code_module,EEE,2.8289682539682537,5.2
random,"[20294 20741 31488 23348 29483  6250  9973 19393  5474 13635   124  1869
  3361  3074  4504  6807 25363   667 10873  8015  4696 26220  7671 17024
 17760 18156 30003  2630 13124  9593 25740  8917 30837 17087 26412 22718
 20884  3386 19603  7122 14750  2629 11885 24099 13185  1522 12699  1179
 23033 16107  7517 32240  8349 21556  7339  4153  3509  4922   146 14332
 25817 19817 21695 12555  9032 20095  9377 14766 32224 18426 14226  8970
  2159 29111 11545 10694 32253  9326  3051 17338 20284 26679 15954 18336
 29924 23553 15738 16200 28459  6961  3901  6287 19061 19445 24035 20566
 10068 26309 23752  1302]","[20294 20741 31488 23348 29483  6250  9973 19393  5474 13635   124  1869
  3361  3074  4504  6807 25363   667 10873  8015  4696 26220  7671 17024
 17760 18156 30003  2630 13124  9593 25740  8917 30837 17087 26412 22718
 20884  3386 19603  7122 14750  2629 11885 24099 13185  1522 12699  1179
 23033 16107  7517 32240  8349 21556  7339  4153  3509  4922   146 14332
 25817 19817 21695 12555  9032 20095  9377 14766 32224 18426 14226  8970
  2159 29111 11545 10694 32253  9326  3051 17338 20284 26679 15954 18336
 29924 23553 15738 16200 28459  6961  3901  6287 19061 19445 24035 20566
 10068 26309 23752  1302]",,100,code_module,EEE,1.7767407780205196,6.8
opt,"[ 6807 29111   124  3361 32253 28459 26309  6287 13124  7671  7517  3901
  8015 23348 12699 18336 32224  9032  2630 19445  3074 17087  4696 18426
  2629 17024 16107 22718 19603 18156  4504 17760  8917  1522 14766 20284
  9326 13185 29483  1869 14332 31488  1179 26220  7122 21695 16200 19061
 20741 20884 26679  3509 32240 19393 30003 10068  8970 19817  9377 29924
 11545  2159 10694 20566   146  7339 12555 23752  4922 25817   667 25363
 15954  6250 30837 26412 20095  8349  5474  9593 24035 23033  3051  9973
 10873 17338  3386 24099  1302 13635 14750 25740 21556 15738 23553  4153
 14226 11885 20294  6961]","[19445, 19603, 20284, 21695, 20741, 20884, 19393, 19817, 20566, 20095, 21556, 20294, 6807, 29111, 124, 3361, 32253, 28459, 26309, 6287, 13124, 7671, 7517, 3901, 8015, 23348, 12699, 18336, 32224, 9032, 2630, 3074, 17087, 4696, 18426, 2629, 17024, 16107, 22718, 18156, 4504, 17760, 8917, 1522, 14766, 9326, 13185, 29483, 1869, 14332, 31488, 1179, 26220, 7122, 16200, 19061, 26679, 3509, 32240, 30003, 10068, 8970, 9377, 29924, 11545, 2159, 10694, 146, 7339, 12555, 23752, 4922, 25817, 667, 25363, 15954, 6250, 30837, 26412, 8349, 5474, 9593, 24035, 23033, 3051, 9973, 10873, 17338, 3386, 24099, 1302, 13635, 14750, 25740, 15738, 23553, 4153, 14226, 11885, 6961]",,100,code_module,EEE,3.103210678210678,18.0
warmup,"[20294 11885  8917 16200  9377 19393  3074  3901  4153 18426 29111  6961
 24035 13185  7671 32253 11545 19603 26412 24099 12555 26220 20566  1302
  2630 25817  9593 15738  4922 23033 10694 21556  1522 30003  1179  7122
  8970 20284 14332   124 17024 32224 20884 14226 29924  3386  6287   667
 28459 26679 20741 14750  3509  1869 29483   146 13635 26309 15954 21695
 14766 17760  3361  5474  8349 22718 30837  6807 23553 16107  2629 23752
  6250 31488  9973 13124 18336 19817  4504  7517 17087  2159 12699  9326
  4696  7339 20095  8015 18156  9032 25740 32240 10068 10873  3051 25363
 17338 19445 19061 23348]","[20294, 19393, 19603, 20566, 21556, 20284, 20884, 20741, 21695, 19817, 20095, 19445, 11885, 8917, 16200, 9377, 3074, 3901, 4153, 18426, 29111, 6961, 24035, 13185, 7671, 32253, 11545, 26412, 24099, 12555, 26220, 1302, 2630, 25817, 9593, 15738, 4922, 23033, 10694, 1522, 30003, 1179, 7122, 8970, 14332, 124, 17024, 32224, 14226, 29924, 3386, 6287, 667, 28459, 26679, 14750, 3509, 1869, 29483, 146, 13635, 26309, 15954, 14766, 17760, 3361, 5474, 8349, 22718, 30837, 6807, 23553, 16107, 2629, 23752, 6250, 31488, 9973, 13124, 18336, 4504, 7517, 17087, 2159, 12699, 9326, 4696, 7339, 8015, 18156, 9032, 25740, 32240, 10068, 10873, 3051, 25363, 17338, 19061, 23348]",gemma2:9b,100,code_module,EEE,3.103210678210678,23.6
bigraph,"[12699 26412 20741  8349  8970  7517  9973  9326 20284 14766 21695 23033
 20095  7122  9032  2629 13124 19061 20884 15954 23553 16200  1869 10694
 22718 10068 29111 31488  2159  6287  3386  8917 11545 24035 18426 26220
 17024 19445 24099 21556  6250   124 25363 23752  1522  3074  7339 26679
 32224 20566 17338  3509  3901  6961 13635 20294  1302  4922 29483 25740
 30003   146 32253  3361  5474   667 19393 28459  4504  4696 12555  9377
 26309  2630 14226 32240 19817 29924 11885 10873 18336  3051 17760  6807
 14332  4153 19603  9593  8015 17087 13185 30837 15738 23348 16107  7671
 18156 25817  1179 14750]","[20741, 20284, 21695, 20095, 20884, 19445, 21556, 20566, 20294, 19393, 19817, 19603, 8970, 8349, 24035, 9973, 23553, 26220, 12699, 26412, 7517, 9326, 14766, 23033, 7122, 9032, 2629, 13124, 19061, 15954, 16200, 1869, 10694, 22718, 10068, 29111, 31488, 2159, 6287, 3386, 8917, 11545, 18426, 17024, 24099, 6250, 124, 25363, 23752, 1522, 3074, 7339, 26679, 32224, 17338, 3509, 3901, 6961, 13635, 1302, 4922, 29483, 25740, 30003, 146, 32253, 3361, 5474, 667, 28459, 4504, 4696, 12555, 9377, 26309, 2630, 14226, 32240, 29924, 11885, 10873, 18336, 3051, 17760, 6807, 14332, 4153, 9593, 8015, 17087, 13185, 30837, 15738, 23348, 16107, 7671, 18156, 25817, 1179, 14750]",gemma2:9b,100,code_module,EEE,3.103210678210678,5.6
random,"[10840 31416 23571 26064 12375 25348 30782  5817 25342  5485  1913  3741
  9615 11508 17354  4735 14261 23194 16744 14760 21320 32063  1081 10204
 29367 19592 16203  1317  1105 10383 29401  2556 32044 20681 24697  8505
 10557  5634 32076 13266 20096 29691 25466 26066 15570 14961  1421 19701
 20528 17287 21554  8295 16287 20550 14610 16462 23955   755   255 23957
  6832  9574 21398 30048 30356 27556  5906  9804 18780 27902 25125  9713
 15230 20810  1586 20743 32229 25934 27557  1598  3528 13903  7458 11621
 11018 17047 25347   503 21011 12690  7326 10974  2468 12575 20217  1222
 26532 31452 20934  5584]","[10840 31416 23571 26064 12375 25348 30782  5817 25342  5485  1913  3741
  9615 11508 17354  4735 14261 23194 16744 14760 21320 32063  1081 10204
 29367 19592 16203  1317  1105 10383 29401  2556 32044 20681 24697  8505
 10557  5634 32076 13266 20096 29691 25466 26066 15570 14961  1421 19701
 20528 17287 21554  8295 16287 20550 14610 16462 23955   755   255 23957
  6832  9574 21398 30048 30356 27556  5906  9804 18780 27902 25125  9713
 15230 20810  1586 20743 32229 25934 27557  1598  3528 13903  7458 11621
 11018 17047 25347   503 21011 12690  7326 10974  2468 12575 20217  1222
 26532 31452 20934  5584]",,100,code_module,EEE,0.2936581580133554,20.0
opt,"[32076  1222  2468 25466 19592  5817 13266  4735  7326 32063 24697 26064
 18780   503  8505 27902  1317 21320  8295  1913 29401 27556 32229 17287
  2556  3741 20528 17354 14261 20096  3528  9574 12690  5906 10974 25348
 23955 14610  7458  1421 30782 21554  9804 14961 11508 16744 23194 25934
 10557  5485 10204 14760  1598 15230 21011  1081 29367 23957 17047  9713
 13903  1105 20217  6832 20743 25125 26532 12575 16203 31416 27557 10383
 25342 19701 20681 16462 11621 26066 16287  1586 32044 21398 12375 25347
  5634 15570   255  5584   755  9615 30048 20934 31452 10840 30356 29691
 23571 20550 11018 20810]","[19592, 21320, 20528, 20096, 21554, 21011, 20217, 20743, 19701, 20681, 21398, 20934, 20550, 20810, 32076, 1222, 2468, 25466, 5817, 13266, 4735, 7326, 32063, 24697, 26064, 18780, 503, 8505, 27902, 1317, 8295, 1913, 29401, 27556, 32229, 17287, 2556, 3741, 17354, 14261, 3528, 9574, 12690, 5906, 10974, 25348, 23955, 14610, 7458, 1421, 30782, 9804, 14961, 11508, 16744, 23194, 25934, 10557, 5485, 10204, 14760, 1598, 15230, 1081, 29367, 23957, 17047, 9713, 13903, 1105, 6832, 25125, 26532, 12575, 16203, 31416, 27557, 10383, 25342, 16462, 11621, 26066, 16287, 1586, 32044, 12375, 25347, 5634, 15570, 255, 5584, 755, 9615, 30048, 31452, 10840, 30356, 29691, 23571, 11018]",,100,code_module,EEE,3.251562326562327,25.6
warmup,"[25347  1421  3741   503 27902  5584   755 16203 32229  2556 23955  1317
 25348 11621  1081  3528 29691 16462 29367 20681  1586  9615 10974  5485
  6832 13266 14961   255 10557 21398 32063 20528  5906  1222 14261 29401
 26066 32076 20810 30048 11018 12690 10383 21554 12575  1598 11508 20934
  8505  2468 14760 30356  5634 23571 17047 20550 25342 23957 30782  9804
 26064 10204  7326 31452 20096 23194 32044 15570 16744 26532 21320  9713
  4735  5817  7458 27556 12375 21011 25466  8295 19701 25934 16287 31416
 13903 20743 15230 17287 17354 20217 24697  1913 14610  1105 27557 25125
 19592 10840 18780  9574]","[29367, 21398, 20528, 20810, 21554, 20934, 20550, 20096, 21320, 21011, 19701, 20743, 20217, 19592, 25347, 1421, 3741, 503, 27902, 5584, 755, 16203, 32229, 2556, 23955, 1317, 25348, 11621, 1081, 3528, 29691, 16462, 20681, 1586, 9615, 10974, 5485, 6832, 13266, 14961, 255, 10557, 32063, 5906, 1222, 14261, 29401, 26066, 32076, 30048, 11018, 12690, 10383, 12575, 1598, 11508, 8505, 2468, 14760, 30356, 5634, 23571, 17047, 25342, 23957, 30782, 9804, 26064, 10204, 7326, 31452, 23194, 32044, 15570, 16744, 26532, 9713, 4735, 5817, 7458, 27556, 12375, 25466, 8295, 25934, 16287, 31416, 13903, 15230, 17287, 17354, 24697, 1913, 14610, 1105, 27557, 25125, 10840, 18780, 9574]",gemma2:9b,100,code_module,EEE,2.2818653568653575,20.8
bigraph,"[10204 31416  2468  3741  5584 13903 20550  6832 14760   755  5634 18780
  9713  7458 30782 27902 32076  1317 30356 16287 25347 20810 20528 21320
 11018  2556 23571  9615 26066 25342 20096 17047 20217 25348  1421 21554
 25934 23955 10974 10840 15570 17354  4735 12690 32044 12375 29691 14961
 11621 30048 31452 27556  1105  5485  1081 32229  9804  5817 23957 14610
 25466 20934  1586 24697 19592 16744 15230 12575 21011  1222 10383 29367
 32063 17287  3528 23194 29401 11508  7326 21398 13266 14261  8295 10557
  8505  9574 27557  1913 26532  5906 19701 20743  1598   503   255 16462
 26064 20681 25125 16203]","[20550, 20810, 20528, 21320, 9615, 20096, 20217, 21554, 20934, 19592, 21011, 21398, 19701, 20743, 20681, 2556, 30048, 27902, 25342, 16462, 10204, 31416, 2468, 3741, 5584, 13903, 6832, 14760, 755, 5634, 18780, 9713, 7458, 30782, 32076, 1317, 30356, 16287, 25347, 11018, 23571, 26066, 17047, 25348, 1421, 25934, 23955, 10974, 10840, 15570, 17354, 4735, 12690, 32044, 12375, 29691, 14961, 11621, 31452, 27556, 1105, 5485, 1081, 32229, 9804, 5817, 23957, 14610, 25466, 1586, 24697, 16744, 15230, 12575, 1222, 10383, 29367, 32063, 17287, 3528, 23194, 29401, 11508, 7326, 13266, 14261, 8295, 10557, 8505, 9574, 27557, 1913, 26532, 5906, 1598, 503, 255, 26064, 25125, 16203]",gemma2:9b,100,code_module,EEE,3.1182289932289935,18.2
random,"[ 2701  3026   228 11568 26528 17243  8118  7520 25353  2559 26795 18452
 18492 15474 16788  9336  7792  4352 15668 17149 20528 14920  1488 10680
  3704 12192  8728 24401  8545 13174 27531  7595 16805  3835 32053 30944
 29555  8136  9562 14867  1691 14523 16946  2555  8559 27973 26993 11575
 26875  9985 28253 21749 10673 20308 17785 15934  7284 21687  6754  5146
 17513 26412 20325  2010 12000 15330 19845  6145  6523 19157 24939  5509
  2707 18898 14962  6480 16759   376 20743 15803 17696 25301 13421 26086
 12010 14302  1061 21478  9354  3455 11562  5833 25166   988  7080 20341
 15587 10199 11187 19739]","[ 2701  3026   228 11568 26528 17243  8118  7520 25353  2559 26795 18452
 18492 15474 16788  9336  7792  4352 15668 17149 20528 14920  1488 10680
  3704 12192  8728 24401  8545 13174 27531  7595 16805  3835 32053 30944
 29555  8136  9562 14867  1691 14523 16946  2555  8559 27973 26993 11575
 26875  9985 28253 21749 10673 20308 17785 15934  7284 21687  6754  5146
 17513 26412 20325  2010 12000 15330 19845  6145  6523 19157 24939  5509
  2707 18898 14962  6480 16759   376 20743 15803 17696 25301 13421 26086
 12010 14302  1061 21478  9354  3455 11562  5833 25166   988  7080 20341
 15587 10199 11187 19739]",,100,code_module,EEE,0.1778466345644287,15.6
