algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[ 4826   140 11113 14316 27330 10789 29879 13127 32336 23791 25185 24208
 21615 18706 31115  3353 25624  6197  3553  3540 15117 23873  2282 11829
  4696 19847  3914 20932  5890 21986 30069 27059 24070 28527 13787 11308
 16142 22902 22047  1342   379 24527 23808  9898 13035 12533  9727  7735
 20603 11997 15037  3720 25874 18452  4089 14358 26500  5275   797  4624
    75 12274 21241  2959 18736 18129 25317  7274   380 28920 18059 32560
 23998  4422 24472 30598  6227 19944 14274  4731  4786  8265 30078 28220
  8422 10425 19791 11009 22722 19425  9578 27852  3700  9083 25770   502
  5925 14220 32141 13030]","[11113, 27330, 23791, 18706, 3553, 23873, 19847, 20932, 21986, 13787, 22902, 22047, 24527, 9727, 11997, 18452, 26500, 12274, 18129, 28920, 4422, 19944, 8265, 10425, 19425, 9083, 14220, 4826, 140, 14316, 10789, 29879, 13127, 32336, 25185, 24208, 21615, 31115, 3353, 25624, 6197, 3540, 15117, 2282, 11829, 4696, 3914, 5890, 30069, 27059, 24070, 28527, 11308, 16142, 1342, 379, 23808, 9898, 13035, 12533, 7735, 20603, 15037, 3720, 25874, 4089, 14358, 5275, 797, 4624, 75, 21241, 2959, 18736, 25317, 7274, 380, 18059, 32560, 23998, 24472, 30598, 6227, 14274, 4731, 4786, 30078, 28220, 8422, 19791, 11009, 22722, 9578, 27852, 3700, 25770, 502, 5925, 32141, 13030]",llama3.1:8b,100,code_module,EEE,0.6159121920412243,8.4
bigraph,"[23873  3914 25317  9898  3553 27059 24208 15117 27330 11997 22722 32141
 18706  3720  3353 11009 18129 21615 18736 11308 24472 22902 21241 11113
   379 23791  7735  4422 24527 30069   140 10789  9578 13030  7274 25874
 19944 14316 19847 19791  2282  4786 18452  4731  4089 28920   502 28220
  6197 26500 25185 32560 25624 10425  5275  1342 11829 13035   797 23808
  3540 12533 15037 30078 19425   380 14220 27852 16142  5890 18059 14274
 25770 31115  8265  4696 14358  9727 12274  8422  2959 20603 13787 13127
 23998 22047  4624  5925 21986  6227 29879 28527 24070  9083 32336 30598
  4826    75  3700 20932]","[21615, 21241, 19944, 19847, 19791, 20603, 22047, 21986, 20932, 11308, 12274, 15037, 8265, 9727, 14274, 9898, 31115, 4624, 19425, 27852, 3914, 75, 24527, 18706, 30069, 10425, 379, 13787, 28527, 3353, 26500, 24472, 5890, 23791, 25874, 2282, 27330, 30078, 28920, 8422, 4786, 24208, 9578, 5275, 25624, 25770, 1342, 7274, 24070, 13127, 25185, 4826, 13035, 23873, 25317, 3553, 27059, 15117, 11997, 22722, 32141, 3720, 11009, 18129, 18736, 22902, 11113, 7735, 4422, 140, 10789, 13030, 14316, 18452, 4731, 4089, 502, 28220, 6197, 32560, 11829, 797, 23808, 3540, 12533, 380, 14220, 16142, 18059, 4696, 14358, 2959, 23998, 5925, 6227, 29879, 9083, 32336, 30598, 3700]",llama3.1:8b,100,code_module,EEE,2.8815998329156223,17.4
random,"[10641 20745  6860 16194  4432 13878  8233 20288 26286 15236 14279 29003
  3166 11897  3680  8443 22920 26693 28367 31391 30968 29843 31283 30057
 19970 25575 16311  4276  1972 26356 21856 18226 22687 20260 14293 30350
 32388  6865 21580 29342  5587 15409 31482   275  3947  5642 29636 26842
 31134 30139 32497 24326 14493 27504 30657 23307  6700 22056   969 32390
 16473  4464 19148 13752 14001  9715 30624 12955  4571 19006 12871  1475
 24423 19500 26414 21007 15568 16180 29991 17816  5601 28683 20154 10284
 22234 11927  7601  7100  3647 10177  6756 25399 25665 24018   398 20759
 17148 18637 19231 31495]","[10641 20745  6860 16194  4432 13878  8233 20288 26286 15236 14279 29003
  3166 11897  3680  8443 22920 26693 28367 31391 30968 29843 31283 30057
 19970 25575 16311  4276  1972 26356 21856 18226 22687 20260 14293 30350
 32388  6865 21580 29342  5587 15409 31482   275  3947  5642 29636 26842
 31134 30139 32497 24326 14493 27504 30657 23307  6700 22056   969 32390
 16473  4464 19148 13752 14001  9715 30624 12955  4571 19006 12871  1475
 24423 19500 26414 21007 15568 16180 29991 17816  5601 28683 20154 10284
 22234 11927  7601  7100  3647 10177  6756 25399 25665 24018   398 20759
 17148 18637 19231 31495]",,100,code_module,EEE,0.8304532077438415,8.0
opt,"[21580 20759 15236 18637 26414 25665 21856 16180  4464 20745  9715 14493
 15568  7100 13878 26693 19970 32388 16311 31482 32390  8443 22056 22234
  1475 10284 16473 29843 16194 14001 30139 11897 21007 10641   275  3166
 14293 29991 30057 24326 25399 26286 11927 18226 23307 26356 20288 29636
 31391  5587 27504 12955   969 31495 12871 28683 14279 26842 15409 20154
  4432 29003  3647 20260 22920 22687 29342  3947 10177 30624  6756  8233
 13752  6865 30968 24423  4571   398 17148  1972 30350 31134 24018  5601
  6860  4276 25575  5642 31283 19148 19231  3680  7601 28367 17816 30657
  6700 19500 19006 32497]","[21580, 20759, 21856, 20745, 19970, 22056, 22234, 21007, 20288, 20154, 20260, 19500, 15236, 18637, 26414, 25665, 16180, 4464, 9715, 14493, 15568, 7100, 13878, 26693, 32388, 16311, 31482, 32390, 8443, 1475, 10284, 16473, 29843, 16194, 14001, 30139, 11897, 10641, 275, 3166, 14293, 29991, 30057, 24326, 25399, 26286, 11927, 18226, 23307, 26356, 29636, 31391, 5587, 27504, 12955, 969, 31495, 12871, 28683, 14279, 26842, 15409, 4432, 29003, 3647, 22920, 22687, 29342, 3947, 10177, 30624, 6756, 8233, 13752, 6865, 30968, 24423, 4571, 398, 17148, 1972, 30350, 31134, 24018, 5601, 6860, 4276, 25575, 5642, 31283, 19148, 19231, 3680, 7601, 28367, 17816, 30657, 6700, 19006, 32497]",,100,code_module,EEE,3.103210678210678,3.6
warmup,"[11927 17816 18226 29843 16311 25665 17148  6865 31495 14001  3680 26356
 19006 29636 22920  1972  6756 14493 30350 28683  6700 25399  7100 23307
 30657 12871 29342 31134 24423 24326  3647  5587 28367 20759 20288 30968
 14293  6860 15236 26693 30057 11897 26286 16180 21856  4276 14279 12955
 15409 27504  8443  7601 10284 19500 32388 31283   398  9715  4571 13878
 20745 31482 10641  1475 22056 20260 29003 13752 25575 21007 29991 19970
 22687 26842 20154   969 24018  5601 18637 16194  3166 30139 26414 31391
  3947  5642 19148  4432 22234 15568   275 32497 10177 32390 30624  4464
  8233 16473 19231 21580]","[18226, 25665, 14001, 19006, 14493, 25399, 12871, 3647, 5587, 20759, 20288, 6860, 30057, 21856, 27504, 19500, 398, 20745, 22056, 20260, 21007, 19970, 26842, 5601, 30139, 5642, 22234, 32390, 16473, 21580, 11927, 17816, 29843, 16311, 17148, 6865, 31495, 3680, 26356, 29636, 22920, 1972, 6756, 30350, 28683, 6700, 7100, 23307, 30657, 29342, 31134, 24423, 24326, 28367, 30968, 14293, 15236, 26693, 11897, 26286, 16180, 4276, 14279, 12955, 15409, 8443, 7601, 10284, 32388, 31283, 9715, 4571, 13878, 31482, 10641, 1475, 29003, 13752, 25575, 29991, 22687, 20154, 969, 24018, 18637, 16194, 3166, 26414, 31391, 3947, 19148, 4432, 15568, 275, 32497, 10177, 30624, 4464, 8233, 19231]",llama3.1:8b,100,code_module,EEE,0.6586638822357692,8.0
bigraph,"[ 3947 30139 10641 32388 29342 32390 31391  5642 14279 21856 18226 22056
 17148 30968  4464 26286  8233 29991  4571 30657  6756   398 30057 25665
 12871 12955 16311 16180 25575 18637 19970  5587 31134 30350  3166  1972
 29003 20759 14001  6865  4432   969 19148  4276 19006 24423 14493 25399
  7100 22687 20260 26842 31482 21580  3647 20288  7601 21007 10284 19500
 28367  5601 11927 16194  1475 20154  6860 11897 28683 13878 30624 22920
 13752 26414 29636  8443 32497 24326 23307 24018 15409  6700 31495 20745
 19231 17816  9715 16473 15568 15236 26356  3680 27504 29843 14293 22234
   275 31283 10177 26693]","[22056, 19970, 20759, 21580, 21007, 20154, 20745, 22234, 20288, 19500, 7601, 26414, 21856, 15568, 28683, 14493, 20260, 14279, 24326, 4464, 26693, 22687, 3680, 25399, 10284, 17148, 8233, 30657, 12955, 16311, 969, 32388, 31495, 8443, 1475, 5587, 30057, 31134, 31283, 3947, 30139, 10641, 29342, 32390, 31391, 5642, 18226, 30968, 26286, 29991, 4571, 6756, 398, 25665, 12871, 16180, 25575, 18637, 30350, 3166, 1972, 29003, 14001, 6865, 4432, 19148, 4276, 19006, 24423, 7100, 26842, 31482, 3647, 28367, 5601, 11927, 16194, 6860, 11897, 13878, 30624, 22920, 13752, 29636, 32497, 23307, 24018, 15409, 6700, 19231, 17816, 9715, 16473, 15236, 26356, 27504, 29843, 14293, 275, 10177]",llama3.1:8b,100,code_module,EEE,3.0647148603030954,10.0
random,"[ 4245 14553 12119 17196  4960 29391  1869 30288 11782 27124  6295  2640
 22568 30478 31829  6802 23850 17417 19800  1083 24701 29049  2194 22478
 24133 23808  1411 15215 25432  8401 23411  7728 12773 15624 15650 14905
  8450 30964    36 27625 16369 13226 25783  6394  4641  5693 24667 19920
 12862  9812 24650 20147 23250 29734 12261 14326 19046 31202 26369  9447
 26443 20667 18520  7695 21298 12170 17539 27066  7858 32142 30461 30840
 28554  8562 24828 20160  1012  6635 26486 14671 32139 19194   823  9033
  2619 24635  4003 12221   539 31507 14464  4624 31937 30933  1260  1645
  5883   933  2561  4570]","[ 4245 14553 12119 17196  4960 29391  1869 30288 11782 27124  6295  2640
 22568 30478 31829  6802 23850 17417 19800  1083 24701 29049  2194 22478
 24133 23808  1411 15215 25432  8401 23411  7728 12773 15624 15650 14905
  8450 30964    36 27625 16369 13226 25783  6394  4641  5693 24667 19920
 12862  9812 24650 20147 23250 29734 12261 14326 19046 31202 26369  9447
 26443 20667 18520  7695 21298 12170 17539 27066  7858 32142 30461 30840
 28554  8562 24828 20160  1012  6635 26486 14671 32139 19194   823  9033
  2619 24635  4003 12221   539 31507 14464  4624 31937 30933  1260  1645
  5883   933  2561  4570]",,100,code_module,EEE,0.13736722389099298,5.8
opt,"[29734  5693 25432  2194 15215 15624 31829 14553 19194 24635 26369 27625
 31507 19046  9812 12773 13226 17539  2640 29049  4624  1260  1645 30288
 29391   823 19800    36  4245  4003  8401 24667 30840 21298 14464 17417
 15650  5883   933  4960 28554 30478 31937 27124 14326 19920  6635  6295
 26486 32139  2561  1869 18520 30461  8562 26443 12261 14671  9033 24828
  2619 17196  7728 30933 23250  4641 20160 31202 22568  6802 14905 11782
 24701  1411 12862 23411  7858  1012 20667 12170 12221 23808  1083 23850
 27066  4570 22478 24650   539  8450 32142 25783  9447  6394 12119 16369
  7695 20147 24133 30964]","[19800, 21298, 19920, 20160, 20667, 20147, 29734, 5693, 25432, 2194, 15215, 15624, 31829, 14553, 19194, 24635, 26369, 27625, 31507, 19046, 9812, 12773, 13226, 17539, 2640, 29049, 4624, 1260, 1645, 30288, 29391, 823, 36, 4245, 4003, 8401, 24667, 30840, 14464, 17417, 15650, 5883, 933, 4960, 28554, 30478, 31937, 27124, 14326, 6635, 6295, 26486, 32139, 2561, 1869, 18520, 30461, 8562, 26443, 12261, 14671, 9033, 24828, 2619, 17196, 7728, 30933, 23250, 4641, 31202, 22568, 6802, 14905, 11782, 24701, 1411, 12862, 23411, 7858, 1012, 12170, 12221, 23808, 1083, 23850, 27066, 4570, 22478, 24650, 539, 8450, 32142, 25783, 9447, 6394, 12119, 16369, 7695, 24133, 30964]",,100,code_module,EEE,2.4499999999999997,1.2
warmup,"[27124 29734    36  2561  4624 15215  4245 29391 26443   539  2640 24650
  4641  4570 22568 23850  1645 23411 12773  4003 24701 27066 17539 23808
 15650 15624  2194 19194 19046 25783  1869 29049  5883  1411 31937 14905
   933 18520 12119 12221 30288 32139 17417 14671 24133 12261 20147 27625
   823 24635 32142 30933 30461  7858 24667 31507 20160 11782 22478  8450
 12170  7728  4960  9812 30964 30478 19920  6635 26369 28554  1012  7695
 16369  6394 25432  5693  9033 31829  6295 30840 17196 31202 24828 19800
 14553 23250 21298  1260 20667  6802  1083 26486  8401 13226 14464 12862
 14326  2619  9447  8562]","[29734, 15215, 539, 4570, 23411, 17539, 15650, 15624, 1869, 1411, 18520, 32139, 20147, 24635, 20160, 4960, 30478, 19920, 28554, 25432, 31829, 24828, 23250, 20667, 8401, 13226, 14464, 12862, 9447, 27124, 36, 2561, 4624, 4245, 29391, 26443, 2640, 24650, 4641, 22568, 23850, 1645, 12773, 4003, 24701, 27066, 23808, 2194, 19194, 19046, 25783, 29049, 5883, 31937, 14905, 933, 12119, 12221, 30288, 17417, 14671, 24133, 12261, 27625, 823, 32142, 30933, 30461, 7858, 24667, 31507, 11782, 22478, 8450, 12170, 7728, 9812, 30964, 6635, 26369, 1012, 7695, 16369, 6394, 5693, 9033, 6295, 30840, 17196, 31202, 19800, 14553, 21298, 1260, 6802, 1083, 26486, 14326, 2619, 8562]",llama3.1:8b,100,code_module,EEE,0.2625536649730198,6.2
bigraph,"[24701   933 16369 15624 19920  8450 29391 27066 30461  9447 12773  9812
 25783 26486  1260 21298 31829  2561 23411 22568 31202 14326  7695  1411
  1645 29049 15650 17196  8401 32142  7858  6295  4960 11782 24635 26443
 30933 23850  2619 28554 13226 19194  2640  6394 30964 15215  9033  6802
  4570 23808 32139  1012 12170  5693 17417 14464 12261 12862  5883 30840
 14905 20667 30288 14553  8562 12119 20147 30478 14671 27124 23250 20160
   539 24828 25432 26369 19800  4641  4245 24667 12221  4624 22478 18520
  1083  6635 29734  1869  2194   823 24650    36 31937 19046  4003 27625
 24133 17539  7728 31507]","[21298, 20147, 20160, 19800, 20667, 14905, 19920, 9033, 27625, 30933, 23850, 31937, 17196, 18520, 1083, 27066, 29049, 14326, 7858, 12773, 12221, 4245, 24701, 933, 16369, 15624, 8450, 29391, 30461, 9447, 9812, 25783, 26486, 1260, 31829, 2561, 23411, 22568, 31202, 7695, 1411, 1645, 15650, 8401, 32142, 6295, 4960, 11782, 24635, 26443, 2619, 28554, 13226, 19194, 2640, 6394, 30964, 15215, 6802, 4570, 23808, 32139, 1012, 12170, 5693, 17417, 14464, 12261, 12862, 5883, 30840, 30288, 14553, 8562, 12119, 30478, 14671, 27124, 23250, 539, 24828, 25432, 26369, 4641, 24667, 4624, 22478, 6635, 29734, 1869, 2194, 823, 24650, 36, 19046, 4003, 24133, 17539, 7728, 31507]",llama3.1:8b,100,code_module,EEE,2.426190476190476,2.8
random,"[ 9415  3608 29423 15336 13858 14527 13502  4068 28366 27496 32337  4117
 19423 26684 30413 15542  5170 18690 14895 23093  1433 31258 20779   760
   977 15873 11802 27054 15171 27587 13065 24651 20211 10457 28253 16244
 15284 30391 13314 32047 29751 26437 16602 23233     9 31956  3500 24058
 16956 20015  2000  4881 12040 18679 14055 13626 12754 16793 31399  1782
  4846 27377 26955 26661 24952  6723 27179 15499 25991  7147  8870   878
 13135 20415 17284 13012 21112 26845 22528  8014  4307   649  6289   469
 25417 13535 24683 31839 30485 27000 29663 16702 10443 22459 17138 11786
  6957 11244 29329  3359]","[ 9415  3608 29423 15336 13858 14527 13502  4068 28366 27496 32337  4117
 19423 26684 30413 15542  5170 18690 14895 23093  1433 31258 20779   760
   977 15873 11802 27054 15171 27587 13065 24651 20211 10457 28253 16244
 15284 30391 13314 32047 29751 26437 16602 23233     9 31956  3500 24058
 16956 20015  2000  4881 12040 18679 14055 13626 12754 16793 31399  1782
  4846 27377 26955 26661 24952  6723 27179 15499 25991  7147  8870   878
 13135 20415 17284 13012 21112 26845 22528  8014  4307   649  6289   469
 25417 13535 24683 31839 30485 27000 29663 16702 10443 22459 17138 11786
  6957 11244 29329  3359]",,100,code_module,EEE,0.19720489459619894,9.4
opt,"[13065 25417 20015 14527 15171 22528 27179  8014     9  9415 15499  6957
  4846 24058  1433 28366  6723 30485 25991 11244 27000 23233   469 10457
 27054  1782 13012 18690 13314 27587   977 18679  5170 11786 16244 13858
 15542 29329 28253 16793 26955 16702 31956  4307 31399 10443   649 21112
  4881 20211  8870 27377 32047 30413   878 26661  6289 26845 26684  4117
 24651 17284 24952 27496 15284  4068 13626 31258 17138 14895 19423 22459
  3608 20415 13502 13135 14055  3359 26437 15873 29663   760  3500 31839
 12754 32337 16602 29423  7147 13535 16956 24683  2000 23093 20779 29751
 15336 12040 11802 30391]","[20015, 21112, 20211, 19423, 20415, 20779, 13065, 25417, 14527, 15171, 22528, 27179, 8014, 9, 9415, 15499, 6957, 4846, 24058, 1433, 28366, 6723, 30485, 25991, 11244, 27000, 23233, 469, 10457, 27054, 1782, 13012, 18690, 13314, 27587, 977, 18679, 5170, 11786, 16244, 13858, 15542, 29329, 28253, 16793, 26955, 16702, 31956, 4307, 31399, 10443, 649, 4881, 8870, 27377, 32047, 30413, 878, 26661, 6289, 26845, 26684, 4117, 24651, 17284, 24952, 27496, 15284, 4068, 13626, 31258, 17138, 14895, 22459, 3608, 13502, 13135, 14055, 3359, 26437, 15873, 29663, 760, 3500, 31839, 12754, 32337, 16602, 29423, 7147, 13535, 16956, 24683, 2000, 23093, 29751, 15336, 12040, 11802, 30391]",,100,code_module,EEE,2.4499999999999997,0.4
warmup,"[17138 12754 15873 27000 13065 20211 20015 24683  3359 31956 28253 24651
  8870 30391 27587  4068 15499 25417 28366  3608 16956 16602 27377 21112
 14527 20415 16793 15171 29329 14895   760 15336 16244 13135 11244 10443
 14055 13502 15284 13535 31839 24058 22528   649 32047 32337 26684 17284
 11786 23233 23093 13626 13012 29663 27054 19423 22459 13858  1782 11802
 30413  4881  5170     9  1433 26661  6723 18679 15542 13314  8014 30485
 27179 25991 18690 12040  9415   878 24952  4846 31399 26845 29423  6289
  4117 31258   977   469 10457 29751  6957  3500  4307 26437  2000 27496
 26955  7147 20779 16702]","[12754, 20211, 20015, 3359, 30391, 25417, 27377, 21112, 20415, 14895, 13135, 13502, 31839, 32337, 23233, 27054, 13858, 30413, 26661, 8014, 25991, 878, 26845, 4117, 29751, 2000, 7147, 20779, 17138, 15873, 27000, 13065, 24683, 31956, 28253, 24651, 8870, 27587, 4068, 15499, 28366, 3608, 16956, 16602, 14527, 16793, 15171, 29329, 760, 15336, 16244, 11244, 10443, 14055, 15284, 13535, 24058, 22528, 649, 32047, 26684, 17284, 11786, 23093, 13626, 13012, 29663, 19423, 22459, 1782, 11802, 4881, 5170, 9, 1433, 6723, 18679, 15542, 13314, 30485, 27179, 18690, 12040, 9415, 24952, 4846, 31399, 29423, 6289, 31258, 977, 469, 10457, 6957, 3500, 4307, 26437, 27496, 26955, 16702]",llama3.1:8b,100,code_module,EEE,1.1198646125116714,8.0
bigraph,"[11802     9 16244 27054 26684   977 20015  6957 27587  1433 15284 16956
 25417  9415 17284  4846   649 16702 29663 31399 30391  6723  5170 13314
 22528 15542  3359   878 15873 26955  6289 32337 18679 24058 24651 31839
 16793 29423 11244 24683 13858 13502 27377 14527  8014 29329  7147 14895
 25991 14055  4117 13065 20415 13012 19423 13535 22459 23093   760 20779
 30413 27496  4881  1782 10443 17138 24952  2000 13135 26437 29751 12754
 27179  3500   469 16602 10457 20211  3608 13626 26845 28253  4068 28366
 30485 15171 11786  4307 27000 18690 12040 15336 23233 26661 21112 15499
 31258 32047  8870 31956]","[20015, 20415, 19423, 20779, 20211, 21112, 30413, 3500, 24952, 24683, 11244, 16602, 13012, 24651, 15284, 18679, 4307, 14527, 29751, 23233, 977, 22528, 22459, 26955, 10443, 18690, 11802, 9, 16244, 27054, 26684, 6957, 27587, 1433, 16956, 25417, 9415, 17284, 4846, 649, 16702, 29663, 31399, 30391, 6723, 5170, 13314, 15542, 3359, 878, 15873, 6289, 32337, 24058, 31839, 16793, 29423, 13858, 13502, 27377, 8014, 29329, 7147, 14895, 25991, 14055, 4117, 13065, 13535, 23093, 760, 27496, 4881, 1782, 17138, 2000, 13135, 26437, 12754, 27179, 469, 10457, 3608, 13626, 26845, 28253, 4068, 28366, 30485, 15171, 11786, 27000, 12040, 15336, 26661, 15499, 31258, 32047, 8870, 31956]",llama3.1:8b,100,code_module,EEE,2.4499999999999997,0.4
random,"[ 4523  7054 27671 11698  6303 11891 22698 22420 13637  9155  9332  8469
 19765 10747 30603 14851 19333  3752  8621 24087 13301  1648 27899 22409
 15344 15242  6172 25951 18727  4299 10070 26968 25641  5684   409 16251
 18285  1454 19668  3046  7300 21337 21135 25803  3506 14601 30749 21926
  1255   481 20752 28468 27212 13528 11387   213  9973  8543 32183 19569
  8785 21663 28882 13917  3487  3440 20860 26649 30637 28782 19768 10123
 27205 19104 27656 32242  3398 19924 29781 20995 10308  5160   360 19459
 10922 23439 23556 21822 28813  3800 31822 21634 25867 18140  2152 10684
  4500  4340 25104 16602]","[ 4523  7054 27671 11698  6303 11891 22698 22420 13637  9155  9332  8469
 19765 10747 30603 14851 19333  3752  8621 24087 13301  1648 27899 22409
 15344 15242  6172 25951 18727  4299 10070 26968 25641  5684   409 16251
 18285  1454 19668  3046  7300 21337 21135 25803  3506 14601 30749 21926
  1255   481 20752 28468 27212 13528 11387   213  9973  8543 32183 19569
  8785 21663 28882 13917  3487  3440 20860 26649 30637 28782 19768 10123
 27205 19104 27656 32242  3398 19924 29781 20995 10308  5160   360 19459
 10922 23439 23556 21822 28813  3800 31822 21634 25867 18140  2152 10684
  4500  4340 25104 16602]",,100,code_module,EEE,0.3113346722053184,20.0
opt,"[10922  6172 28882  1255 19765  3398 15242 23556  3800  4340 19924 10308
 19668  1454 20995 10123 20860   360  3487 10070  1648 16602 14851 21663
 25803 32183  3440 26968 27899 30603 13917 19459 18727 21337  2152 24087
 28468  3752  9155 27205 22420 31822 10747 19333 22409   481 18140 13528
  5160 19569  8543  8621 25867  8785 22698 16251 32242 10684 25104  4299
 11891 19768 27671 18285 11387 21822  6303 26649 30637   409 19104  9332
 11698 30749 25951  4523 15344 28813 29781 23439 21926  3046  7054 21634
  4500  8469 25641  7300 27212  3506 14601 28782 13637 20752 13301 27656
 21135   213  5684  9973]","[19765, 19924, 19668, 20995, 20860, 21663, 19459, 21337, 19569, 19768, 21822, 21926, 21634, 20752, 21135, 10922, 6172, 28882, 1255, 3398, 15242, 23556, 3800, 4340, 10308, 1454, 10123, 360, 3487, 10070, 1648, 16602, 14851, 25803, 32183, 3440, 26968, 27899, 30603, 13917, 18727, 2152, 24087, 28468, 3752, 9155, 27205, 22420, 31822, 10747, 19333, 22409, 481, 18140, 13528, 5160, 8543, 8621, 25867, 8785, 22698, 16251, 32242, 10684, 25104, 4299, 11891, 27671, 18285, 11387, 6303, 26649, 30637, 409, 19104, 9332, 11698, 30749, 25951, 4523, 15344, 28813, 29781, 23439, 3046, 7054, 4500, 8469, 25641, 7300, 27212, 3506, 14601, 28782, 13637, 13301, 27656, 213, 5684, 9973]",,100,code_module,EEE,3.3182289932289937,22.2
warmup,"[ 3398 21337  4500 10747 16602 21822 25951 25867 10308 21135   481  3487
  1648 25803  8469 30603  8785 14601 27899 16251 30749 19459  5684  3506
 25104 18727 10684  6303  9973  4299 13301  8543 20752 25641  8621 11698
 27656 31822 28468 19768 21926 19668 11891   360 27212   213 20860 28813
 32242  7300 15344 10922  5160  6172 27671  9155 13637  1454 28782 14851
 13528 15242 27205 23439 18140 10123  3800  3752  7054 21663 32183 24087
 22409 19333 26649  1255 30637 22698 21634 19924 29781  3046 10070 23556
 19765  4523 19104  2152  3440 18285  9332 20995 11387 28882 19569 26968
 22420   409 13917  4340]","[21337, 21822, 21135, 25803, 14601, 19459, 18727, 4299, 25641, 28468, 21926, 19668, 213, 32242, 27671, 1454, 15242, 10123, 21663, 19333, 21634, 19924, 3046, 19765, 9332, 20995, 28882, 19569, 409, 3398, 4500, 10747, 16602, 25951, 25867, 10308, 481, 3487, 1648, 8469, 30603, 8785, 27899, 16251, 30749, 5684, 3506, 25104, 10684, 6303, 9973, 13301, 8543, 20752, 8621, 11698, 27656, 31822, 19768, 11891, 360, 27212, 20860, 28813, 7300, 15344, 10922, 5160, 6172, 9155, 13637, 28782, 14851, 13528, 27205, 23439, 18140, 3800, 3752, 7054, 32183, 24087, 22409, 26649, 1255, 30637, 22698, 29781, 10070, 23556, 4523, 19104, 2152, 3440, 18285, 11387, 26968, 22420, 13917, 4340]",llama3.1:8b,100,code_module,EEE,2.4871307740397834,10.4
bigraph,"[ 8785 20995 16251 25803 25867  5684 19104 21634  2152 10922 11698 21337
  6172 28882 13528  8621 14851 19569  5160  9332 28782 21663 31822 10747
  3440 28813 13917 19333 20752   481 21822   213 16602 15344  4523 21926
  4299 20860 27899 11891  1454 22409 25104  4500 27656 21135 19924 13301
 14601 19765  7300 32183  8543  6303 19668 10070 18727 22698 29781 18140
 32242   409 18285 11387  1255  9155  7054  3800 27205 10308 26649 15242
 19459 10123  3752 23556 27212  3487 13637  3506   360  8469 22420  4340
 25951 19768  3046 30603 27671 26968  1648 25641 30637 30749  3398  9973
 28468 10684 24087 23439]","[20995, 21634, 21663, 21135, 19924, 19668, 19768, 19569, 21337, 20752, 19765, 30603, 19459, 20860, 10308, 213, 25867, 32242, 4500, 3398, 25641, 25803, 25104, 22698, 21926, 21822, 18285, 9973, 10922, 9155, 8785, 1648, 31822, 10684, 27899, 28782, 27212, 26968, 1255, 3046, 27656, 28468, 10123, 29781, 7054, 30637, 3487, 11891, 9332, 8543, 13637, 4299, 16251, 5684, 19104, 2152, 11698, 6172, 28882, 13528, 8621, 14851, 5160, 10747, 3440, 28813, 13917, 19333, 481, 16602, 15344, 4523, 1454, 22409, 13301, 14601, 7300, 32183, 6303, 10070, 18727, 18140, 409, 11387, 3800, 27205, 26649, 15242, 3752, 23556, 3506, 360, 8469, 22420, 4340, 25951, 27671, 30749, 24087, 23439]",llama3.1:8b,100,code_module,EEE,3.2466905316905317,14.4
random,"[12076  3780 23383 23553 16945 10092 10463 29205 30677 20907  4630 29827
 12335 24304  7095 24903  4232 19989 25414 17109 18169 19226 12543 11431
 30099 11972 14802 16171  4014  3443 32582   240  8399  1481  9664 15183
 30888 30805 23949 22939  1344  9901  3719  5305  6908  5725 17539 22052
 19055  8296 20042  6205 31835   763 20348  1036 15215  3201  2920 11007
 27334 26724 23217 16051  9476 11453 14972 32096 19520 30070  4024  2755
 23786 31347 27084  1621 10242 15037 11970  1403 30249  5411  3028 23113
  3145 14503 18787  8987 23089 11640 15019    86 13339  7372 10187 21419
 29579 10195 25758  9138]","[12076  3780 23383 23553 16945 10092 10463 29205 30677 20907  4630 29827
 12335 24304  7095 24903  4232 19989 25414 17109 18169 19226 12543 11431
 30099 11972 14802 16171  4014  3443 32582   240  8399  1481  9664 15183
 30888 30805 23949 22939  1344  9901  3719  5305  6908  5725 17539 22052
 19055  8296 20042  6205 31835   763 20348  1036 15215  3201  2920 11007
 27334 26724 23217 16051  9476 11453 14972 32096 19520 30070  4024  2755
 23786 31347 27084  1621 10242 15037 11970  1403 30249  5411  3028 23113
  3145 14503 18787  8987 23089 11640 15019    86 13339  7372 10187 21419
 29579 10195 25758  9138]",,100,code_module,EEE,0.23908797049781708,9.0
