algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[18050 26320   406 24127 35509 37949 16930 17314 37376  7664 12806  2086
 29328 17313  3126 37667 42644 33321 41364 39585  1807  1168 32133 15922
 31913  7632 39663 11148 20816 33364 21601 36358 28966  3282 10286 35722
 23913 34341  1403 46123 34986 45629 37416 25108 14166  6598 12396  1942
 32768 23057]","[16930, 18050, 26320, 406, 24127, 35509, 37949, 17314, 37376, 7664, 12806, 2086, 29328, 17313, 3126, 37667, 42644, 33321, 41364, 39585, 1807, 1168, 32133, 15922, 31913, 7632, 39663, 11148, 20816, 33364, 21601, 36358, 28966, 3282, 10286, 35722, 23913, 34341, 1403, 46123, 34986, 45629, 37416, 25108, 14166, 6598, 12396, 1942]",gemma2:9b,50,workclass,State-gov,1.0,0.0
bigraph,"[33321 18050  7664 29328 12806 26320 37416 45629 14166 10286  1942 16930
  1807 23913 35722 28966 34341 32768 11148 12396 37667  1168 36358 23057
 17313 37376  7632 25108 35509 20816 21601 42644 24127  2086   406  3282
  1403 31913 15922 39663  6598 34986 39585 37949 32133  3126 46123 33364
 41364 17314]","[16930, 3126, 37667, 1807, 14166, 35722, 33321, 18050, 7664, 29328, 12806, 26320, 37416, 45629, 10286, 1942, 23913, 28966, 34341, 32768, 11148, 12396, 1168, 36358, 23057, 17313, 37376, 7632, 25108, 35509, 20816, 21601, 42644, 24127, 2086, 406, 3282, 1403, 31913, 15922, 39663, 6598, 34986, 39585, 37949, 32133, 46123, 33364, 41364, 17314]",gemma2:9b,50,workclass,State-gov,1.0,0.0
random,"[47959  2498 46277 26450 37995 44549  4142 40996  5129 28225 13789  7462
  6946 34649  8109 32276 19924 36988 44917 25767 45371 20954 29368 45471
 43859 13924 27940 20025 36799 18333 10361 41199 45010 25669  8461  4129
 36212 11475 27932 24357 27014  8948 34560 29323 42882 39082 43592  6742
 11522   694]","[47959  2498 46277 26450 37995 44549  4142 40996  5129 28225 13789  7462
  6946 34649  8109 32276 19924 36988 44917 25767 45371 20954 29368 45471
 43859 13924 27940 20025 36799 18333 10361 41199 45010 25669  8461  4129
 36212 11475 27932 24357 27014  8948 34560 29323 42882 39082 43592  6742
 11522   694]",,50,workclass,State-gov,0.08104575163398693,0.0
opt,"[43592 45010 32276 27940   694 42882  6742  4129 40996 19924 47959  5129
 28225  7462  6946 39082 18333 20025 29323 36988  8948 13789 43859 29368
 27932 44549 13924 25669  8109 45471  4142 26450  8461 25767 24357 41199
 36799 46277 44917 20954 11475 45371 11522 27014 34560 36212 37995  2498
 34649 10361]","[42882, 19924, 43592, 45010, 32276, 27940, 694, 6742, 4129, 40996, 47959, 5129, 28225, 7462, 6946, 39082, 18333, 20025, 29323, 36988, 8948, 13789, 43859, 29368, 27932, 44549, 13924, 25669, 8109, 45471, 4142, 26450, 8461, 25767, 24357, 41199, 36799, 46277, 44917, 20954, 11475, 45371, 11522, 27014, 34560, 36212, 37995, 2498, 34649, 10361]",,50,workclass,State-gov,1.5,0.0
warmup,"[  694 26450 27932 11522 18333  5129  4129 32276 36988  7462 36212 36799
 13924 43859 34649 44549 20954 25767 39082  8948  6946 43592 29368 11475
  8461 27940  2498 45371 20025 13789 28225 46277 25669 42882 37995 27014
 29323 19924  4142 41199 47959 34560 45471 40996 44917  6742 45010 10361
 24357  8109]","[42882, 19924, 694, 26450, 27932, 11522, 18333, 5129, 4129, 32276, 36988, 7462, 36212, 36799, 13924, 43859, 34649, 44549, 20954, 25767, 39082, 8948, 6946, 43592, 29368, 11475, 8461, 27940, 2498, 45371, 20025, 13789, 28225, 46277, 25669, 37995, 27014, 29323, 4142, 41199, 47959, 34560, 45471, 40996, 44917, 6742, 45010, 10361]",gemma2:9b,50,workclass,State-gov,1.5,0.0
bigraph,"[41199  5129 42882 36988 47959 28225 29323 43592 19924 20954  4129 24357
  8109  6742  2498 25669 34649 44917 18333   694 10361 25767 34560 45371
  7462  8461 36212 45010 11522 37995 40996 13924  4142 26450 36799 20025
 27932 46277 32276 44549 11475 43859  8948 29368 13789 27940 27014  6946
 39082 45471]","[41199, 42882, 19924, 45371, 27014, 44917, 4142, 20025, 694, 8461, 5129, 36988, 47959, 28225, 29323, 43592, 20954, 4129, 24357, 8109, 6742, 2498, 25669, 34649, 18333, 10361, 25767, 34560, 7462, 36212, 45010, 11522, 37995, 40996, 13924, 26450, 36799, 27932, 46277, 32276, 44549, 11475, 43859, 8948, 29368, 13789, 27940, 6946, 39082, 45471]",gemma2:9b,50,workclass,State-gov,0.8333333333333333,0.8
random,"[21504 31340  1718 27912 43821 34608 20862 31338 35212 31214 32490 39822
 33937 20181  2239 12028 14860 32158  1315 34434   619  8975 20410  6025
  6118 27200 41111 27173  6063 17685 41475 43498  3923 48155 40800 16923
 40642  4432  3627 25424  1450  8339 40890 22807 41657 32966 33490 18884
 35646  4468]","[21504 31340  1718 27912 43821 34608 20862 31338 35212 31214 32490 39822
 33937 20181  2239 12028 14860 32158  1315 34434   619  8975 20410  6025
  6118 27200 41111 27173  6063 17685 41475 43498  3923 48155 40800 16923
 40642  4432  3627 25424  1450  8339 40890 22807 41657 32966 33490 18884
 35646  4468]",,50,workclass,State-gov,0.08477732793522268,2.0
opt,"[32490 25424 27200 17685 33937 48155 43498 20181  8975 12028 41475  4468
  6118 35212   619 40800  3923 18884 21504 31214 35646 14860  1315  3627
 22807 32966 31338  1450 16923  2239 40890 40642 34434 31340 27912 34608
 27173  6025  4432 39822  6063 32158  1718 41111 43821 33490  8339 41657
 20410 20862]","[27200, 4468, 4432, 32490, 25424, 17685, 33937, 48155, 43498, 20181, 8975, 12028, 41475, 6118, 35212, 619, 40800, 3923, 18884, 21504, 31214, 35646, 14860, 1315, 3627, 22807, 32966, 31338, 1450, 16923, 2239, 40890, 40642, 34434, 31340, 27912, 34608, 27173, 6025, 39822, 6063, 32158, 1718, 41111, 43821, 33490, 8339, 41657, 20410, 20862]",,50,workclass,State-gov,1.8333333333333333,1.4
warmup,"[41475 43821  1450 21504 33490  6118 27912 39822 34434  1315 17685 40642
 43498  3923 20181  6025 48155 33937 40890 27173 14860 12028  4468 22807
 25424 31214 16923  1718 35646 32490 32966 20862 41111 20410 32158 27200
  2239  8975  3627 41657   619  8339 35212 31340  6063 18884 34608  4432
 31338 40800]","[4468, 27200, 34608, 41475, 43821, 1450, 21504, 33490, 6118, 27912, 39822, 34434, 1315, 17685, 40642, 43498, 3923, 20181, 6025, 48155, 33937, 40890, 27173, 14860, 12028, 22807, 25424, 31214, 16923, 1718, 35646, 32490, 32966, 20862, 41111, 20410, 32158, 2239, 8975, 3627, 41657, 619, 8339, 35212, 31340, 6063, 18884, 4432]",gemma2:9b,50,workclass,State-gov,1.5208333333333333,1.6
bigraph,"[ 3923 43498 48155 35646 35212 18884  3627 20862 40890 40642 27173 33490
  1450 33937  6118 43821 27912 32158 32966 31338 17685   619 34434  1315
 16923 40800 34608  4432  6025 32490 22807 31340 12028  8975 31214 39822
 41657 25424  6063 41111 20410 20181 27200 21504  4468  2239  1718 14860
  8339 41475]","[4432, 27200, 4468, 1450, 16923, 33490, 3923, 34608, 43498, 48155, 35646, 35212, 18884, 3627, 20862, 40890, 40642, 27173, 33937, 6118, 43821, 27912, 32158, 32966, 31338, 17685, 619, 34434, 1315, 40800, 6025, 32490, 22807, 31340, 12028, 8975, 31214, 39822, 41657, 25424, 6063, 41111, 20410, 20181, 21504, 2239, 1718, 14860, 8339, 41475]",gemma2:9b,50,workclass,State-gov,1.8333333333333333,0.0
random,"[24381 32891 43171 11196 45035 24343  9585 37079 21686  1870  5706 30785
  4135 26075 41393 18094 40183 43024 20819 44199 31129 48490 26755 23167
   526 42529  6169 18704 14574 43733  5335  8317 30531 34392 14294 43592
 33902 42541  6545 47566 10509 44905 20172 43046  5083 37040 44475  4055
 13531 27761]","[24381 32891 43171 11196 45035 24343  9585 37079 21686  1870  5706 30785
  4135 26075 41393 18094 40183 43024 20819 44199 31129 48490 26755 23167
   526 42529  6169 18704 14574 43733  5335  8317 30531 34392 14294 43592
 33902 42541  6545 47566 10509 44905 20172 43046  5083 37040 44475  4055
 13531 27761]",,50,workclass,State-gov,0.25,0.0
opt,"[ 5706 43171  1870 23167 10509  8317 26755 43024 42529 30531 41393 44199
 45035 43046 21686  5083 37079  4135 43592 40183 48490  4055 18094  6169
 30785 20819 44475 33902 42541 11196 27761  6545 18704 14574 43733 47566
  9585 13531 31129 24343 24381 26075 20172 37040 34392  5335 32891 14294
 44905   526]","[11196, 5706, 43171, 1870, 23167, 10509, 8317, 26755, 43024, 42529, 30531, 41393, 44199, 45035, 43046, 21686, 5083, 37079, 4135, 43592, 40183, 48490, 4055, 18094, 6169, 30785, 20819, 44475, 33902, 42541, 27761, 6545, 18704, 14574, 43733, 47566, 9585, 13531, 31129, 24343, 24381, 26075, 20172, 37040, 34392, 5335, 32891, 14294, 44905, 526]",,50,workclass,State-gov,1.0,0.0
warmup,"[33902 41393 44905  4055 31129 14294 10509 34392  5083 27761  4135 24381
 11196 48490 43024  1870   526  5335 30531 14574 43171 20172 24343 47566
 26075 44475 45035 30785 37079 42529 43592 43733 32891 20819 18094 40183
 37040  8317 44199  9585 18704  6545 21686  5706 42541 26755  6169 13531
 43046 23167]","[11196, 40183, 33902, 41393, 44905, 4055, 31129, 14294, 10509, 34392, 5083, 27761, 4135, 24381, 48490, 43024, 1870, 526, 5335, 30531, 14574, 43171, 20172, 24343, 47566, 26075, 44475, 45035, 30785, 37079, 42529, 43592, 43733, 32891, 20819, 18094, 37040, 8317, 44199, 9585, 18704, 6545, 21686, 5706, 42541, 26755, 6169, 13531]",gemma2:9b,50,workclass,State-gov,1.0,0.0
bigraph,"[13531 37040 26755 10509 23167  5335 26075  6169 43046 27761 11196  4135
 45035 30531 44199 42529  9585  5706 40183 44905 48490 37079 44475 43171
 31129 42541 24343 14574  1870   526 30785 41393 21686 34392 32891 20819
 14294 43733  4055 47566 43024 33902  5083 20172 43592 18704 18094 24381
  8317  6545]","[11196, 40183, 43046, 37079, 13531, 37040, 26755, 10509, 23167, 5335, 26075, 6169, 27761, 4135, 45035, 30531, 44199, 42529, 9585, 5706, 44905, 48490, 44475, 43171, 31129, 42541, 24343, 14574, 1870, 526, 30785, 41393, 21686, 34392, 32891, 20819, 14294, 43733, 4055, 47566, 43024, 33902, 5083, 20172, 43592, 18704, 18094, 24381, 8317, 6545]",gemma2:9b,50,workclass,State-gov,1.0,0.0
random,"[20680 40779   825  7340 41273  4733 22299 27409 28579 19682 26238 33618
 27979 24165 16894 12252 19246 31674 24594 24291 17518 33076 43547 22359
 15434 40008 12397 43930 15989 32337 46959  1175 22914  5725 31340 48830
 30945 30003  6754 12262  7568  4104  6719 13517 30142  2002  3858  4444
 12363 14064]","[20680 40779   825  7340 41273  4733 22299 27409 28579 19682 26238 33618
 27979 24165 16894 12252 19246 31674 24594 24291 17518 33076 43547 22359
 15434 40008 12397 43930 15989 32337 46959  1175 22914  5725 31340 48830
 30945 30003  6754 12262  7568  4104  6719 13517 30142  2002  3858  4444
 12363 14064]",,50,workclass,State-gov,0.07777777777777778,1.4
opt,"[ 4444 12397 26238 31674 40779 14064 22914 22359  4733  7568 30945 19682
  2002  5725 43930  7340 27979 24165 31340 33076  3858 46959 13517 24291
 12363 28579  1175 15989 48830 22299   825 16894 24594 43547 41273 17518
 30003 12252  6719 20680 40008 30142 33618 19246 32337  6754  4104 12262
 27409 15434]","[24291, 48830, 4444, 12397, 26238, 31674, 40779, 14064, 22914, 22359, 4733, 7568, 30945, 19682, 2002, 5725, 43930, 7340, 27979, 24165, 31340, 33076, 3858, 46959, 13517, 12363, 28579, 1175, 15989, 22299, 825, 16894, 24594, 43547, 41273, 17518, 30003, 12252, 6719, 20680, 40008, 30142, 33618, 19246, 32337, 6754, 4104, 12262, 27409, 15434]",,50,workclass,State-gov,1.5,0.8
warmup,"[ 4733 46959 13517  6754 19246 43547 24165 30945 12252 22914 31340  4104
 24291  2002 12397  1175 16894 15989 19682  3858  5725  6719 22359 12262
 30142 33618 17518 24594 27979 26238 33076 31674 40779 12363 40008 27409
 22299  7340  4444  7568 41273 20680 15434 32337   825 43930 48830 30003
 28579 14064]","[24291, 48830, 4733, 46959, 13517, 6754, 19246, 43547, 24165, 30945, 12252, 22914, 31340, 4104, 2002, 12397, 1175, 16894, 15989, 19682, 3858, 5725, 6719, 22359, 12262, 30142, 33618, 17518, 24594, 27979, 26238, 33076, 31674, 40779, 12363, 40008, 27409, 22299, 7340, 4444, 7568, 41273, 20680, 15434, 32337, 825, 43930, 30003]",gemma2:9b,50,workclass,State-gov,1.5,0.0
bigraph,"[12363  5725  4444 24165 22914  1175 19246 31340 33076 32337 19682 27979
 40008 33618 48830 43547  6754 22359 26238  4104  7568 40779 14064  3858
 24291  6719 43930 15989 20680 46959 22299 12252 12262  4733 13517  2002
   825 12397 15434 27409  7340 17518 41273 28579 30945 24594 30003 31674
 16894 30142]","[48830, 24291, 16894, 15989, 27409, 4104, 12363, 5725, 4444, 24165, 22914, 1175, 19246, 31340, 33076, 32337, 19682, 27979, 40008, 33618, 43547, 6754, 22359, 26238, 7568, 40779, 14064, 3858, 6719, 43930, 20680, 46959, 22299, 12252, 12262, 4733, 13517, 2002, 825, 12397, 15434, 7340, 17518, 41273, 28579, 30945, 24594, 30003, 31674, 30142]",gemma2:9b,50,workclass,State-gov,1.5,1.0
random,"[22525 32859 34949 12012 28406 12503 37475 46294 26393 16780 13171 41143
  4768  3235 39771  8002 37957 30080 39615 33651 40287 19247 38005 48391
 14899 48796 31274  4377 40678 42908   641 12400 35025 33849 39791  4211
 25110 35932 45385 18789 12963 42973  5149 45430 40607 18914    28 21165
 21097   241]","[22525 32859 34949 12012 28406 12503 37475 46294 26393 16780 13171 41143
  4768  3235 39771  8002 37957 30080 39615 33651 40287 19247 38005 48391
 14899 48796 31274  4377 40678 42908   641 12400 35025 33849 39791  4211
 25110 35932 45385 18789 12963 42973  5149 45430 40607 18914    28 21165
 21097   241]",,50,workclass,State-gov,0.19587486157253597,0.8
opt,"[48796 40678 18789  5149 14899 13171 45430 12012 33849 25110 41143 39771
  4211 40607 35025   641 26393 40287 37957 46294 37475 42908  4377 33651
  8002 39615 42973 35932    28 34949 22525 32859 45385 12963 48391 21097
   241  4768 19247 12503 39791 28406 31274 18914 12400 38005 16780  3235
 21165 30080]","[5149, 40287, 46294, 48796, 40678, 18789, 14899, 13171, 45430, 12012, 33849, 25110, 41143, 39771, 4211, 40607, 35025, 641, 26393, 37957, 37475, 42908, 4377, 33651, 8002, 39615, 42973, 35932, 28, 34949, 22525, 32859, 45385, 12963, 48391, 21097, 241, 4768, 19247, 12503, 39791, 28406, 31274, 18914, 12400, 38005, 16780, 3235, 21165, 30080]",,50,workclass,State-gov,1.8333333333333333,1.0
warmup,"[40287 48391  5149 21097 38005 45430 12503 26393 34949 39771 39791 14899
   641 21165 12012 48796 37475 35932    28 12400 13171  4211 22525  4768
 30080 42973 33849  4377 25110   241 12963 37957  8002 45385 18914 31274
 32859  3235 33651 46294 40678 35025 39615 28406 41143 18789 40607 42908
 19247 16780]","[40287, 5149, 39771, 48796, 46294, 48391, 21097, 38005, 45430, 12503, 26393, 34949, 39791, 14899, 641, 21165, 12012, 37475, 35932, 28, 12400, 13171, 4211, 22525, 4768, 30080, 42973, 33849, 4377, 25110, 241, 12963, 37957, 8002, 45385, 18914, 31274, 32859, 3235, 33651, 40678, 35025, 39615, 28406, 41143, 18789, 40607, 42908]",gemma2:9b,50,workclass,State-gov,1.7,1.0
bigraph,"[38005 18914 42973 12400  5149 21165 12503 30080  4211 14899  8002 39771
 45430 31274 40607 40678 18789 21097 33651 35025 12963 48391 32859 22525
 48796  4377 39615    28 13171  3235 35932 39791 45385   241 19247 25110
 42908 37475 41143   641 33849 46294 16780 28406 40287 34949 26393 37957
  4768 12012]","[46294, 40287, 42973, 5149, 4377, 13171, 37475, 35025, 39615, 33651, 641, 4768, 38005, 18914, 12400, 21165, 12503, 30080, 4211, 14899, 8002, 39771, 45430, 31274, 40607, 40678, 18789, 21097, 12963, 48391, 32859, 22525, 48796, 28, 3235, 35932, 39791, 45385, 241, 19247, 25110, 42908, 41143, 33849, 16780, 28406, 34949, 26393, 37957, 12012]",gemma2:9b,50,workclass,State-gov,1.75,2.4
random,"[11526 27983 15785 44821 33488 44373 39961 11781 14827 33467 29114 23446
  8189 27404 11902 16750 28142 13590 28450 19083 40495  4642  5165 39831
 16230 12935 23284 35394  7086 32687 41283  2527 27095 47276 25853 27303
 42533 30556 16393 47017 26228 27614 32756 42043 27171 40747  9791 40692
  3761 10564]","[11526 27983 15785 44821 33488 44373 39961 11781 14827 33467 29114 23446
  8189 27404 11902 16750 28142 13590 28450 19083 40495  4642  5165 39831
 16230 12935 23284 35394  7086 32687 41283  2527 27095 47276 25853 27303
 42533 30556 16393 47017 26228 27614 32756 42043 27171 40747  9791 40692
  3761 10564]",,50,workclass,State-gov,0.14215686274509803,0.2
