algorithm,original,reordered,model,size,column,value,rank_utils,gpt-4o-mini_error
warmup,"[232 929 481 778 123 831 626 539 298 921 768 413 731 719 519 564 941 149
 358 733   2 468 198 806 659 145  40 700 634 670 151 777 502 286 861  15
 262  90 663 568 531 514 428 892 732 713  76 788 651 377  26 297 614 193
 115 277 391 728 673 325]","[123, 298, 941, 198, 468, 198, 468, 40, 634, 90, 90, 531, 76, 26, 232, 929, 481, 778, 831, 626, 539, 921, 768, 413, 731, 719, 519, 564, 149, 358, 733, 2, 806, 659, 145, 700, 670, 151, 777, 502, 286, 861, 15, 262, 663, 568, 514, 428, 892, 732, 713, 788, 651, 377, 297, 614, 193, 115, 277, 391]",deepseek-coder-v2:16b,60,High_Rated,True,1.5360079325245724,3.2
bigraph,"[468 921 232  90 531  76 634 941 564 673 651  26 768 286 778   2 262 670
 777 731 806 514 519 728 325 732 626 198 115 298 831 700 929 145  15 277
 123 502 614 391 413 663 193 861 151 719 733 892 428 297 481 788 568 713
 659 358 539 149  40 377]","[40, 76, 90, 2, 123, 26, 115, 15, 626, 731, 651, 151, 325, 564, 831, 519, 149, 777, 531, 468, 391, 670, 806, 481, 514, 502, 892, 663, 614, 145, 568, 634, 428, 232, 929, 941, 262, 297, 539, 788, 358, 733, 861, 377, 659, 921, 673, 768, 286, 778, 728, 732, 198, 298, 700, 277, 413, 193, 719, 713]",deepseek-coder-v2:16b,60,High_Rated,True,2.7178571428571425,3.2
random,"[430 258 405  84 267 910 846  90 254 164 128 256 532 843 816 327 142 625
 790 799 115 662 661 858 684 880 287  67 857 251 844 412 480 126  77 940
 983 177 548 148 998 829 647 673 464 396 580 235 672 920 220 519 189 932
  96 213 984 269 707 218]","[430, 258, 405, 84, 267, 910, 846, 90, 254, 164, 128, 256, 532, 843, 816, 327, 142, 625, 790, 799, 115, 662, 661, 858, 684, 880, 287, 67, 857, 251, 844, 412, 480, 126, 77, 940, 983, 177, 548, 148, 998, 829, 647, 673, 464, 396, 580, 235, 672, 920, 220, 519, 189, 932, 96, 213, 984, 269, 707, 218]",,60,High_Rated,True,0.5344983447924624,4.4
opt,"[235 940 128  84 115 251 816 220 164 829 396 269 480 405 532 625 267 256
 843 983 213 880 142  77 647 412 126 218 998 857 684 932 519 327  90 790
 673 430  67 858 464 662 287 672  96 920 844 548 258 254 799 189 910 177
 580 846 148 984 707 661]","[84, 115, 77, 126, 90, 67, 96, 235, 940, 128, 251, 816, 220, 164, 829, 396, 269, 480, 405, 532, 625, 267, 256, 843, 983, 213, 880, 142, 647, 412, 218, 998, 857, 684, 932, 519, 327, 790, 673, 430, 858, 464, 662, 287, 672, 920, 844, 548, 258, 254, 799, 189, 910, 177, 580, 846, 148, 984, 707, 661]",,60,High_Rated,True,2.5928571428571425,0.6
warmup,"[218 998 920 684 258 647 857 405 673 816 269 984 128 846 254 256 790 327
 844  84 662 661 396  96 532 142 858 580 177 932 625 164 940 115 672 983
 412 707 213 235 829 799  90 910  77 430 267 287 843 189 148 220 480 126
 251 880  67 548 464 519]","[218, 327, 84, 115, 115, 412, 998, 920, 684, 258, 647, 857, 405, 673, 816, 269, 984, 128, 846, 254, 256, 790, 844, 662, 661, 396, 96, 532, 142, 858, 580, 177, 932, 625, 164, 940, 672, 983, 707, 213, 235, 829, 799, 90, 910, 77, 430, 267, 287, 843, 189, 148, 220, 480, 126, 251, 880, 67, 548, 464]",deepseek-coder-v2:16b,60,High_Rated,True,0.9002599710245885,1.8
bigraph,"[790 684 430  90  77 532 220 235 256 405 920 464 843 218 647 480 932 412
 269 984 707 983 880 254 998 580 673 844 816 846 164  96 672 910 829 287
 519 857 177 940 625 189 661 148 327 799  84 258 115 251  67 267 128 858
 142 396 548 213 662 126]","[96, 84, 67, 126, 940, 77, 816, 673, 684, 267, 519, 90, 115, 177, 857, 269, 672, 932, 412, 327, 846, 625, 799, 829, 998, 164, 480, 258, 148, 220, 548, 142, 251, 287, 707, 858, 256, 920, 189, 430, 464, 880, 218, 254, 662, 405, 396, 843, 983, 661, 647, 984, 790, 532, 235, 580, 844, 910, 128, 213]",deepseek-coder-v2:16b,60,High_Rated,True,2.41025641025641,1.8
random,"[203 705 260  62  72  30 792 313 782 874 819 492 893  64  47 320 551 654
 843 329 382 609  95 338  37 359 139 924 480 215 393 832 437 857 572 383
 353 907 679 891 936  91 151  68  35 314 601 797 769 940 102 583 194 434
 119  56 648 684 387 767]","[203, 705, 260, 62, 72, 30, 792, 313, 782, 874, 819, 492, 893, 64, 47, 320, 551, 654, 843, 329, 382, 609, 95, 338, 37, 359, 139, 924, 480, 215, 393, 832, 437, 857, 572, 383, 353, 907, 679, 891, 936, 91, 151, 68, 35, 314, 601, 797, 769, 940, 102, 583, 194, 434, 119, 56, 648, 684, 387, 767]",,60,High_Rated,True,0.9626459885667048,7.4
opt,"[792 654 151 387 583 924 383 684 382  68 359 797  37  64 936  62 893  91
 705 480  72  56 139 551 314 119 601 767  30 353 320 437 769 313  35 891
 782 843 940 819 609 329 434 260 393 572 874 492 102 338  47 679 648 215
 832 857 194 203  95 907]","[68, 37, 64, 62, 91, 72, 56, 119, 30, 35, 102, 47, 95, 792, 654, 151, 387, 583, 924, 383, 684, 382, 359, 797, 936, 893, 705, 480, 139, 551, 314, 601, 767, 353, 320, 437, 769, 313, 891, 782, 843, 940, 819, 609, 329, 434, 260, 393, 572, 874, 492, 338, 679, 648, 215, 832, 857, 194, 203, 907]",,60,High_Rated,True,3.180133755133755,3.6
warmup,"[ 37  30 492 329 891 609 843 583 359 832 119 383 819  91 203 874  68 797
 139 194 936 601 387 893 393 314  56 480  72 940 857 907 151 684 679 260
 769 434 572 924 648 437 654 767 382 551 313  64 705 353 320  47  62 102
  95 338 215 792  35 782]","[492, 37, 30, 797, 68, 601, 387, 893, 56, 151, 769, 648, 64, 47, 47, 329, 891, 609, 843, 583, 359, 832, 119, 383, 819, 91, 203, 874, 139, 194, 936, 393, 314, 480, 72, 940, 857, 907, 684, 679, 260, 434, 572, 924, 437, 654, 767, 382, 551, 313, 705, 353, 320, 62, 102, 95, 338, 215, 792, 35]",deepseek-coder-v2:16b,60,High_Rated,True,1.5411981335894376,1.4
bigraph,"[492 194 382 139 792 705 203  35 260 843 832 797 383 480 891 314 353 359
 338  72 434 874  64 551 936  37  95 151  62  56 215 684 313  30 907 679
 648 819 940 393 320 924 387 583 609  47 654 893 119 437 572 769 102 782
  68 767 857 329  91 601]","[95, 47, 102, 35, 56, 30, 119, 72, 64, 91, 393, 492, 782, 382, 68, 601, 891, 907, 936, 874, 62, 215, 37, 609, 313, 437, 383, 434, 194, 260, 769, 583, 684, 572, 940, 329, 359, 843, 705, 151, 353, 139, 792, 203, 832, 797, 480, 314, 338, 551, 679, 648, 819, 320, 924, 387, 654, 893, 767, 857]",deepseek-coder-v2:16b,60,High_Rated,True,3.0867322291235335,1.8
random,"[165 661 863 211 915 136 695 113 436 499 322 254 544 273 774 819 856 181
 853 690 694 351 316 754 750 189 261  59 649   8 384 389 995 497  16 811
 800 665 957 550 381 503 718 900 207 156 115 356 244 518 740 697 405 890
  74 919 572  91 906 802]","[165, 661, 863, 211, 915, 136, 695, 113, 436, 499, 322, 254, 544, 273, 774, 819, 856, 181, 853, 690, 694, 351, 316, 754, 750, 189, 261, 59, 649, 8, 384, 389, 995, 497, 16, 811, 800, 665, 957, 550, 381, 503, 718, 900, 207, 156, 115, 356, 244, 518, 740, 697, 405, 890, 74, 919, 572, 91, 906, 802]",,60,High_Rated,True,0.2793188408558914,2.4
opt,"[503 165 544 750 322 115 863 919  59 316 690 695 900 207 261 351  74 740
 995 381 389 436 774 697 136 906 811 802 915 550 853 890 189 244 497   8
 957 649 800 356 211 181 819 254 665  16 273 499 718 113 384 572 156 661
 518 405  91 856 754 694]","[115, 59, 74, 8, 16, 113, 91, 503, 165, 544, 750, 322, 863, 919, 316, 690, 695, 900, 207, 261, 351, 740, 995, 381, 389, 436, 774, 697, 136, 906, 811, 802, 915, 550, 853, 890, 189, 244, 497, 957, 649, 800, 356, 211, 181, 819, 254, 665, 273, 499, 718, 384, 572, 156, 661, 518, 405, 856, 754, 694]",,60,High_Rated,True,2.5928571428571425,1.2
warmup,"[697 890 856 189 356 389 915 819 384 550 544 436 863 957 322 244 503 694
 995 181 211 497 165 900 853 261 754 800 690 665  74 518 136   8 802  16
 750 113 381 740 919 718 351 156 774 649  91 572 405 906 316 207 811 254
 115 273  59 661 695 499]","[697, 384, 384, 863, 503, 211, 853, 665, 74, 74, 8, 16, 919, 774, 405, 115, 254, 661, 59, 890, 856, 189, 356, 389, 915, 819, 550, 544, 436, 957, 322, 244, 694, 995, 181, 497, 165, 900, 261, 754, 800, 690, 518, 136, 802, 750, 113, 381, 740, 718, 351, 156, 649, 91, 572, 906, 316, 207, 811, 273]",deepseek-coder-v2:16b,60,High_Rated,True,0.5402802285641031,1.2
bigraph,"[113 863 244 718 316 740 115  91 497 661 800 550 572   8 181 919 649 322
 499 695 273 754 995 697 207 853 189 351 915 261 819 503 405 518 389 774
 211 750  59 957 384 254 856 156 165 436 544 802  74 356 665 690 694 811
 906 890 900 381 136  16]","[8, 74, 16, 113, 115, 697, 503, 694, 59, 497, 273, 405, 665, 156, 189, 207, 389, 906, 136, 91, 802, 261, 211, 381, 351, 544, 649, 915, 995, 356, 754, 890, 919, 853, 181, 436, 863, 244, 718, 316, 740, 661, 800, 550, 572, 322, 499, 695, 819, 518, 774, 750, 957, 384, 254, 856, 165, 690, 811, 900]",deepseek-coder-v2:16b,60,High_Rated,True,2.444444444444444,1.2
random,"[803 290 112 937 170 353 163 611  25 489 844 676 546 587 413 839 279 794
 621 138 538  19 133 120 218 694 199 473 789  60 317 308 860 213 350 779
 606 407 551 245 533 572 177 396 207 892 997 275 821 282 119 531  23 355
  50 825 255 410  56  33]","[803, 290, 112, 937, 170, 353, 163, 611, 25, 489, 844, 676, 546, 587, 413, 839, 279, 794, 621, 138, 538, 19, 133, 120, 218, 694, 199, 473, 789, 60, 317, 308, 860, 213, 350, 779, 606, 407, 551, 245, 533, 572, 177, 396, 207, 892, 997, 275, 821, 282, 119, 531, 23, 355, 50, 825, 255, 410, 56, 33]",,60,High_Rated,True,0.6551723949554045,2.8
opt,"[825 353 218 794 997  50 546 177  56 587 572 473 213 112 245 290 275 120
 937  33 621 413 396 676 133 119 892 821 163 138  25 199 407 207 538 350
 839 606 533 308 170 282 789 255 489 279 803  60 551 531 355 611 860  23
 694 779 844 317 410  19]","[50, 56, 112, 120, 33, 119, 25, 60, 23, 19, 825, 353, 218, 794, 997, 546, 177, 587, 572, 473, 213, 245, 290, 275, 937, 621, 413, 396, 676, 133, 892, 821, 163, 138, 199, 407, 207, 538, 350, 839, 606, 533, 308, 170, 282, 789, 255, 489, 279, 803, 551, 531, 355, 611, 860, 694, 779, 844, 317, 410]",,60,High_Rated,True,2.9289682539682538,0.8
warmup,"[892 538 213  56 789 177 163 821 546 779  50 317 407 413 275 170  33 621
 844 353 489 355  25 120 279 396 207 694 138 997 119 410 839 218 676 308
 350  23 587 611 133 860 533 282 473 794 937 199 112  60 531 825 255  19
 290 551 803 245 572 606]","[407, 33, 353, 25, 279, 23, 23, 531, 112, 60, 892, 538, 213, 56, 789, 177, 163, 821, 546, 779, 50, 317, 413, 275, 170, 621, 844, 489, 355, 120, 396, 207, 694, 138, 997, 119, 410, 839, 218, 676, 308, 350, 587, 611, 133, 860, 533, 282, 473, 794, 937, 199, 825, 255, 19, 290, 551, 803, 245, 572]",deepseek-coder-v2:16b,60,High_Rated,True,1.468975468975469,2.2
bigraph,"[199 531 621 170 355 825 676  56  33 892 821 177 353 407  60 844 410 538
 413 275 207  23 112 120 255 473 279 290 606 779  19 997 396 282 489 163
 937 218 213 245 119 350  25 789 587 839 138 133 803 694 572 611  50 794
 533 308 860 551 546 317]","[56, 23, 120, 19, 119, 25, 50, 821, 317, 290, 839, 112, 170, 60, 396, 997, 33, 353, 694, 308, 410, 213, 531, 133, 572, 489, 551, 177, 355, 803, 207, 199, 538, 413, 138, 621, 825, 676, 892, 407, 844, 275, 255, 473, 279, 606, 779, 282, 163, 937, 218, 245, 350, 789, 587, 611, 794, 533, 860, 546]",deepseek-coder-v2:16b,60,High_Rated,True,2.806442577030812,4.0
random,"[130 846 758 693 115 985 783 702 411  67 980 307 597 441 784 735 402 719
 714 114  88 442 111 372 890 831 181 886 796 378 243 567 696 429 852 241
 190 348 470 911 964 782 998 228  52 547 374 584 495 662   0  57 847 509
 620  47 744 440 141 879]","[130, 846, 758, 693, 115, 985, 783, 702, 411, 67, 980, 307, 597, 441, 784, 735, 402, 719, 714, 114, 88, 442, 111, 372, 890, 831, 181, 886, 796, 378, 243, 567, 696, 429, 852, 241, 190, 348, 470, 911, 964, 782, 998, 228, 52, 547, 374, 584, 495, 662, 0, 57, 847, 509, 620, 47, 744, 440, 141, 879]",,60,High_Rated,True,0.5200152859360021,2.2
opt,"[964 509 348 111 495 470 228 372  52  67 181 440 783 374 719 130 241 758
 378 796 696 190  88 411 702 547 744 879 114 735 620 441 985 693 429 831
  57 442 597 847 141 852 307 784 980   0 115 890 998 782 402 567 911 714
 886 662 584  47 243 846]","[111, 52, 67, 88, 114, 57, 0, 115, 47, 964, 509, 348, 495, 470, 228, 372, 181, 440, 783, 374, 719, 130, 241, 758, 378, 796, 696, 190, 411, 702, 547, 744, 879, 735, 620, 441, 985, 693, 429, 831, 442, 597, 847, 141, 852, 307, 784, 980, 890, 998, 782, 402, 567, 911, 714, 886, 662, 584, 243, 846]",,60,High_Rated,True,2.8289682539682537,3.0
warmup,"[509 348 852 911 702 846 378 998 441 784 847 442 662 567 719 985  52 964
  47 782 890 181  67 584 228 783 372 495   0 243 307 374 411 547 831 111
 696 440 241 115 597 190  88 758 130 429 980 744 141 735  57 114 886 796
 620 879 693 470 714 402]","[509, 702, 441, 662, 964, 52, 181, 67, 783, 228, 0, 0, 547, 440, 115, 88, 88, 130, 57, 57, 57, 114, 693, 348, 852, 911, 846, 378, 998, 784, 847, 442, 567, 719, 985, 47, 782, 890, 584, 372, 495, 243, 307, 374, 411, 831, 111, 696, 241, 597, 190, 758, 429, 980, 744, 141, 735, 886, 796, 620]",deepseek-coder-v2:16b,60,High_Rated,True,0.8986588325309426,2.0
bigraph,"[735 241 714 886 509 567 130 719 964 441 114 111 911 307 190 782 181 584
 141  47 115 744 429 702 228 374 440 847 495 411 243  52  57 696 547  88
 662 402 879 784 998 597 758  67 348 890 852 985 783 442 846 470 378 693
 372 796 980   0 620 831]","[111, 88, 796, 0, 114, 719, 442, 411, 980, 243, 115, 890, 52, 348, 181, 67, 57, 758, 372, 307, 47, 509, 374, 567, 228, 744, 441, 141, 879, 911, 985, 784, 130, 429, 702, 597, 846, 696, 783, 620, 847, 852, 998, 470, 190, 584, 735, 241, 714, 886, 964, 782, 440, 495, 547, 662, 402, 378, 693, 831]",deepseek-coder-v2:16b,60,High_Rated,True,2.28677474486298,5.2
random,"[347 641  60  92 396 672 468  99 710 313 730  20 900 478 417 824 125 661
 375 926 287  81 610 683 473 865 432 350  37 135 594 525 338 343 648  73
 835 498 964 184 586 453  54 792 362 765 894 588  59 322   1 531 643  87
 748 369 430 573 932 341]","[347, 641, 60, 92, 396, 672, 468, 99, 710, 313, 730, 20, 900, 478, 417, 824, 125, 661, 375, 926, 287, 81, 610, 683, 473, 865, 432, 350, 37, 135, 594, 525, 338, 343, 648, 73, 835, 498, 964, 184, 586, 453, 54, 792, 362, 765, 894, 588, 59, 322, 1, 531, 643, 87, 748, 369, 430, 573, 932, 341]",,60,High_Rated,True,1.039995616806012,1.4
opt,"[964 135 765 835  87 588  59  60 661 362 610  37 824 573  73 184 641 498
 594 396 453 343 865  92 586 287 473 430  54  81 478  20 730 710 683 525
 531 347 468 350  99 748 900 322   1 341 648 432 672 926 792 375 125 894
 643 369 932 338 417 313]","[87, 59, 60, 37, 73, 92, 54, 81, 20, 99, 1, 125, 964, 135, 765, 835, 588, 661, 362, 610, 824, 573, 184, 641, 498, 594, 396, 453, 343, 865, 586, 287, 473, 430, 478, 730, 710, 683, 525, 531, 347, 468, 350, 748, 900, 322, 341, 648, 432, 672, 926, 792, 375, 894, 643, 369, 932, 338, 417, 313]",,60,High_Rated,True,3.103210678210678,3.8
warmup,"[184  37 453 362 926 343 396 375 894 432 322 710  92 468 900 430 610 683
 672 865 748 498 661   1  54  60 287 478 135  81 338 792 350 586 525  20
 417 730 964 932 125  87 643 588  99 573 347 531 341 313  73 473 835 765
 369 824 648  59 594 641]","[37, 37, 926, 610, 1, 60, 287, 54, 60, 586, 20, 417, 125, 87, 643, 313, 73, 341, 835, 59, 59, 184, 453, 362, 343, 396, 375, 894, 432, 322, 710, 92, 468, 900, 430, 683, 672, 865, 748, 498, 661, 478, 135, 81, 338, 792, 350, 525, 730, 964, 932, 588, 99, 573, 347, 531, 473, 765, 369, 824]",deepseek-coder-v2:16b,60,High_Rated,True,2.571326291324904,6.2
bigraph,"[125 683 347 792 710 184 338 926 865  99 525 661  81 894 586 478 672 350
  92 375  20 573 135 453  87 610 343 824 765 641 287 396 473 835 932 588
 341 900 369 362  60 313 468 531   1  54 648  37 643 748 417 730 432 964
 430  59  73 322 594 498]","[54, 37, 59, 81, 87, 73, 125, 92, 20, 362, 341, 350, 1, 531, 99, 60, 396, 648, 643, 641, 417, 661, 453, 765, 792, 594, 894, 865, 375, 730, 748, 468, 313, 343, 683, 430, 287, 369, 610, 588, 964, 478, 338, 135, 498, 824, 525, 586, 473, 347, 710, 184, 926, 672, 573, 835, 932, 900, 432, 322]",deepseek-coder-v2:16b,60,High_Rated,True,3.0350579975579977,2.8
random,"[741 139 316 407 213 486  39 903 936 867 303 306 509 968  53 529 457 995
  89 757 419 288 805 444 750 223 613 733 220  36 748 296 747 203  12 362
 473 928   7  87 839 585 557 491 437 653 321  43 863 127 348 503 723 381
 274 271 664 230 860 547]","[741, 139, 316, 407, 213, 486, 39, 903, 936, 867, 303, 306, 509, 968, 53, 529, 457, 995, 89, 757, 419, 288, 805, 444, 750, 223, 613, 733, 220, 36, 748, 296, 747, 203, 12, 362, 473, 928, 7, 87, 839, 585, 557, 491, 437, 653, 321, 43, 863, 127, 348, 503, 723, 381, 274, 271, 664, 230, 860, 547]",,60,High_Rated,True,0.41553450935029884,4.0
opt,"[747 203 547 348 509 995  89 733 741 230  36 213 321 750 757 457 585 557
 223 296 805 748 274 613 303 444 664  43  87 928 867 316  53 903 491 936
   7 653 723 968 863 407 127  39  12 306 288 529 419 139 220 437 486 473
 362 839 860 381 271 503]","[89, 36, 43, 87, 53, 7, 127, 39, 12, 747, 203, 547, 348, 509, 995, 733, 741, 230, 213, 321, 750, 757, 457, 585, 557, 223, 296, 805, 748, 274, 613, 303, 444, 664, 928, 867, 316, 903, 491, 936, 653, 723, 968, 863, 407, 306, 288, 529, 419, 139, 220, 437, 486, 473, 362, 839, 860, 381, 271, 503]",,60,High_Rated,True,2.8289682539682537,1.6
warmup,"[213 903 303 230 223 486 547 503 733 407 653 968 491 928 839 863  89 757
  12 585 805  53 509 995 473 444 362   7 457 127 437 288 867 419 316 748
 664 936 613 321 723 348 274 750 381 557 203 306  43 860  39 747 741 271
 139 529 296  87  36 220]","[223, 733, 491, 53, 53, 444, 127, 664, 381, 39, 43, 39, 741, 213, 903, 303, 230, 486, 547, 503, 407, 653, 968, 928, 839, 863, 89, 757, 12, 585, 805, 509, 995, 473, 362, 7, 457, 437, 288, 867, 419, 316, 748, 936, 613, 321, 723, 348, 274, 750, 557, 203, 306, 860, 747, 271, 139, 529, 296, 87]",deepseek-coder-v2:16b,60,High_Rated,True,0.9830638072017382,0.8
bigraph,"[839  36 473  53  87 723 303  12 995 437 271 491 936  39  43 653 750 529
 220 903 860 362 316 748 867 127   7 547 457 213 288 230 223 509 503 321
 296 348 664  89 306 274 419 486 863 733 805 444 741 557 757 585 381 928
 613 407 747 203 139 968]","[89, 39, 7, 53, 43, 303, 12, 491, 362, 127, 36, 748, 723, 529, 805, 557, 296, 473, 741, 203, 87, 747, 288, 381, 306, 664, 220, 750, 213, 653, 860, 407, 348, 585, 995, 839, 437, 271, 936, 903, 316, 867, 547, 457, 230, 223, 509, 503, 321, 274, 419, 486, 863, 733, 444, 757, 928, 613, 139, 968]",deepseek-coder-v2:16b,60,High_Rated,True,2.6647186147186144,3.6
