algorithm,original,reordered,model,size,column,value
warmup,"[417 256  22 933 673 364 530 837 777 744 424 652 965 313 380 463 863 656
 248 689 100 541 929 202 471 199 217 667 137 569  29 489 401 910 147 559
 209 418 163 719 989 218 276 433 594 653 935 288 472 850 680 622  25 668
 131 610 666 939 720  67]","[22, 965, 463, 965, 100, 199, 29, 910, 401, 594, 668, 25, 417, 256, 933, 673, 364, 530, 837, 777, 744, 424, 652, 313, 380, 863, 656, 248, 689, 541, 929, 202, 471, 217, 667, 137, 569, 489, 147, 559, 209, 418, 163, 719, 989, 218, 276, 433, 653, 935, 288, 472, 850, 680, 622, 131, 610, 666, 939, 720]",qwen2:7b,60,High_Rated,True
bigraph,"[137  67 248 719 199 929 163 622  29 652 653 668 209 218 837 288 720 202
 418 744 910 424 667 569 666 463 472 433 777 965  22 610 380 594 364 989
 217 933 489 131 850 417 147 689 401 656 541 530 313 100 559  25 471 256
 935 939 673 276 680 863]","[67, 137, 248, 22, 472, 209, 29, 218, 471, 288, 217, 199, 25, 100, 256, 418, 489, 673, 463, 777, 541, 417, 401, 147, 850, 202, 276, 689, 131, 910, 610, 653, 622, 163, 719, 667, 559, 939, 965, 424, 364, 380, 530, 720, 569, 837, 863, 744, 929, 989, 652, 935, 313, 433, 668, 680, 666, 594, 933, 656]",qwen2:7b,60,High_Rated,True
random,"[529 532 492 255 253 599 608 611 740 666 776 135 180 902 901 512 459 260
 143 845 391 731 804 587 556 455 557 828 925 946  84 872  92 502 579  93
 674 270 355 295  20  39 660 923 447 829 211   2 881 339 801 268 715 508
 261 988 168 160 344 407]","[529 532 492 255 253 599 608 611 740 666 776 135 180 902 901 512 459 260
 143 845 391 731 804 587 556 455 557 828 925 946  84 872  92 502 579  93
 674 270 355 295  20  39 660 923 447 829 211   2 881 339 801 268 715 508
 261 988 168 160 344 407]",,60,High_Rated,True
opt,"[355 492 902 715 270 740 923 529 253 925 391 587 295 459 532  20 776 828
 845 211  84 135 579 988 901 447 660 143 731 611 168 801 344 407 502 180
 557 268 946 339 872 455 608 261 160  92 829   2 255 804 881 599 666 512
 556  39 260  93 508 674]","[355, 492, 902, 715, 270, 740, 923, 529, 253, 925, 391, 587, 295, 459, 532, 20, 776, 828, 845, 211, 84, 135, 579, 988, 901, 447, 660, 143, 731, 611, 168, 801, 344, 407, 502, 180, 557, 268, 946, 339, 872, 455, 608, 261, 160, 92, 829, 2, 255, 804, 881, 599, 666, 512, 556, 39, 260, 93, 508, 674]",,60,High_Rated,True
warmup,"[260 447 556 901 261   2  20 211 946 253 339 731 459 579 135 801 455 295
 512 180 492 828 255 666 355  39 660 529 674 508  84 532 160  93 923 902
 872 608 502 268 845 143 344 988 776 925 557 587 715 270 829 881 407 168
 611 740  92 599 804 391]","[459, 579, 135, 801, 39, 39, 84, 84, 608, 502, 872, 845, 92, 260, 447, 556, 901, 261, 2, 20, 211, 946, 253, 339, 731, 455, 295, 512, 180, 492, 828, 255, 666, 355, 660, 529, 674, 508, 532, 160, 93, 923, 902, 268, 143, 344, 988, 776, 925, 557, 587, 715, 270, 829, 881, 407, 168, 611, 740, 599]",qwen2:7b,60,High_Rated,True
bigraph,"[ 84 740 459 502 881 211 260   2 611 579 508 829 666 407 599 587 255 355
 270 135 180 608 872 268 845 339 923 715 160 512 902 674 776 168 529 447
 660 828 901 532 556 731 988 143 344  39  20 946 253 925 295  92 801 804
 557  93 492 261 391 455]","[39, 512, 168, 84, 92, 2, 845, 143, 611, 93, 502, 339, 255, 20, 391, 776, 180, 988, 674, 253, 801, 556, 270, 901, 492, 828, 260, 579, 135, 529, 532, 881, 455, 407, 923, 211, 829, 740, 447, 355, 666, 946, 261, 715, 344, 608, 902, 268, 872, 160, 660, 508, 295, 925, 731, 804, 459, 587, 557, 599]",qwen2:7b,60,High_Rated,True
random,"[343   4 896 708 825 347 773  80 971 593 821 582 256 672 445 812 512  74
 774 698 566 816 587 922 131 416 759 757 850 804 869 412 220 664 206 398
 410  23 263 608   5 905 538 986 730 450  46 170 628 484 607 871  17  57
 310 202 174 243 365 554]","[343   4 896 708 825 347 773  80 971 593 821 582 256 672 445 812 512  74
 774 698 566 816 587 922 131 416 759 757 850 804 869 412 220 664 206 398
 410  23 263 608   5 905 538 986 730 450  46 170 628 484 607 871  17  57
 310 202 174 243 365 554]",,60,High_Rated,True
opt,"[343 220 174 310 774 672   5 698  17 538 365 730 759 850 412 256 566 512
 243 416 773 593 410 554 170 347   4 871 202 896  23 869 757 986 582 206
 628 131  57 445  74 812 263 905 587 607 804 708  46 398 825 922 971 664
 608  80 484 816 450 821]","[343, 220, 174, 310, 774, 672, 5, 698, 17, 538, 365, 730, 759, 850, 412, 256, 566, 512, 243, 416, 773, 593, 410, 554, 170, 347, 4, 871, 202, 896, 23, 869, 757, 986, 582, 206, 628, 131, 57, 445, 74, 812, 263, 905, 587, 607, 804, 708, 46, 398, 825, 922, 971, 664, 608, 80, 484, 816, 450, 821]",,60,High_Rated,True
warmup,"[582 821 398 256   5 905 607 410  74 174 896 220 538 206 664 922 554 730
 445 708 365  17 170 202 971 628 412 416 587 774 672 986 759 757 131 512
 310  46 566 343 698  23 484 869  80 812  57 450 593 825 871 608 804 850
 816 263   4 347 243 773]","[582, 5, 607, 74, 220, 46, 80, 57, 80, 57, 4, 243, 4, 243, 821, 398, 256, 905, 410, 174, 896, 538, 206, 664, 922, 554, 730, 445, 708, 365, 17, 170, 202, 971, 628, 412, 416, 587, 774, 672, 986, 759, 757, 131, 512, 310, 566, 343, 698, 23, 484, 869, 812, 450, 593, 825, 871, 608, 804, 850]",qwen2:7b,60,High_Rated,True
bigraph,"[850 512 698 343 730 759 971 871 445 410 812 672 905 628 365  57 243   4
 566 416 708 347 896 816 412   5 825 398 263 804 773  46 593 664  17 986
 607 587 220 131 206 922 608  74 450 869 821 774 484 256 202 310 174 170
 582  80  23 554 757 538]","[220, 23, 74, 80, 5, 450, 170, 17, 206, 256, 4, 850, 131, 512, 672, 582, 587, 46, 412, 263, 698, 310, 57, 664, 566, 445, 922, 347, 825, 774, 759, 986, 896, 708, 628, 484, 410, 773, 812, 757, 343, 416, 821, 607, 871, 174, 730, 869, 538, 804, 971, 816, 202, 243, 905, 608, 593, 398, 554, 365]",qwen2:7b,60,High_Rated,True
random,"[934 257 959 500  15 342 586 182 952 180 296 442 958  36 939 769 233 101
 724 585 487 502 434 555 736 977 733 172 305 887 891 966  53 206 397 881
 395 109  64 763 710  94 131 385  70 782  42 120 360 771 990 818 379  93
 758 221 663 486 232 757]","[934 257 959 500  15 342 586 182 952 180 296 442 958  36 939 769 233 101
 724 585 487 502 434 555 736 977 733 172 305 887 891 966  53 206 397 881
 395 109  64 763 710  94 131 385  70 782  42 120 360 771 990 818 379  93
 758 221 663 486 232 757]",,60,High_Rated,True
opt,"[757 733 182 442 952 959  36 502 206 296 434 710 818 172 586 233 232 180
 782  70 769 360 990 221 109 555 977 342 966 724  94 736 771  93 881 887
 305 486 487 763  53 395 120 379 385 758  42 257  64 891 585 663 939  15
 397 934 131 958 101 500]","[757, 733, 182, 442, 952, 959, 36, 502, 206, 296, 434, 710, 818, 172, 586, 233, 232, 180, 782, 70, 769, 360, 990, 221, 109, 555, 977, 342, 966, 724, 94, 736, 771, 93, 881, 887, 305, 486, 487, 763, 53, 395, 120, 379, 385, 758, 42, 257, 64, 891, 585, 663, 939, 15, 397, 934, 131, 958, 101, 500]",,60,High_Rated,True
warmup,"[958 101 109 977 757  53 758 990 360 379 442 769 724 182 966  70 881 710
 771 232 233 952 763 891 959  93 887 434 257 296  94 221 555 487 733 934
 663 939 502 305 342 385 500 395 131  42  15 206 172 586 782  36 486 180
 397 120 818  64 736 585]","[101, 109, 53, 881, 221, 555, 120, 64, 818, 64, 64, 958, 977, 757, 758, 990, 360, 379, 442, 769, 724, 182, 966, 70, 710, 771, 232, 233, 952, 763, 891, 959, 93, 887, 434, 257, 296, 94, 487, 733, 934, 663, 939, 502, 305, 342, 385, 500, 395, 131, 42, 15, 206, 172, 586, 782, 36, 486, 180, 397]",qwen2:7b,60,High_Rated,True
bigraph,"[771 724 782  64 172 934 486 736 395 818 131 891 763 296 120 232 769 555
 757 397  15 180 487 109 221 500  42 758 977 887 342 434 360 206 710 233
 881 586 958 257  93 952 585 733 502  36 182  94 101 442 379 939  70 663
  53 305 966 990 385 959]","[101, 70, 15, 296, 305, 120, 36, 109, 397, 94, 42, 385, 93, 172, 206, 736, 233, 757, 53, 64, 182, 710, 232, 782, 360, 769, 131, 758, 763, 733, 586, 500, 771, 502, 221, 990, 881, 180, 891, 395, 257, 966, 958, 887, 585, 724, 342, 434, 934, 663, 379, 952, 442, 818, 486, 959, 939, 555, 487, 977]",qwen2:7b,60,High_Rated,True
random,"[344  52 543  47 598   3 441 749 606 368 878 704 553 658 156 333 231 387
 691 759 439 252 468 442 672 206 535 845 803 573 930 640 190  83 808 267
 451 157 748 420 386 359 871 995 840 297 286 758 277 824 876  23 484 583
 655 637 751 459  27 943]","[344  52 543  47 598   3 441 749 606 368 878 704 553 658 156 333 231 387
 691 759 439 252 468 442 672 206 535 845 803 573 930 640 190  83 808 267
 451 157 748 420 386 359 871 995 840 297 286 758 277 824 876  23 484 583
 655 637 751 459  27 943]",,60,High_Rated,True
opt,"[157 606 484  83   3 442 573 637 333 751 658 277 206 386 598 156 441 824
 749 420  47 878 252 995 943 535 190 359 231 640 553 704 583 297 803 543
 344 759 655 286 808  52 439 267 691 387 758 930 451 672 876  23 871 368
 748 459 840 468 845  27]","[157, 606, 484, 83, 3, 442, 573, 637, 333, 751, 658, 277, 206, 386, 598, 156, 441, 824, 749, 420, 47, 878, 252, 995, 943, 535, 190, 359, 231, 640, 553, 704, 583, 297, 803, 543, 344, 759, 655, 286, 808, 52, 439, 267, 691, 387, 758, 930, 451, 672, 876, 23, 871, 368, 748, 459, 840, 468, 845, 27]",,60,High_Rated,True
warmup,"[637 751 231  47 420 267 386 845 672 871 459 749 442 387 930 606 190 995
 277 824 297 286 344 439 840 808 876 691 553  23 157 206 943 583 543 156
 658 758 468 484  52 368 803 451 640 704 759 333   3 598  27 441 535 878
 655 748 573 359 252  83]","[751, 231, 751, 297, 286, 344, 439, 368, 52, 803, 52, 637, 47, 420, 267, 386, 845, 672, 871, 459, 749, 442, 387, 930, 606, 190, 995, 277, 824, 840, 808, 876, 691, 553, 23, 157, 206, 943, 583, 543, 156, 658, 758, 468, 484, 451, 640, 704, 759, 333, 3, 598, 27, 441, 535, 878, 655, 748, 573, 359]",qwen2:7b,60,High_Rated,True
bigraph,"[368 156 468 439 267 441 658 231  83 190 420 157 442  47 583 387 344 751
 672 543 655 758 930 824 640 459 637 297 748 840 333  23 808 598 871  52
 359 691 876 451 803 553 704 252 573 845 484 995 759   3 386  27 535 286
 277 943 606 878 206 749]","[386, 484, 553, 748, 206, 442, 995, 47, 658, 655, 267, 359, 231, 83, 803, 845, 333, 52, 27, 190, 749, 3, 758, 637, 468, 387, 598, 878, 535, 23, 439, 824, 573, 704, 691, 286, 252, 876, 277, 640, 871, 157, 583, 606, 943, 368, 930, 441, 672, 156, 543, 344, 420, 759, 459, 451, 297, 751, 808, 840]",qwen2:7b,60,High_Rated,True
random,"[328  37 686 694 585 162 465 652 838 266 978 434 830  26 610 430 607 896
 646 182 553 759 546 254  61 866 844 383 666 754   0 353 733  44 922 448
 952 101 616 869 562 561 818 910 747 523 641 819 626 341 760 848 699 359
 122  33 945  67 563 375]","[328  37 686 694 585 162 465 652 838 266 978 434 830  26 610 430 607 896
 646 182 553 759 546 254  61 866 844 383 666 754   0 353 733  44 922 448
 952 101 616 869 562 561 818 910 747 523 641 819 626 341 760 848 699 359
 122  33 945  67 563 375]",,60,High_Rated,True
opt,"[254 922 341 733 760 523 819 652 686 182 448 896  67 952 546 754 818 607
  61 945 759 434 266 561   0 562 694 869 838 383 375 978 699 328 910 585
 563 465 848 747 616 353 101  44 122 641  33 162 430  26 610 646 844 830
 359 626 866  37 666 553]","[254, 922, 341, 733, 760, 523, 819, 652, 686, 182, 448, 896, 67, 952, 546, 754, 818, 607, 61, 945, 759, 434, 266, 561, 0, 562, 694, 869, 838, 383, 375, 978, 699, 328, 910, 585, 563, 465, 848, 747, 616, 353, 101, 44, 122, 641, 33, 162, 430, 26, 610, 646, 844, 830, 359, 626, 866, 37, 666, 553]",,60,High_Rated,True
warmup,"[616 434 978 375  44 819 465 430 626 646 101 896  33 910 922 610 328 641
 945  26 383 666 952 553 353 162 760 838 546 182 869 694 699 607 759 585
 448 848 844 523 359 266 652 818  67 830  61 754 747 254 562  37 686 866
 733 563 561 122   0 341]","[44, 896, 26, 0, 122, 0, 616, 434, 978, 375, 819, 465, 430, 626, 646, 101, 33, 910, 922, 610, 328, 641, 945, 383, 666, 952, 553, 353, 162, 760, 838, 546, 182, 869, 694, 699, 607, 759, 585, 448, 848, 844, 523, 359, 266, 652, 818, 67, 830, 61, 754, 747, 254, 562, 37, 686, 866, 733, 563, 561]",qwen2:7b,60,High_Rated,True
bigraph,"[434  61 896 641 359 686  44 430 694 563 666 945 328 844 341 818 610 754
 830  33 616 733 848 266 101 553 626 646  67 448 353 978 838 383 747 523
 561 465 952 182 910 760 585  26 546   0 162 254 375 866  37 699 122 562
 607 819 869 922 759 652]","[553, 610, 562, 44, 0, 33, 341, 759, 67, 652, 61, 122, 101, 686, 383, 945, 747, 465, 266, 699, 646, 162, 585, 694, 37, 616, 359, 430, 523, 733, 952, 182, 563, 448, 375, 978, 754, 896, 838, 910, 626, 869, 607, 26, 819, 818, 830, 328, 848, 922, 666, 353, 434, 760, 546, 561, 844, 641, 866, 254]",qwen2:7b,60,High_Rated,True
random,"[925 654 380 896 198 290 245 885 897 397 645 750 771  98 323 150 251 417
 521 422 100  28  29 151 575 574 191 171 834 464 227 626 184 220 608  51
 145 131 670   9 296 216 306 483  56 209 651 980 769 117 819 889 140 642
 753 907 792  87  66 229]","[925 654 380 896 198 290 245 885 897 397 645 750 771  98 323 150 251 417
 521 422 100  28  29 151 575 574 191 171 834 464 227 626 184 220 608  51
 145 131 670   9 296 216 306 483  56 209 651 980 769 117 819 889 140 642
 753 907 792  87  66 229]",,60,High_Rated,True
opt,"[209 397 626 184 834 574 296 251 227 521 670 417 885 654 245 771 889 151
 753 145 483 819 229  51 750 220  87 980 792  66 769 645 191  28 907 608
 290 380 464 100 117 150 171 651 306  98  29 642 575  56 925 323 896 198
 216 140 422 131   9 897]","[209, 397, 626, 184, 834, 574, 296, 251, 227, 521, 670, 417, 885, 654, 245, 771, 889, 151, 753, 145, 483, 819, 229, 51, 750, 220, 87, 980, 792, 66, 769, 645, 191, 28, 907, 608, 290, 380, 464, 100, 117, 150, 171, 651, 306, 98, 29, 642, 575, 56, 925, 323, 896, 198, 216, 140, 422, 131, 9, 897]",,60,High_Rated,True
warmup,"[323 131 296 608 885  29 645 117 227 151 575 819 145 769 422 220  28 171
   9 464 184 834 897 907 150 100  66  56 251 417 896 626  87 792 483 925
 306 245 521 380 140 574 670 642 209 750 397 654 651 229 980 753  51 771
  98 216 889 198 290 191]","[323, 131, 296, 608, 29, 117, 100, 66, 87, 792, 229, 980, 753, 98, 51, 98, 885, 645, 227, 151, 575, 819, 145, 769, 422, 220, 28, 171, 9, 464, 184, 834, 897, 907, 150, 56, 251, 417, 896, 626, 483, 925, 306, 245, 521, 380, 140, 574, 670, 642, 209, 750, 397, 654, 651, 771, 216, 889, 198, 290]",qwen2:7b,60,High_Rated,True
bigraph,"[151 521  29 907 191 464 654  28 750 897 131 645 229 296 397  66 771 227
 140  87 575 417 885 380 117 896 216 245 651 290 626 198 819   9 306 150
 834 980 574 171 209 608 100 323 670 769 184  51  56 925 251 642 792 145
 422 220 483  98 753 889]","[323, 220, 9, 145, 87, 306, 51, 171, 834, 56, 66, 29, 131, 28, 209, 98, 117, 150, 191, 645, 140, 245, 100, 771, 885, 380, 575, 670, 216, 980, 151, 896, 889, 227, 397, 417, 229, 464, 626, 483, 422, 897, 642, 184, 296, 654, 792, 290, 753, 608, 651, 750, 521, 907, 769, 925, 819, 251, 198, 574]",qwen2:7b,60,High_Rated,True
random,"[849 635 341 611 274 555 847 174 930 951 967 185 142 642 216 186 749 497
 376 331  27  22 193 925 926 987 613 799 305 399 761 640  88 388 234 486
 821 453 415  50 150  81 554 118 624 511 291 860  14 559 244 204 865 496
 223  89 371 427 958 685]","[849 635 341 611 274 555 847 174 930 951 967 185 142 642 216 186 749 497
 376 331  27  22 193 925 926 987 613 799 305 399 761 640  88 388 234 486
 821 453 415  50 150  81 554 118 624 511 291 860  14 559 244 204 865 496
 223  89 371 427 958 685]",,60,High_Rated,True
opt,"[ 81 849 613 821 399 511 958 193 497 174  22 142 749 185 611 376 930 799
 847 925 244 951 554 234  88  89 274 559 860  50 761 204  14 453 341 118
 186 223 640 486 216 427 635 685 371 150 305 865 415 642 967  27 987 331
 926 624 496 291 388 555]","[81, 849, 613, 821, 399, 511, 958, 193, 497, 174, 22, 142, 749, 185, 611, 376, 930, 799, 847, 925, 244, 951, 554, 234, 88, 89, 274, 559, 860, 50, 761, 204, 14, 453, 341, 118, 186, 223, 640, 486, 216, 427, 635, 685, 371, 150, 305, 865, 415, 642, 967, 27, 987, 331, 926, 624, 496, 291, 388, 555]",,60,High_Rated,True
warmup,"[341 847 453 749 865 951 274 305 613 642  22 174 635 399 926  88 331 427
 204 624 930 118 234 849  14 223 415 150 185 388 761 511  27 486  81 376
 371 142 821 559 799 291 193 987 216 497  50 685 925 860 967 611  89 244
 555 186 554 958 496 640]","[22, 331, 118, 223, 14, 223, 27, 81, 371, 216, 89, 341, 847, 453, 749, 865, 951, 274, 305, 613, 642, 174, 635, 399, 926, 88, 427, 204, 624, 930, 234, 849, 415, 150, 185, 388, 761, 511, 486, 376, 142, 821, 559, 799, 291, 193, 987, 497, 50, 685, 925, 860, 967, 611, 244, 555, 186, 554, 958, 496]",qwen2:7b,60,High_Rated,True
bigraph,"[685 555 331 559  89 761 967 186 341 453 958 930 799 511 624 427 847 749
 193 399 234 554 486 244 640 849 371 635 951 274  27 216 415  81 223  14
 305 497 204 611 821  22  88 987 376 860 926 496 642 150 142 613 291 185
 174 865 118 388  50 925]","[118, 22, 89, 371, 27, 81, 14, 223, 415, 88, 50, 749, 234, 427, 204, 799, 453, 624, 951, 186, 142, 174, 274, 150, 511, 821, 376, 486, 967, 496, 930, 958, 926, 497, 860, 216, 611, 399, 987, 849, 305, 685, 331, 341, 388, 559, 640, 291, 555, 185, 193, 613, 635, 865, 642, 925, 554, 761, 244, 847]",qwen2:7b,60,High_Rated,True
