algorithm,original,reordered,model,size,column,value
warmup,"[25888 18237  7404 16408 22520 25885   800 31345 29107 12336  6025 26554
 29513 18660 17038  3347  5942 12260 17335 28451 30799 15189 25119 12054
 28145 22846 24818 31938  3106 28433 13918 31629 29459 22995 10049 31255
 26795  7952   784 15469 23010 17644 14746 20711 16661 32005  2871 25604
 20387  7397 25821 15162  2948 11955 29127  5964  4270 11461  3951 20545
  6683 17512 18661 31897 19378 11835  8531   890 11674 30673 20515 15100
   390  9714  1802  6057 11385 11175  9880 24978 13557 16027 16967  2548
  6602  4519  4284 18050 30868 14410 23034 16508 13707 23947  1732  6178
  4227 19433  4581 26882]","[22520, 29107, 5942, 30799, 29459, 7952, 784, 15469, 20711, 7397, 20387, 25821, 20387, 2948, 11955, 2948, 11461, 3951, 4270, 19378, 30673, 20515, 20515, 390, 11385, 30868, 19433, 19433, 25888, 18237, 7404, 16408, 25885, 800, 31345, 12336, 6025, 26554, 29513, 18660, 17038, 3347, 12260, 17335, 28451, 15189, 25119, 12054, 28145, 22846, 24818, 31938, 3106, 28433, 13918, 31629, 22995, 10049, 31255, 26795, 23010, 17644, 14746, 16661, 32005, 2871, 25604, 15162, 29127, 5964, 20545, 6683, 17512, 18661, 31897, 11835, 8531, 890, 11674, 15100, 9714, 1802, 6057, 11175, 9880, 24978, 13557, 16027, 16967, 2548, 6602, 4519, 4284, 18050, 14410, 23034, 16508, 13707, 23947, 1732]",qwen2:7b,100,code_module,EEE
bigraph,"[ 2948 25119 22995 18050 28433 28145 16967  6602 12054 16661  1802 25885
 14410 13557 11955 12260 31938 19378  3951  4227  2548 29459   390  4519
  9880 17512  7952 18237 16408 32005 31897 18661  6057 17644 15100 22846
 25888  8531 17038  6683 18660  3347 16027 23010 22520 24818  7404 29127
 24978 26795 30673  4581 16508 23947 13918 26554 11175   890  4270 26882
 20387   800  9714 23034 30799 11385  3106  1732 10049  4284 11674 15469
 20711  2871  5942 20515  5964  7397 11835 29107 20545 31629 29513 31345
 25821 15189 12336 15162 17335 14746 31255  6178 13707 30868 25604   784
 11461 19433  6025 28451]","[7952, 31897, 18661, 20387, 20515, 20711, 12260, 28433, 4227, 22846, 17335, 4581, 12336, 20545, 19433, 6683, 800, 15100, 6602, 16661, 25885, 2548, 6057, 17038, 18660, 13918, 890, 26882, 4284, 30799, 23010, 1732, 29513, 29127, 17512, 22520, 19378, 15469, 23947, 22995, 9880, 25888, 14410, 31938, 7397, 15162, 1802, 30673, 17644, 31345, 31255, 11674, 2948, 25119, 18050, 28145, 16967, 12054, 13557, 11955, 3951, 29459, 390, 4519, 18237, 16408, 32005, 8531, 3347, 16027, 24818, 7404, 24978, 26795, 16508, 26554, 11175, 4270, 9714, 23034, 11385, 3106, 10049, 2871, 5942, 5964, 11835, 29107, 31629, 25821, 15189, 14746, 6178, 13707, 30868, 25604, 784, 11461, 6025, 28451]",qwen2:7b,100,code_module,EEE
random,"[26517  4513 15460 18555  1230 10606 27194 31247 17093 19087  9510 12722
 14849 11015  6230 19861 31245  8759 10170 19062  2802 31836  6174 29462
 12389 17003    82  2340  6742  2659 25801 19532   931 26226 32048  3874
  2439  3090 20078 18551   613 13710 28282 28540 17193 15773  2850 21724
 30846  4095 20247 17634 10817 28822  3331  8400  9958 11644 29918 32280
   812  9467  9768 10240 15301 15263 16937 24681  3766  3601 17283  4356
   829  5998  5325 31839 10955 12805  3055 18306 28799  4048 10224 20479
 22874 27522 24089 17910 30652  4891 13757 17260 17318 24690 22083  3962
 25782 19201 16219   612]","[26517  4513 15460 18555  1230 10606 27194 31247 17093 19087  9510 12722
 14849 11015  6230 19861 31245  8759 10170 19062  2802 31836  6174 29462
 12389 17003    82  2340  6742  2659 25801 19532   931 26226 32048  3874
  2439  3090 20078 18551   613 13710 28282 28540 17193 15773  2850 21724
 30846  4095 20247 17634 10817 28822  3331  8400  9958 11644 29918 32280
   812  9467  9768 10240 15301 15263 16937 24681  3766  3601 17283  4356
   829  5998  5325 31839 10955 12805  3055 18306 28799  4048 10224 20479
 22874 27522 24089 17910 30652  4891 13757 17260 17318 24690 22083  3962
 25782 19201 16219   612]",,100,code_module,EEE
opt,"[16937 32280 17910 18555 24690 10817  3331  9958  9467 19861 31839 10170
 19062 12805 10224  8759 18306 14849 28282 22874 18551   612 17193  4891
 11644 27522  4048 15773 17093 15460 13757   613  3090  4356 24681  1230
 26517 16219  5325   812 15263  6742 25801  3962  2659 28822   829  3601
 12389 12722 17003  2802 19201  4095 31245  9510 10240 17283 21724 28540
 29462 17318  2439 13710  3874    82 17260  4513 20479 10606  5998  2850
   931 27194 22083 30846  2340 24089 25782 20078  6230 19087 19532 10955
 28799  8400  3055 26226 32048 20247 17634  9768  3766 29918 11015  6174
 15301 31247 31836 30652]","[19861, 21724, 20479, 22083, 20078, 19532, 20247, 16937, 32280, 17910, 18555, 24690, 10817, 3331, 9958, 9467, 31839, 10170, 19062, 12805, 10224, 8759, 18306, 14849, 28282, 22874, 18551, 612, 17193, 4891, 11644, 27522, 4048, 15773, 17093, 15460, 13757, 613, 3090, 4356, 24681, 1230, 26517, 16219, 5325, 812, 15263, 6742, 25801, 3962, 2659, 28822, 829, 3601, 12389, 12722, 17003, 2802, 19201, 4095, 31245, 9510, 10240, 17283, 28540, 29462, 17318, 2439, 13710, 3874, 82, 17260, 4513, 10606, 5998, 2850, 931, 27194, 30846, 2340, 24089, 25782, 6230, 19087, 10955, 28799, 8400, 3055, 26226, 32048, 17634, 9768, 3766, 29918, 11015, 6174, 15301, 31247, 31836, 30652]",,100,code_module,EEE
warmup,"[13757  3766 19087  8759  3090  3601 13710  6174  4356 18306  4891 10817
 15460 15301 26517 17093  9958  9768 19861 17003 14849   931 20078  4513
 12805 24681 19201 31836 17283  2340 28822 25782  3874  2439  4048 20479
  3331 10240 17910 15263 20247 30652  6742  4095  1230   812 31839 19532
  9510 30846 29462 24089  2659 19062 28540 17634 16219 17318 24690   612
 28799 10955 10224 22874 18555 12722 31245 28282 15773  8400  2802  5325
 26226  3055 31247   829  9467 27522 29918 10606  3962    82 10170 11644
 11015 18551 32280 22083   613 17193 16937 21724 27194 17260 32048  6230
  5998 12389 25801  2850]","[3090, 15460, 15460, 20078, 12805, 4048, 3874, 20479, 20479, 812, 19532, 2659, 16219, 22083, 18551, 21724, 5998, 5998, 13757, 3766, 19087, 8759, 3601, 13710, 6174, 4356, 18306, 4891, 10817, 15301, 26517, 17093, 9958, 9768, 19861, 17003, 14849, 931, 4513, 24681, 19201, 31836, 17283, 2340, 28822, 25782, 2439, 3331, 10240, 17910, 15263, 20247, 30652, 6742, 4095, 1230, 31839, 9510, 30846, 29462, 24089, 19062, 28540, 17634, 17318, 24690, 612, 28799, 10955, 10224, 22874, 18555, 12722, 31245, 28282, 15773, 8400, 2802, 5325, 26226, 3055, 31247, 829, 9467, 27522, 29918, 10606, 3962, 82, 10170, 11644, 11015, 32280, 613, 17193, 16937, 27194, 17260, 32048, 6230]",qwen2:7b,100,code_module,EEE
bigraph,"[ 9958 10955 18555  5998  5325  9467 28540  4048 31839 21724  6742 20078
  3874 16219  1230 15263 19062 12389 26226   812  8400 10224  9510 27194
  4891  2340 30652  3090 24690 17634 10817  3601 11015 20479 31836 18551
 17003 28822 16937 10170   829 24681 28799  4513  4095   613 22083 13710
 19201 11644 30846 15460 17318  4356 12722 17910  3962 29918   612 17283
 10606  9768  6174 19087 19532  3766 31247  3331 19861 28282 12805 15301
 26517  2439  6230 14849 17260 29462 22874   931 24089 27522  2850 20247
    82 17193 31245 13757  3055 25782 32048  2802 25801 15773 32280 17093
  8759 18306  2659 10240]","[16219, 29918, 19861, 20247, 22083, 20078, 18555, 9768, 21724, 20479, 5998, 3766, 19532, 9467, 17193, 6742, 11015, 2850, 82, 29462, 26226, 30652, 18551, 15460, 17260, 17093, 2439, 4048, 3601, 28799, 2340, 10224, 31839, 18306, 15301, 27194, 31245, 4891, 24681, 17910, 16937, 15263, 14849, 3331, 4513, 22874, 10606, 10170, 19087, 32048, 6230, 3055, 17003, 2802, 31836, 26517, 5325, 3090, 13757, 13710, 6174, 2659, 15773, 28822, 11644, 10955, 9958, 28540, 3874, 1230, 19062, 12389, 812, 8400, 9510, 24690, 17634, 10817, 829, 4095, 613, 19201, 30846, 17318, 4356, 12722, 3962, 612, 17283, 31247, 28282, 12805, 931, 24089, 27522, 25782, 25801, 32280, 8759, 10240]",qwen2:7b,100,code_module,EEE
random,"[ 5494 22487 30313  5476  6326 31931 14868  4328  9309 18952 12859 30356
 26068  3683 25798 26233 26713 21853 10725 20363 13117  2223  4658  8349
 17892 30248 16265 26893  7230 28468  8462 28187 29517  9628 30585 23419
 13166 28696 10500 29235 28251 10566 14050 13218 24885 18460 29985  1519
 20120 26025 12101  3211 26726 19331 11399 17314 28820  1484 28141 10453
 29116 12269 15963 19812 19656 20834 20227 26159 23109 26702  6112  4910
 16129 23592 30039 20842 31814 24532  5324 13378 19420 10842  9050  3031
 13755  4564 12025 20314 28504  9386 18909 22908  1606  3175 20468 11320
 15307  7809 19389 25170]","[ 5494 22487 30313  5476  6326 31931 14868  4328  9309 18952 12859 30356
 26068  3683 25798 26233 26713 21853 10725 20363 13117  2223  4658  8349
 17892 30248 16265 26893  7230 28468  8462 28187 29517  9628 30585 23419
 13166 28696 10500 29235 28251 10566 14050 13218 24885 18460 29985  1519
 20120 26025 12101  3211 26726 19331 11399 17314 28820  1484 28141 10453
 29116 12269 15963 19812 19656 20834 20227 26159 23109 26702  6112  4910
 16129 23592 30039 20842 31814 24532  5324 13378 19420 10842  9050  3031
 13755  4564 12025 20314 28504  9386 18909 22908  1606  3175 20468 11320
 15307  7809 19389 25170]",,100,code_module,EEE
opt,"[20120  4910  9386 19331 23592  7230 26702 12269  7809 28696 19420 15307
 16265 28141 17314 23109 13218 22908 29235 26025 10566 30313 30585  3175
 17892  9628 31814 30356  3031 13166  5324 30248 30039  1484 20842 18952
 29116  2223  6112 18909 20227 20468 14050 28187  3211 23419  4328 12025
 28468 19812 12859  5476 13755 22487 20314 10842 26713 12101 13117 15963
 18460 29517 29985 31931  1606 26159  6326 24885  1519 25170 10453 11320
 28820 28504 13378 19389 10725 26068 10500 16129  8349  5494 14868 19656
 24532  3683  9309 26893  4658 20834 28251  4564  9050 20363 21853  8462
 11399 25798 26233 26726]","[20120, 19420, 20842, 20227, 20468, 19812, 20314, 19389, 19656, 20834, 20363, 21853, 4910, 9386, 19331, 23592, 7230, 26702, 12269, 7809, 28696, 15307, 16265, 28141, 17314, 23109, 13218, 22908, 29235, 26025, 10566, 30313, 30585, 3175, 17892, 9628, 31814, 30356, 3031, 13166, 5324, 30248, 30039, 1484, 18952, 29116, 2223, 6112, 18909, 14050, 28187, 3211, 23419, 4328, 12025, 28468, 12859, 5476, 13755, 22487, 10842, 26713, 12101, 13117, 15963, 18460, 29517, 29985, 31931, 1606, 26159, 6326, 24885, 1519, 25170, 10453, 11320, 28820, 28504, 13378, 10725, 26068, 10500, 16129, 8349, 5494, 14868, 24532, 3683, 9309, 26893, 4658, 28251, 4564, 9050, 8462, 11399, 25798, 26233, 26726]",,100,code_module,EEE
warmup,"[20120 26025  6112 10566 15307  4328  9386 16265 13166 19812  6326 12025
 13755  4564 26702 12269  5324 23419 10500 12101  1519 11399 30039 10453
 10842 19656 26159  8462 22908 17892 26713 29517 31814 26068 20834 18909
 25798 17314 14050 28820 26233  3175 30585  7809 19331 20314 25170 26726
  3211  3031 22487 16129 28468 28504 24532 29985 13218 28141  2223 26893
 19420  1606 18460 28187 23109  4658 30248  5476 28696 20227 11320  9309
 15963  9050 21853  4910 23592 29116 13378 28251 30313 14868  3683 24885
  5494 20363 10725  8349 18952 20842 12859 20468 31931 29235  1484 30356
 19389  9628 13117  7230]","[20120, 15307, 19656, 22908, 26233, 20314, 19331, 3211, 13218, 23109, 20227, 11320, 21853, 23592, 20842, 20468, 31931, 19389, 19389, 9628, 26025, 6112, 10566, 4328, 9386, 16265, 13166, 19812, 6326, 12025, 13755, 4564, 26702, 12269, 5324, 23419, 10500, 12101, 1519, 11399, 30039, 10453, 10842, 26159, 8462, 17892, 26713, 29517, 31814, 26068, 20834, 18909, 25798, 17314, 14050, 28820, 3175, 30585, 7809, 25170, 26726, 3031, 22487, 16129, 28468, 28504, 24532, 29985, 28141, 2223, 26893, 19420, 1606, 18460, 28187, 4658, 30248, 5476, 28696, 9309, 15963, 9050, 4910, 29116, 13378, 28251, 30313, 14868, 3683, 24885, 5494, 20363, 10725, 8349, 18952, 12859, 29235, 1484, 30356, 13117]",qwen2:7b,100,code_module,EEE
bigraph,"[28820  4564 10842 26702 26159  3211  8462  1519 29517 20227 18460  5324
 28468 13218 26025  6326 20468 20834 13166  8349 13755 26726 28251 23109
 30039  3031 12859 26233  2223 15307 12101  4658  5476 20120 19656 16265
 20363 11399 23592 10500 24885 25798 28187 28141 29116 17892 12025 24532
 22908 10566 30585 14868  9050 30356  4910 22487 20314  1606 28504 18909
 26893 20842 19420  7809 29985 31931 16129 30248 13378 12269 15963  4328
 23419  1484 31814 18952 30313  6112 21853 10453 19389  3683 25170 29235
  9309  5494 26713  9386 28696 26068 13117 14050 10725  7230 19331 17314
  3175  9628 19812 11320]","[10500, 19812, 1519, 13166, 8349, 20363, 28696, 20842, 20120, 4564, 19420, 20468, 19389, 29116, 2223, 17314, 14050, 18909, 30356, 9628, 29517, 30039, 24532, 28504, 13378, 28141, 18460, 19656, 21853, 20834, 20314, 20227, 10453, 16265, 24885, 16129, 9309, 30248, 1484, 5476, 28187, 11399, 3683, 1606, 22487, 26025, 17892, 19331, 7809, 28468, 25170, 25798, 23419, 6112, 12025, 9386, 26068, 12269, 28251, 12101, 26702, 13117, 23109, 10725, 4328, 26726, 7230, 23592, 10566, 26713, 4658, 28820, 10842, 26159, 3211, 8462, 5324, 13218, 6326, 13755, 3031, 12859, 26233, 15307, 22908, 30585, 14868, 9050, 4910, 26893, 29985, 31931, 15963, 31814, 18952, 30313, 29235, 5494, 3175, 11320]",qwen2:7b,100,code_module,EEE
random,"[15434 19805  6790  4271  5697 19719 26064  8492 25638  3714  4580 28467
  2739  6581 28194 10582 12280 23691 12580 18651 11854 21225   923 15762
 18234   562 16206 22424 32376 26341 15640   635 23296  4605  6000  5235
 22725  4906  8375 12275  5459  2823 15399 13183   177 29133 22989 24396
 27942 26516 24538 32208 30415 23938 28315  9943 26303 28483 12510 27986
 29638 25823 15191  7538 16796 17717 20721 10001 18801 18271 14048 26153
 11664  3026 29701 21239 20852  9206 32180 23078 24804  8939  7433  5739
 28203  3409 17047  1030 24112 10312 31703 25599 21803 13944  1612  4586
 15441  7836  3534 16750]","[15434 19805  6790  4271  5697 19719 26064  8492 25638  3714  4580 28467
  2739  6581 28194 10582 12280 23691 12580 18651 11854 21225   923 15762
 18234   562 16206 22424 32376 26341 15640   635 23296  4605  6000  5235
 22725  4906  8375 12275  5459  2823 15399 13183   177 29133 22989 24396
 27942 26516 24538 32208 30415 23938 28315  9943 26303 28483 12510 27986
 29638 25823 15191  7538 16796 17717 20721 10001 18801 18271 14048 26153
 11664  3026 29701 21239 20852  9206 32180 23078 24804  8939  7433  5739
 28203  3409 17047  1030 24112 10312 31703 25599 21803 13944  1612  4586
 15441  7836  3534 16750]",,100,code_module,EEE
opt,"[  177 15191 29701  7538  4906  5459  4580  3714 13183 23296 12275 26516
  3409 18801 25823 11664 29638 17047 16206 15640 32376 16796 21239 24112
  3026 21225  4605   635 22989  9206 26341 23691 23938  6581 30415  5235
 12510  4271 14048 12280 27986   923 11854  3534 25599 28315  5739  6000
 10001 31703 21803 19805 12580  1612  6790  7433 28483 10312 32208 15762
 16750 13944  4586 28203 28467 22725 28194 27942  8492  1030 20721 15441
 20852 26153  5697 24396  8375 19719  7836 22424  8939   562 15399 32180
 24804  9943  2823 25638 23078 17717 18651 26064 18234 24538 29133 26303
 18271  2739 15434 10582]","[21239, 21225, 21803, 19805, 20721, 20852, 19719, 177, 15191, 29701, 7538, 4906, 5459, 4580, 3714, 13183, 23296, 12275, 26516, 3409, 18801, 25823, 11664, 29638, 17047, 16206, 15640, 32376, 16796, 24112, 3026, 4605, 635, 22989, 9206, 26341, 23691, 23938, 6581, 30415, 5235, 12510, 4271, 14048, 12280, 27986, 923, 11854, 3534, 25599, 28315, 5739, 6000, 10001, 31703, 12580, 1612, 6790, 7433, 28483, 10312, 32208, 15762, 16750, 13944, 4586, 28203, 28467, 22725, 28194, 27942, 8492, 1030, 15441, 26153, 5697, 24396, 8375, 7836, 22424, 8939, 562, 15399, 32180, 24804, 9943, 2823, 25638, 23078, 17717, 18651, 26064, 18234, 24538, 29133, 26303, 18271, 2739, 15434, 10582]",,100,code_module,EEE
warmup,"[23938 22424  8939 17717 16206 24396 26341 28203 13183 21803  6000  3714
 23691 18271 26064  3409  1030 12280 23078  2823 15399   635 16796 15441
 19719 10312 31703 29133  7538  5697  8492 30415 11854 23296 15191  4271
 32208 15762 11664 24538 28194 26153 10001  9943  9206  4906 29701 28483
  5739 18234 27942 25823 17047   923  5459 14048 19805 25599  8375  6581
 28467 24804 18651 28315 12580 10582 21225 15434  4580  3026  6790  4586
 27986   177 20852 32376 29638  7836 26516 24112  5235 12510   562  3534
 25638 22725  1612  4605 18801 21239 15640 26303  2739 13944 32180 16750
 20721  7433 12275 22989]","[12280, 23078, 1030, 19719, 7538, 9206, 5739, 18234, 27942, 25823, 21225, 21225, 4580, 177, 20852, 21239, 2739, 20721, 23938, 22424, 8939, 17717, 16206, 24396, 26341, 28203, 13183, 21803, 6000, 3714, 23691, 18271, 26064, 3409, 2823, 15399, 635, 16796, 15441, 10312, 31703, 29133, 5697, 8492, 30415, 11854, 23296, 15191, 4271, 32208, 15762, 11664, 24538, 28194, 26153, 10001, 9943, 4906, 29701, 28483, 17047, 923, 5459, 14048, 19805, 25599, 8375, 6581, 28467, 24804, 18651, 28315, 12580, 10582, 15434, 3026, 6790, 4586, 27986, 32376, 29638, 7836, 26516, 24112, 5235, 12510, 562, 3534, 25638, 22725, 1612, 4605, 18801, 15640, 26303, 13944, 32180, 16750, 7433, 12275]",qwen2:7b,100,code_module,EEE
bigraph,"[16796  8939   923  7433 29133 24396 26064  4271 18271  8492 11854 15762
  9206  9943  5459  5697 15441 15640  5739 12580 25823 21803 14048 15434
  7538 32376 28467 18651  8375 12510   635 26516 13944 26153 32180 26341
 21225 17047 31703  6581 12275 21239 27942 29701 22725 28194  5235 25599
 11664  2823  3026  7836 13183  4605 19805   562  2739  3409 22424 26303
 24538 12280 23938  6000  4580 15191 30415 16750 32208 19719 28203 22989
   177 20852 28483 20721 28315  4906 23078  1612 10001  4586 18234  1030
 16206 17717  3714 18801 25638 15399 10582 24112 24804 23296 27986  3534
 23691 10312 29638  6790]","[21239, 28194, 2823, 19805, 22424, 12280, 20852, 9206, 12580, 23938, 1030, 19719, 20721, 11854, 30415, 6790, 3714, 5697, 6000, 18651, 22725, 7836, 13183, 4580, 27986, 8375, 28467, 10312, 24804, 5739, 23691, 26516, 28315, 12510, 10582, 21225, 21803, 16206, 177, 13944, 9943, 14048, 15191, 15399, 16750, 4605, 16796, 27942, 24112, 32376, 2739, 8492, 29133, 23078, 923, 17717, 7538, 10001, 32180, 26341, 12275, 15762, 28483, 8939, 7433, 24396, 26064, 4271, 18271, 5459, 15441, 15640, 25823, 15434, 635, 26153, 17047, 31703, 6581, 29701, 5235, 25599, 11664, 3026, 562, 3409, 26303, 24538, 32208, 28203, 22989, 4906, 1612, 4586, 18234, 18801, 25638, 23296, 3534, 29638]",qwen2:7b,100,code_module,EEE
random,"[ 7708  7776 15753 26081 22547 30453 32537  1798 17349 32558 27264 30816
 21575 15929 29264 23205 16080  8848 18117 24097  5222  9142 21136 29430
 25015 17909 22570  1835 15692 20072 18114 10001 13878   691 18166 29139
 10349  9447 11048 28550 29701 30682 30445  3895 25766  9596 17763 32295
 12343 26541 20603 26862 11747 27449  2908  6764 24975 21804 17299 15030
  5956  5985 22257    62  1355  6590 11782 13553 32001 21299  8043  5615
 14619 16247 12983  1077  9801 26125 15897 30291 17143  9123 22657 21215
  8520  8874  3566 16437 15303 27983 28295  2432  2442  1386 31768 24537
 22574 28514 20518 31201]","[ 7708  7776 15753 26081 22547 30453 32537  1798 17349 32558 27264 30816
 21575 15929 29264 23205 16080  8848 18117 24097  5222  9142 21136 29430
 25015 17909 22570  1835 15692 20072 18114 10001 13878   691 18166 29139
 10349  9447 11048 28550 29701 30682 30445  3895 25766  9596 17763 32295
 12343 26541 20603 26862 11747 27449  2908  6764 24975 21804 17299 15030
  5956  5985 22257    62  1355  6590 11782 13553 32001 21299  8043  5615
 14619 16247 12983  1077  9801 26125 15897 30291 17143  9123 22657 21215
  8520  8874  3566 16437 15303 27983 28295  2432  2442  1386 31768 24537
 22574 28514 20518 31201]",,100,code_module,EEE
opt,"[32295  5956 22657 17763 17299  1386 16437 17143 18114 11747 30816  3895
  1077  2432  9447  1798 13878  1835  8848 26541  5222  6590 16247 18166
 28550 29430 24097 20072 13553 23205 15692 26125 16080  6764 21299 25015
 32558 15753 30453  7708 20603 25766 11048 28295  5615 17909  7776 10349
    62 12983  9142  9596  9801 27449 30682 15030 18117 10001 15929 28514
 29264 26081 31201 14619 15897  5985  9123 27264 17349 15303 24537 11782
  8043 32001 27983 22574   691  2908 12343 21215  8874 22257 21136  2442
 20518  1355 30445 29701 24975 29139 30291 32537 22570 22547  3566 21804
 31768  8520 26862 21575]","[20072, 21299, 20603, 21215, 22257, 21136, 20518, 21804, 21575, 32295, 5956, 22657, 17763, 17299, 1386, 16437, 17143, 18114, 11747, 30816, 3895, 1077, 2432, 9447, 1798, 13878, 1835, 8848, 26541, 5222, 6590, 16247, 18166, 28550, 29430, 24097, 13553, 23205, 15692, 26125, 16080, 6764, 25015, 32558, 15753, 30453, 7708, 25766, 11048, 28295, 5615, 17909, 7776, 10349, 62, 12983, 9142, 9596, 9801, 27449, 30682, 15030, 18117, 10001, 15929, 28514, 29264, 26081, 31201, 14619, 15897, 5985, 9123, 27264, 17349, 15303, 24537, 11782, 8043, 32001, 27983, 22574, 691, 2908, 12343, 8874, 2442, 1355, 30445, 29701, 24975, 29139, 30291, 32537, 22570, 22547, 3566, 31768, 8520, 26862]",,100,code_module,EEE
warmup,"[21215    62 15303 20603 28550  5956 29701 18117 22570 25766  1077  7776
  8520 11048 32558 17349 17143 17299 20518  8043 30682 16080 18166 15030
 16437 21299  7708  9447  5222  1798 29139 28295 20072 32001 15897  6764
  3895 15753  1386  9142 21136 21804 32537 12343 16247 15929  2432 27264
 18114 26862  1355 28514   691  1835 22657 13878 11747 27983 12983 25015
 30816 21575 22547  6590 23205 30291 11782  5985  8848 26081 27449 13553
 26125  2908 22574 29264 24537 10001 14619  3566  9596 24975  9801  5615
 24097  8874 17909 31201 30453 15692 30445 17763 10349  2442 29430 26541
  9123 22257 31768 32295]","[21215, 20603, 22570, 8520, 17299, 20518, 30682, 21299, 21299, 5222, 1798, 29139, 28295, 20072, 20072, 21136, 21804, 16247, 691, 11747, 21575, 21575, 23205, 8848, 9596, 30453, 22257, 62, 15303, 28550, 5956, 29701, 18117, 25766, 1077, 7776, 11048, 32558, 17349, 17143, 8043, 16080, 18166, 15030, 16437, 7708, 9447, 32001, 15897, 6764, 3895, 15753, 1386, 9142, 32537, 12343, 15929, 2432, 27264, 18114, 26862, 1355, 28514, 1835, 22657, 13878, 27983, 12983, 25015, 30816, 22547, 6590, 30291, 11782, 5985, 26081, 27449, 13553, 26125, 2908, 22574, 29264, 24537, 10001, 14619, 3566, 24975, 9801, 5615, 24097, 8874, 17909, 31201, 15692, 30445, 17763, 10349, 2442, 29430, 26541]",qwen2:7b,100,code_module,EEE
bigraph,"[ 7708  8848 11782  9447  2442 28550  1798 25766 15692  5222 17299 20518
 20072 17909 15030 26541 16247  5985 21136 30445 18114   691 21299  3566
 32537  3895 11747 30816 27264  7776  9142 26081  1355 13878 16437 24975
 21804  1835 29139 32295 30682    62 15897 30291 27983 10001 22657 24537
  1077  6764 18117 22547  9123 29430 11048 28514 10349 17349 23205 32558
 18166 22257 12983 21215  9596 17763 22570 28295 15303  2432 26125  5615
 22574  1386  6590 26862 29264 16080  2908  5956 30453 31768 17143 14619
  8520 12343 24097 27449  8043  9801 13553  8874 25015 20603 29701 15929
 21575 31201 15753 32001]","[21136, 21299, 32537, 21804, 17763, 30291, 2442, 20603, 32295, 20518, 32558, 12343, 27264, 21215, 17349, 31768, 26862, 15897, 20072, 21575, 8848, 29430, 2432, 14619, 30682, 25015, 5985, 9447, 7708, 17909, 1355, 62, 11048, 2908, 15929, 31201, 24975, 29701, 18117, 16437, 9142, 6590, 27449, 18166, 1835, 13878, 22257, 30816, 1077, 7776, 22657, 8520, 22547, 5956, 29264, 10001, 16080, 17299, 26081, 1798, 8043, 13553, 29139, 23205, 5222, 24537, 10349, 691, 15303, 15030, 26125, 11782, 28550, 25766, 15692, 26541, 16247, 30445, 18114, 3566, 3895, 11747, 27983, 6764, 9123, 28514, 12983, 9596, 22570, 28295, 5615, 22574, 1386, 30453, 17143, 24097, 9801, 8874, 15753, 32001]",qwen2:7b,100,code_module,EEE
random,"[26243 27808 18614 13596  5473 20518 13273 20336  6763 26483 30627 20052
 27020  1730 19134 30937  9218 31868 26025 20886 19953  8908 15413 22788
 28801 29238  2960 30788 21746 29220  4881 21531 25801 15454   491 16447
 27946 28750 13480 16723 29906  8151 30530 18308 32394 20733  6609 30567
 12866 23979 13424 17575 30891 14925 18894 14020  4900  2442 23815 21065
 11612 10965 10874  4564 19600 14421  6892 15844 22668 21002 26744   657
 25192 26203 21304 30405  9658 27937 12946  2487 20919 26441 31756 27853
 23137 28961 17286 26311 12238  8811 17485  2010 16426 21411  6079  2063
  3247  2107 17124 17156]","[26243 27808 18614 13596  5473 20518 13273 20336  6763 26483 30627 20052
 27020  1730 19134 30937  9218 31868 26025 20886 19953  8908 15413 22788
 28801 29238  2960 30788 21746 29220  4881 21531 25801 15454   491 16447
 27946 28750 13480 16723 29906  8151 30530 18308 32394 20733  6609 30567
 12866 23979 13424 17575 30891 14925 18894 14020  4900  2442 23815 21065
 11612 10965 10874  4564 19600 14421  6892 15844 22668 21002 26744   657
 25192 26203 21304 30405  9658 27937 12946  2487 20919 26441 31756 27853
 23137 28961 17286 26311 12238  8811 17485  2010 16426 21411  6079  2063
  3247  2107 17124 17156]",,100,code_module,EEE
