algorithm,original,reordered,model,size,column,value
warmup,"[20937 18513    27  6032 17750 29102  9929 17789 11913 15573 29213 10821
  6689 24259   217 11142 13306 31138 25691 21481 26995  6336 22458  9853
 17337 25933 12889 10826 16138  1479 30701 21556 18072 30197 27559 28651
 30794 18064 24276 11689 16560   896 25001 11085  6800  3874  3089 28967
 30150 25980 32451 27021  1693 29952    90 19546   305 24303  7609 29698
 23542 20701  6655 24151 18483 10718 24765 25698   343 12875  1834  8717
 19095 12843 15547 29558 12639 14965  9783  8488  7016 21896 14421  6468
  7851 12006 18774 20960  7342 28995 32489 32188 16740 14445 16162 15521
  1518 18311  9221 17656]","[18513, 17750, 17789, 15573, 13306, 17337, 16138, 18072, 18064, 16560, 18483, 19095, 15547, 14965, 14421, 18774, 16740, 14445, 16162, 15521, 18311, 17656, 20937, 27, 6032, 29102, 9929, 11913, 29213, 10821, 6689, 24259, 217, 11142, 31138, 25691, 21481, 26995, 6336, 22458, 9853, 25933, 12889, 10826, 1479, 30701, 21556, 30197, 27559, 28651, 30794, 24276, 11689, 896, 25001, 11085, 6800, 3874, 3089, 28967, 30150, 25980, 32451, 27021, 1693, 29952, 90, 19546, 305, 24303, 7609, 29698, 23542, 20701, 6655, 24151, 10718, 24765, 25698, 343, 12875, 1834, 8717, 12843, 29558, 12639, 9783, 8488, 7016, 21896, 6468, 7851, 12006, 20960, 7342, 28995, 32489, 32188, 1518, 9221]",gemma2:9b,100,code_module,DDD
bigraph,"[19095 20937 17750  7609 15547 20701 29698 11689  9853 23542  1479 10821
 15521 18513 16560 12875 17789 16162 12843 11913  6800   305  8488  6336
 25980 24259  6689 10826 17656 14965 27021  3874 18311 18483 25691 32451
    27 29102 11142 12639 14421  9929 28967   343  7851 21896  6655  1834
 25001 31138 13306   896 14445 30197  6468  1693 29213 22458 30701  7016
 28995    90 18072 15573 28651   217  6032 24303 24276 12006 18064 11085
 10718  1518 24151 20960  8717 12889 29558 19546 32188 18774  9783  7342
 29952 21556 30794 26995 17337  9221 30150  3089 24765 21481 16138 32489
 25698 27559 25933 16740]","[19095, 17750, 15547, 15521, 18513, 16560, 17789, 16162, 17656, 14965, 18311, 18483, 14421, 13306, 14445, 18072, 15573, 18064, 11085, 18774, 17337, 16138, 16740, 24259, 24303, 3874, 32188, 24765, 20937, 7609, 20701, 29698, 11689, 9853, 23542, 1479, 10821, 12875, 12843, 11913, 6800, 305, 8488, 6336, 25980, 6689, 10826, 27021, 25691, 32451, 27, 29102, 11142, 12639, 9929, 28967, 343, 7851, 21896, 6655, 1834, 25001, 31138, 896, 30197, 6468, 1693, 29213, 22458, 30701, 7016, 28995, 90, 28651, 217, 6032, 24276, 12006, 10718, 1518, 24151, 20960, 8717, 12889, 29558, 19546, 9783, 7342, 29952, 21556, 30794, 26995, 9221, 30150, 3089, 21481, 32489, 25698, 27559, 25933]",gemma2:9b,100,code_module,DDD
random,"[31429 19966 17186 28896  6121   787 16125 29333 17192 18355 27645  8853
 14178 25429 17338 12061  6588 15372   685  6289 29271 28794 27584 21307
 19136 28327  7830 32337 16109 27128  5128 13613 30015 18713 11129  3180
 10437  2821  4440  1832  7402 24476 27836 24521 29485  3632 24406 24618
 12951 25498  5893 21295  8583 15230 20135 31907   106   804  8690 26060
  3125 30810 14523 29215 21018  1924 16806 15666 13467   457 23584  4402
 13816 20279 10384 20159 16954 21600  7612  8884 20740  5297 11925 20737
  6398 24781 24594  7124  6687   584 14622 22406 22746 21396 22280 21190
 17599 10427 16602  4940]","[31429 19966 17186 28896  6121   787 16125 29333 17192 18355 27645  8853
 14178 25429 17338 12061  6588 15372   685  6289 29271 28794 27584 21307
 19136 28327  7830 32337 16109 27128  5128 13613 30015 18713 11129  3180
 10437  2821  4440  1832  7402 24476 27836 24521 29485  3632 24406 24618
 12951 25498  5893 21295  8583 15230 20135 31907   106   804  8690 26060
  3125 30810 14523 29215 21018  1924 16806 15666 13467   457 23584  4402
 13816 20279 10384 20159 16954 21600  7612  8884 20740  5297 11925 20737
  6398 24781 24594  7124  6687   584 14622 22406 22746 21396 22280 21190
 17599 10427 16602  4940]",,100,code_module,DDD
opt,"[  804 17186 25429  7124 27128  5128 20159 20279 14523  3632  8690  7612
 12951 21018 31907 21295 31429 10384  5297 22280 29215 24594 27645  7402
 14178 24476  7830 17192 13613 24521 14622 19966  6121  8884   584 19136
 21307   106 26060 15372  6588 27584   787  4402 29271 15666  1832  6289
 24781 22746 20740 25498 17338 24406 11129 23584  8853 13816 30810 28327
  4940 12061 24618 30015 10427  6687   457  5893 16109 28896 18713 21396
 16806 16954 28794 20135 15230  3125  4440 16602 18355 17599 29333  6398
 22406  2821 11925 21600 20737 21190  8583 27836   685 29485 10437  3180
 13467 32337 16125  1924]","[17186, 14523, 14178, 17192, 13613, 14622, 19136, 15372, 15666, 17338, 13816, 16109, 18713, 16806, 16954, 15230, 16602, 18355, 17599, 13467, 16125, 804, 25429, 7124, 27128, 5128, 20159, 20279, 3632, 8690, 7612, 12951, 21018, 31907, 21295, 31429, 10384, 5297, 22280, 29215, 24594, 27645, 7402, 24476, 7830, 24521, 19966, 6121, 8884, 584, 21307, 106, 26060, 6588, 27584, 787, 4402, 29271, 1832, 6289, 24781, 22746, 20740, 25498, 24406, 11129, 23584, 8853, 30810, 28327, 4940, 12061, 24618, 30015, 10427, 6687, 457, 5893, 28896, 21396, 28794, 20135, 3125, 4440, 29333, 6398, 22406, 2821, 11925, 21600, 20737, 21190, 8583, 27836, 685, 29485, 10437, 3180, 32337, 1924]",,100,code_module,DDD
warmup,"[14622 27128 25498 24618 26060 27836 17338 24476 19966 16109 13816  2821
 18355   804 20737   685 22746  1924  7830 20159  6588   584  8884 27584
 30015 21190 10384   106 28794 15666  8853 11925 29485 24406 22406 17599
  5297 28327 30810 20740 13467 29271 15372 29215 19136 14523  6289  4402
 24521  6687 21600 12951 29333 21307  3125 16602  7124 10427 24594 20279
 15230  7612  7402  6121 20135 22280 13613  8690  4940   457 24781 14178
 12061 31429 21295 23584 25429  1832 21018 32337 18713  8583 17192 21396
 11129 31907 16125  6398 17186 28896 16954 27645  3180  5128  3632  4440
 16806  5893   787 10437]","[14622, 17338, 16109, 13816, 18355, 15666, 17599, 13467, 15372, 19136, 14523, 16602, 15230, 13613, 14178, 18713, 17192, 16125, 17186, 16954, 16806, 27128, 25498, 24618, 26060, 27836, 24476, 19966, 2821, 804, 20737, 685, 22746, 1924, 7830, 20159, 6588, 584, 8884, 27584, 30015, 21190, 10384, 106, 28794, 8853, 11925, 29485, 24406, 22406, 5297, 28327, 30810, 20740, 29271, 29215, 6289, 4402, 24521, 6687, 21600, 12951, 29333, 21307, 3125, 7124, 10427, 24594, 20279, 7612, 7402, 6121, 20135, 22280, 8690, 4940, 457, 24781, 12061, 31429, 21295, 23584, 25429, 1832, 21018, 32337, 8583, 21396, 11129, 31907, 6398, 28896, 27645, 3180, 5128, 3632, 4440, 5893, 787, 10437]",gemma2:9b,100,code_module,DDD
bigraph,"[24781 28327 21295 24476 23584 22406 25498   457  6588  2821 16602   685
 30015 10427 27584 13816 12061 31429  8853 20737 17599 28794  1924 14523
  3632 24618   106 19966 27836 26060  7402  1832 29485 24521  8583  6687
 12951 32337 21396 13613  4940 20159   787 16125 14622 21018  3180  4402
  4440 18355 15666 25429  5893 27645 20740 21190  7830  6121  5128 19136
 21307 29215  6289 10384 16954 17186  3125 17338 14178 11129  8690 28896
 16806  7124 10437 29333 29271  8884 15230 24406 18713 11925 21600 15372
   584 22746   804 24594 30810 13467 20135 22280 31907  5297  6398 17192
 16109 20279 27128  7612]","[16602, 13816, 17599, 13613, 16125, 14622, 18355, 15666, 19136, 16954, 17186, 17338, 14178, 16806, 15230, 18713, 15372, 13467, 17192, 16109, 14523, 21295, 1832, 8853, 5128, 29215, 20159, 27128, 30810, 12061, 27584, 24781, 28327, 24476, 23584, 22406, 25498, 457, 6588, 2821, 685, 30015, 10427, 31429, 20737, 28794, 1924, 3632, 24618, 106, 19966, 27836, 26060, 7402, 29485, 24521, 8583, 6687, 12951, 32337, 21396, 4940, 787, 21018, 3180, 4402, 4440, 25429, 5893, 27645, 20740, 21190, 7830, 6121, 21307, 6289, 10384, 3125, 11129, 8690, 28896, 7124, 10437, 29333, 29271, 8884, 24406, 11925, 21600, 584, 22746, 804, 24594, 20135, 22280, 31907, 5297, 6398, 20279, 7612]",gemma2:9b,100,code_module,DDD
random,"[ 3815  9232  1499  9578 25279  8942  3353  1339 24634 28645 15267 22496
   193 25851  5862 28620 26201 14299 13946 26400  5355  2190 19215 13772
 20511 15119  1693 21889 10751 13913 24253  7361 18866 16744   542 16075
  9665 10881 19978 14529 11968  3512  1770  3991 29811 19226  7777  5438
  1647 19774  2060 19278 10667  3289 22262   578 31891  7509 15812 20489
 26032  9568 13127  8522 28094  9298 10417  3156 23040 29277  7399 16373
 28489 27348 22084  3393   999  6502 15043 24260 25992 10153  6571  9620
   528  6099 28635 28940  8686 22957 25954  5845  4444 28532 15036 26619
 17135 11750 16704 15762]","[ 3815  9232  1499  9578 25279  8942  3353  1339 24634 28645 15267 22496
   193 25851  5862 28620 26201 14299 13946 26400  5355  2190 19215 13772
 20511 15119  1693 21889 10751 13913 24253  7361 18866 16744   542 16075
  9665 10881 19978 14529 11968  3512  1770  3991 29811 19226  7777  5438
  1647 19774  2060 19278 10667  3289 22262   578 31891  7509 15812 20489
 26032  9568 13127  8522 28094  9298 10417  3156 23040 29277  7399 16373
 28489 27348 22084  3393   999  6502 15043 24260 25992 10153  6571  9620
   528  6099 28635 28940  8686 22957 25954  5845  4444 28532 15036 26619
 17135 11750 16704 15762]",,100,code_module,DDD
opt,"[ 9298  3289 16373 13127 10667 23040 26400 14529  5862 31891 16075 13772
 19278  8942  7361 16704 10153 28094  1693   999 19226 11968 25851  3156
  2060 28489  5438  3512  4444  9568 28532  3353  3991 15119   528 13946
  6099  3393  2190 26619 28940 15043 13913 10751  9665  5845 22957 24634
 28620  7399 19774 11750 24260  1647 10417   542 29811 15762  1499  9232
  1770 21889  7509 20489  6502 14299   578 25954  9578  3815 19215  8522
 22262 20511 25279 22496  9620  1339 19978 26032 18866 25992 29277 28645
 15267 28635 16744 17135 26201  5355 15812   193  8686 22084 24253 10881
 15036 27348  6571  7777]","[16373, 13127, 14529, 16075, 13772, 19278, 16704, 19226, 15119, 13946, 15043, 13913, 15762, 14299, 19215, 18866, 15267, 16744, 17135, 15812, 15036, 9298, 3289, 10667, 23040, 26400, 5862, 31891, 8942, 7361, 10153, 28094, 1693, 999, 11968, 25851, 3156, 2060, 28489, 5438, 3512, 4444, 9568, 28532, 3353, 3991, 528, 6099, 3393, 2190, 26619, 28940, 10751, 9665, 5845, 22957, 24634, 28620, 7399, 19774, 11750, 24260, 1647, 10417, 542, 29811, 1499, 9232, 1770, 21889, 7509, 20489, 6502, 578, 25954, 9578, 3815, 8522, 22262, 20511, 25279, 22496, 9620, 1339, 19978, 26032, 25992, 29277, 28645, 28635, 26201, 5355, 193, 8686, 22084, 24253, 10881, 27348, 6571, 7777]",,100,code_module,DDD
warmup,"[23040 28645   193 15762 16373 10153 13772 22496  6099  5355 15036  3512
  9620 19226  1770  7509  7399 11968   999 28489 20489 25954 21889 22084
  8686 15043  2190  8942  9568  1647 24253 29811 26201  9232 10417 31891
 26400  5862 10751   542  7361 10667 19278 15119 13946  7777  8522  5845
 27348 19774 28635 26619 19978 14299  9298 22262  1339 16704 25992 25279
 24634  3393 16075 15812 28532 16744 10881   578 17135  4444 29277  6571
 15267 11750  9665 28620  6502  3353 20511  3156 28094  3815  1499 28940
  1693  5438  3991 13127  3289   528  9578 25851 24260 19215  2060 14529
 22957 26032 18866 13913]","[15762, 16373, 13772, 15036, 19226, 15043, 19278, 15119, 13946, 14299, 16704, 16075, 15812, 16744, 17135, 15267, 13127, 19215, 14529, 18866, 13913, 23040, 28645, 193, 10153, 22496, 6099, 5355, 3512, 9620, 1770, 7509, 7399, 11968, 999, 28489, 20489, 25954, 21889, 22084, 8686, 2190, 8942, 9568, 1647, 24253, 29811, 26201, 9232, 10417, 31891, 26400, 5862, 10751, 542, 7361, 10667, 7777, 8522, 5845, 27348, 19774, 28635, 26619, 19978, 9298, 22262, 1339, 25992, 25279, 24634, 3393, 28532, 10881, 578, 4444, 29277, 6571, 11750, 9665, 28620, 6502, 3353, 20511, 3156, 28094, 3815, 1499, 28940, 1693, 5438, 3991, 3289, 528, 9578, 25851, 24260, 2060, 22957, 26032]",gemma2:9b,100,code_module,DDD
bigraph,"[13946  3512 14299 10667 15036 22262 26032  7777 29811 23040 19215  9232
 15812 19278 11968 20489 26201 21889  1647  6502  8942 22496 15267 26619
 10881  9620  7399 20511  5355 19978  2060 16704  3289   542 13913  2190
  9665 28489  3991  8522 25279 25992 15043 19774 28620 10417  9568  3156
  1770   193 28940 28094   999  5862 14529  1339 28635 15762 24253 25851
  4444   578 22084  9578 25954  1499  3815 17135 13772 16744   528 11750
  5845 15119  8686 24260  6099 16075  1693 28532  6571  9298 24634  3393
 13127 16373 18866 29277 26400 19226 10153 22957  7361  5438  3353 10751
 31891 28645 27348  7509]","[13946, 14299, 15036, 19215, 15812, 19278, 15267, 16704, 13913, 15043, 14529, 15762, 17135, 13772, 16744, 15119, 16075, 13127, 16373, 18866, 19226, 1770, 1499, 10751, 3512, 10667, 22262, 26032, 7777, 29811, 23040, 9232, 11968, 20489, 26201, 21889, 1647, 6502, 8942, 22496, 26619, 10881, 9620, 7399, 20511, 5355, 19978, 2060, 3289, 542, 2190, 9665, 28489, 3991, 8522, 25279, 25992, 19774, 28620, 10417, 9568, 3156, 193, 28940, 28094, 999, 5862, 1339, 28635, 24253, 25851, 4444, 578, 22084, 9578, 25954, 3815, 528, 11750, 5845, 8686, 24260, 6099, 1693, 28532, 6571, 9298, 24634, 3393, 29277, 26400, 10153, 22957, 7361, 5438, 3353, 31891, 28645, 27348, 7509]",gemma2:9b,100,code_module,DDD
