algorithm,original,reordered,model,size,column,value
warmup,"[823  53 256 486 293 278  58 613 275 323 882 410 803 148 188 838 101 960
 391 166 736 177 263  64 698 237 578 734 104 631 552 597 295 606 349 645
 535 582 161 112 849 361 818 515 132 646 205 656   5 616 304 449 477 983
 937 111 926 647 591 809]","[53, 58, 101, 64, 698, 104, 112, 849, 646, 5, 937, 823, 256, 486, 293, 278, 613, 275, 323, 882, 410, 803, 148, 188, 838, 960, 391, 166, 736, 177, 263, 237, 578, 734, 631, 552, 597, 295, 606, 349, 645, 535, 582, 161, 361, 818, 515, 132, 205, 656, 616, 304, 449, 477, 983, 111, 926, 647, 591, 809]",llama3.1:8b,60,High_Rated,True
bigraph,"[188 112 736  64 983 535 591 823 646 278 104 391 177 275 937 803 818 582
   5 486 304 449 166 631  58 410 645 515 323 552 882 698 295 148 838 293
 205 616 960 111 132 656 809 349 361 256  53 477 849 161 606 926 237 734
 101 578 647 597 613 263]","[112, 104, 111, 5, 58, 53, 275, 983, 101, 64, 535, 823, 803, 410, 177, 582, 736, 734, 656, 477, 882, 645, 449, 647, 161, 361, 591, 646, 818, 205, 616, 278, 597, 838, 293, 926, 237, 295, 578, 606, 515, 349, 849, 698, 188, 631, 148, 132, 323, 263, 486, 552, 256, 391, 937, 304, 166, 960, 809, 613]",llama3.1:8b,60,High_Rated,True
random,"[375 535 648 273  45 140 489 170 968  87 316 690 952 728 867 926 484 795
 128 106 285   8 453 768 425 216 999 672 503 319 112  80 203 691 742 232
 258 723 777  60 549 526 735 270 107 178 694 291 732 831 271 617 532 616
 103  65 464 965 487 759]","[375 535 648 273  45 140 489 170 968  87 316 690 952 728 867 926 484 795
 128 106 285   8 453 768 425 216 999 672 503 319 112  80 203 691 742 232
 258 723 777  60 549 526 735 270 107 178 694 291 732 831 271 617 532 616
 103  65 464 965 487 759]",,60,High_Rated,True
opt,"[732  65 532 273 270 965 170 258 691  45  60 291 453 723 316 795 203 768
 503 952 319 178 535 549 690 742 106 694 489 140  87 103 728 968 232 759
 999 617 375 616 484 648 487 107 425 526 128  80   8 464 672 777 926 285
 271 216 831 867 112 735]","[65, 45, 60, 106, 87, 103, 107, 80, 8, 112, 732, 532, 273, 270, 965, 170, 258, 691, 291, 453, 723, 316, 795, 203, 768, 503, 952, 319, 178, 535, 549, 690, 742, 694, 489, 140, 728, 968, 232, 759, 999, 617, 375, 616, 484, 648, 487, 425, 526, 128, 464, 672, 777, 926, 285, 271, 216, 831, 867, 735]",,60,High_Rated,True
warmup,"[795 484 672 732  80 742 140 232 216 285 965 723 691 952 106  60   8 170
 926 768 759 453 425 178 648  45 867 694 112 487  65 728 273 270 831 316
 128  87 291 777 258 375 489 532 319 549 526 535 203 271 690 999 968 464
 107 617 503 735 616 103]","[732, 80, 285, 106, 60, 8, 453, 178, 45, 112, 65, 87, 375, 526, 690, 107, 103, 795, 484, 672, 742, 140, 232, 216, 965, 723, 691, 952, 170, 926, 768, 759, 425, 648, 867, 694, 487, 728, 273, 270, 831, 316, 128, 291, 777, 258, 489, 532, 319, 549, 535, 203, 271, 999, 968, 464, 617, 503, 735, 616]",llama3.1:8b,60,High_Rated,True
bigraph,"[216 106 672 464 140 723 487 489 549 258 128 319 535 232 103  65 732  80
 270 273 926  45 831 271 795 112 107 690 968 965 691 867 526 316  87 768
 170 178 952 742  60 484 694 617 648 203 375 616 453 759 285   8 999 728
 425 503 735 777 532 291]","[106, 45, 107, 60, 65, 87, 103, 271, 8, 742, 694, 319, 80, 484, 316, 112, 128, 170, 273, 732, 232, 735, 487, 965, 672, 867, 617, 270, 926, 532, 203, 375, 140, 291, 759, 178, 453, 258, 489, 535, 728, 768, 425, 648, 831, 549, 616, 777, 723, 526, 952, 691, 690, 999, 216, 285, 464, 795, 968, 503]",llama3.1:8b,60,High_Rated,True
random,"[269 852 690 430 883  29 196 880 753 744 593 380 284  54 941 511 895 362
 619 802 130 149 557 445 727 270 188 473 879 449 240 411 720 930 987 688
 846 864 111 262 309 901 355 606 713  26 639  34  87  86 408 414 844 847
 193 238 139 679 935 425]","[269 852 690 430 883  29 196 880 753 744 593 380 284  54 941 511 895 362
 619 802 130 149 557 445 727 270 188 473 879 449 240 411 720 930 987 688
 846 864 111 262 309 901 355 606 713  26 639  34  87  86 408 414 844 847
 193 238 139 679 935 425]",,60,High_Rated,True
opt,"[270 425 430  34 408 935 727 847 679 111 262 196 284 606 802 449  29 557
 619 238 473 744  54 411 880 593 753 987 895  87 309 130 188 511 688 720
 139 690 355 846 380 445 844 941 930 193 362 879  26 852 901 269  86 883
 864 414 639 149 713 240]","[34, 111, 29, 54, 87, 26, 86, 270, 425, 430, 408, 935, 727, 847, 679, 262, 196, 284, 606, 802, 449, 557, 619, 238, 473, 744, 411, 880, 593, 753, 987, 895, 309, 130, 188, 511, 688, 720, 139, 690, 355, 846, 380, 445, 844, 941, 930, 193, 362, 879, 852, 901, 269, 883, 864, 414, 639, 149, 713, 240]",,60,High_Rated,True
warmup,"[ 26 269  86 139 619 679 883 987 753 844 879 713 445 639 188 414 847 802
 901 720 690 408 425 930 864 262 606 852 935 130  87 688 449 111 895  29
 557 240 880 270  54 941 411 309 727  34 473 149 193 284 430 846 380 744
 362 196 355 593 511 238]","[26, 86, 883, 713, 901, 720, 930, 130, 87, 111, 29, 54, 34, 362, 269, 139, 619, 679, 987, 753, 844, 879, 445, 639, 188, 414, 847, 802, 690, 408, 425, 864, 262, 606, 852, 935, 688, 449, 895, 557, 240, 880, 270, 941, 411, 309, 727, 473, 149, 193, 284, 430, 846, 380, 744, 196, 355, 593, 511, 238]",llama3.1:8b,60,High_Rated,True
bigraph,"[445 362 511  86 935 380 879 883  34 139 557 238 606 713 473  54 930 284
 844 690  26 679 941 987 449 130 309 727 425  29 411 720 149 270 430 196
 414 846 188  87 593 744 193 852 847 262 619 864 269 753 880 408 802 901
 111 355 688 240 895 639]","[86, 54, 26, 87, 111, 29, 744, 262, 895, 619, 309, 34, 196, 411, 139, 846, 284, 847, 449, 445, 802, 688, 727, 511, 713, 193, 149, 930, 430, 593, 852, 720, 408, 362, 557, 679, 473, 753, 270, 188, 880, 130, 414, 864, 941, 883, 355, 380, 639, 935, 901, 606, 240, 987, 269, 879, 238, 844, 690, 425]",llama3.1:8b,60,High_Rated,True
random,"[818 432 254 874 323 277  47 583 652 844 235 188 514 903 545 512 270 979
 726 800 315 864 876 123 184 406 843 162 653 447 121 312 860 112  29 458
  98 259 102 133 920 158 164 787 396 115 679  37 419 195 699 361 651 766
 767 523 438 409 786 284]","[818 432 254 874 323 277  47 583 652 844 235 188 514 903 545 512 270 979
 726 800 315 864 876 123 184 406 843 162 653 447 121 312 860 112  29 458
  98 259 102 133 920 158 164 787 396 115 679  37 419 195 699 361 651 766
 767 523 438 409 786 284]",,60,High_Rated,True
opt,"[284  98 652 767  37 447 188 184 409 651 254 312 679 123 270 361 432 162
 164 844 458 874 112 787 545 323 315 121 979 277 920 115 158 406 102 876
 583 259 396 514 843 786  29 699 726 523 903 766 512 860 235 800 133 438
 419 195 864 653 818  47]","[98, 37, 123, 112, 121, 115, 102, 29, 47, 284, 652, 767, 447, 188, 184, 409, 651, 254, 312, 679, 270, 361, 432, 162, 164, 844, 458, 874, 787, 545, 323, 315, 979, 277, 920, 158, 406, 876, 583, 259, 396, 514, 843, 786, 699, 726, 523, 903, 766, 512, 860, 235, 800, 133, 438, 419, 195, 864, 653, 818]",,60,High_Rated,True
warmup,"[818 438 844 396 979 123 876 651 259 583 653 184 766 432 843 864 800  29
 786 920  37 458  98 514 787 195 312 323 115 284 188 679 652  47 419 726
 447 133 112 903 164 277 254 545 409 874 270 512 102 860 162 523 158 235
 406 699 767 121 315 361]","[438, 123, 766, 29, 37, 98, 195, 115, 47, 112, 164, 102, 406, 121, 818, 844, 396, 979, 876, 651, 259, 583, 653, 184, 432, 843, 864, 800, 786, 920, 458, 514, 787, 312, 323, 284, 188, 679, 652, 419, 726, 447, 133, 903, 277, 254, 545, 409, 874, 270, 512, 860, 162, 523, 158, 235, 699, 767, 315, 361]",llama3.1:8b,60,High_Rated,True
bigraph,"[874 259 188 432 920 235 277 158 184 312 112 121 396 903 583 323 254 270
 818 979 651 123 447 767 133 766  47  98 512 164 458 653 315 876 514 652
 800 406 102  37 523 787 726 545 844  29 786 864 843 284 860 409 195 699
 438 162 361 419 679 115]","[123, 121, 47, 29, 98, 112, 864, 679, 786, 37, 158, 235, 653, 409, 277, 419, 254, 361, 432, 844, 766, 652, 874, 115, 920, 195, 406, 818, 860, 270, 188, 726, 284, 102, 184, 787, 514, 979, 133, 583, 876, 800, 315, 447, 323, 512, 767, 903, 458, 162, 438, 396, 699, 523, 312, 545, 843, 164, 259, 651]",llama3.1:8b,60,High_Rated,True
random,"[746 147 227 906 718 967 887 685 900 101 443 552 248 179 682 279 934 515
 310 875 240 459 558 828 666  28 813 709 434 196 557  35 991 734 719 612
 662 787 156 575 365 297 324 844 928  70 739 406 962 676 188 193 531 565
 921 627  37  91 273 197]","[746 147 227 906 718 967 887 685 900 101 443 552 248 179 682 279 934 515
 310 875 240 459 558 828 666  28 813 709 434 196 557  35 991 734 719 612
 662 787 156 575 365 297 324 844 928  70 739 406 962 676 188 193 531 565
 921 627  37  91 273 197]",,60,High_Rated,True
opt,"[746 844 813 967 434 147 310 627 179  37 324 406 273 197 991 227 240 719
 962 928 558 193 612 906 739 156 515 718 443 531 666 709 575 828 685 297
 875 787  35 734 662  70 188 248 459 101 552 887  28 682 934  91 565 900
 365 196 921 279 676 557]","[37, 35, 70, 101, 28, 91, 746, 844, 813, 967, 434, 147, 310, 627, 179, 324, 406, 273, 197, 991, 227, 240, 719, 962, 928, 558, 193, 612, 906, 739, 156, 515, 718, 443, 531, 666, 709, 575, 828, 685, 297, 875, 787, 734, 662, 188, 248, 459, 552, 887, 682, 934, 565, 900, 365, 196, 921, 279, 676, 557]",,60,High_Rated,True
warmup,"[557 928 844 887 459 147 227 531 991 662 188 875  91 934 565 193 443 273
 627 967 248 324 612 709 197 734 906 297 828  37 746 921 575 196 813 365
 156  70 552 962 685 279 240  35  28 515 179 718 406 101 682 719 787 558
 739 310 666 900 676 434]","[91, 248, 197, 37, 813, 70, 35, 28, 101, 557, 928, 844, 887, 459, 147, 227, 531, 991, 662, 188, 875, 934, 565, 193, 443, 273, 627, 967, 324, 612, 709, 734, 906, 297, 828, 746, 921, 575, 196, 365, 156, 552, 962, 685, 279, 240, 515, 179, 718, 406, 682, 719, 787, 558, 739, 310, 666, 900, 676, 434]",llama3.1:8b,60,High_Rated,True
bigraph,"[676 900 844 248 188 557 991 887 685 746 193 962 662 365 156 147 734 434
 575 558 921 515 906 875 552 240 196 967 197 406  91 828 682 813 179 279
 666 709 273 227 324 459 310  28 627  37 928  35 612 719  70 787 101 718
 531 297 565 934 739 443]","[91, 101, 28, 193, 227, 35, 248, 921, 406, 70, 844, 575, 37, 787, 900, 928, 967, 558, 962, 156, 627, 310, 197, 557, 552, 906, 196, 813, 365, 273, 734, 666, 746, 887, 685, 279, 682, 565, 297, 828, 662, 240, 459, 147, 324, 719, 531, 934, 179, 443, 434, 612, 515, 739, 718, 875, 188, 676, 991, 709]",llama3.1:8b,60,High_Rated,True
random,"[111  51 851 976 938 992 651 833 556 298 752 125 518 133 554 467 904 956
 742 289 847 684 411 443 701 134 691 351 371 285 553 385 403  62 765 453
 193 117  32 463 155 256 318 836 253 527 601 265  66 446 105 668 474 300
 370 110  70 677  16 394]","[111  51 851 976 938 992 651 833 556 298 752 125 518 133 554 467 904 956
 742 289 847 684 411 443 701 134 691 351 371 285 553 385 403  62 765 453
 193 117  32 463 155 256 318 836 253 527 601 265  66 446 105 668 474 300
 370 110  70 677  16 394]",,60,High_Rated,True
opt,"[527 443 371 117 847  16 133 446 833 668 701 351 453 765 193 134 684 742
 411 125 992  51 556 155 691 394 105 111 976 370 601 836  32 253 518 851
 463 285 298 467 318 256 651 938 403  70 956 474 752  62 265 385  66 289
 110 677 554 904 300 553]","[117, 16, 125, 51, 105, 111, 32, 70, 62, 66, 110, 527, 443, 371, 847, 133, 446, 833, 668, 701, 351, 453, 765, 193, 134, 684, 742, 411, 992, 556, 155, 691, 394, 976, 370, 601, 836, 253, 518, 851, 463, 285, 298, 467, 318, 256, 651, 938, 403, 956, 474, 752, 265, 385, 289, 677, 554, 904, 300, 553]",,60,High_Rated,True
warmup,"[265 134 601 701 904 851 836 289 351 527 467 847 256  70 370 677 556 446
  16 474 443 553 938 453 411 298 253 976 403 117 742 105 394 110 300  66
 554 833  51  32 518 691 111 992 765 668 463 956 193 684 155 125  62 385
 318 285 133 651 752 371]","[601, 289, 70, 16, 443, 976, 117, 742, 110, 66, 51, 32, 111, 463, 155, 62, 265, 134, 701, 904, 851, 836, 351, 527, 467, 847, 256, 370, 677, 556, 446, 474, 553, 938, 453, 411, 298, 253, 403, 105, 394, 300, 554, 833, 518, 691, 992, 765, 668, 956, 193, 684, 125, 385, 318, 285, 133, 651, 752, 371]",llama3.1:8b,60,High_Rated,True
bigraph,"[110  70 851 105 298 265 651 765 285 453 289 518 111 691 527 351 938 742
 833 253 668 904 385 701 976 601 474  32 125 847 684 446 256  51 370 677
 553 155  62 318 403 467 394 752 117 556 443 554 193 411 836 371 134  66
 300 992  16 133 463 956]","[110, 117, 70, 16, 111, 105, 32, 66, 467, 134, 298, 51, 125, 446, 463, 904, 253, 370, 527, 518, 836, 193, 752, 691, 371, 285, 651, 133, 62, 256, 289, 403, 300, 453, 684, 265, 155, 677, 318, 851, 938, 742, 554, 556, 411, 976, 701, 394, 474, 833, 956, 765, 351, 385, 601, 443, 668, 847, 553, 992]",llama3.1:8b,60,High_Rated,True
random,"[957 949 664 644 391 473 558 669 645 851 691 578 926 371  78 965 863 703
 143 263 732  46 137 680 477 100 550 887 584 828 212 129  99  98 802 897
 953 693 288 659 686 375 294 498 872 530 745 997 576 583 443 216 749 716
 251 916 523 202 185 607]","[957 949 664 644 391 473 558 669 645 851 691 578 926 371  78 965 863 703
 143 263 732  46 137 680 477 100 550 887 584 828 212 129  99  98 802 897
 953 693 288 659 686 375 294 498 872 530 745 997 576 583 443 216 749 716
 251 916 523 202 185 607]",,60,High_Rated,True
opt,"[664 745 523 202 680 872 659 137 371 443 578  98 916 802 732 212 957  46
 216 691 576 288 965 584 583 828 851 607 498 391 926 473 477 185 645 251
 897 749 375 686 703 716 644 863 953 949 263 558 129 100 997 530 669 693
  99 143 887 294 550  78]","[98, 46, 100, 99, 78, 664, 745, 523, 202, 680, 872, 659, 137, 371, 443, 578, 916, 802, 732, 212, 957, 216, 691, 576, 288, 965, 584, 583, 828, 851, 607, 498, 391, 926, 473, 477, 185, 645, 251, 897, 749, 375, 686, 703, 716, 644, 863, 953, 949, 263, 558, 129, 997, 530, 669, 693, 143, 887, 294, 550]",,60,High_Rated,True
warmup,"[443 185 137 523 965 716 872 143 916 863 212 887 664 584  46 216 263 371
 100 294 578 745 749 391 686 669 473 997 926 851 957 251 530 828 129 375
 288 659 607 953 949 550  99  78 732 202 691 477 644 558 645 703 576 680
 498 802 693  98 897 583]","[716, 863, 46, 100, 749, 669, 375, 99, 78, 691, 680, 98, 443, 185, 137, 523, 965, 872, 143, 916, 212, 887, 664, 584, 216, 263, 371, 294, 578, 745, 391, 686, 473, 997, 926, 851, 957, 251, 530, 828, 129, 288, 659, 607, 953, 949, 550, 732, 202, 477, 644, 558, 645, 703, 576, 498, 802, 693, 897, 583]",llama3.1:8b,60,High_Rated,True
bigraph,"[294 669  78  46 749 802 916 691 693 584 185 887 664 644 100 607 965  98
 129 680 745 477 583 498 251 897 391 953 578 716 216 137 371 473 443 949
  99 288 957 143 828 659 851 530 926 863 375 263 576 997 523 732 645 550
 558 686 202 703 872 212]","[46, 129, 716, 669, 645, 949, 99, 375, 98, 576, 802, 251, 371, 288, 523, 863, 294, 828, 78, 872, 477, 583, 216, 202, 644, 212, 530, 578, 550, 659, 693, 498, 732, 391, 897, 473, 965, 607, 691, 851, 143, 686, 957, 185, 887, 584, 664, 926, 680, 749, 100, 745, 263, 558, 137, 997, 916, 953, 443, 703]",llama3.1:8b,60,High_Rated,True
random,"[343   1 742 611 126 861 800 890 287 855 739  52 123 169 485 556   4 627
 209 876 388 676 172 971 305  88 438 816 417 777 145 560  72 321 468 744
 253 518 737 711 320 634 104 270 339  63 746 672 587 561 851 548 152 929
 192 970 503 295 674 496]","[343   1 742 611 126 861 800 890 287 855 739  52 123 169 485 556   4 627
 209 876 388 676 172 971 305  88 438 816 417 777 145 560  72 321 468 744
 253 518 737 711 320 634 104 270 339  63 746 672 587 561 851 548 152 929
 192 970 503 295 674 496]",,60,High_Rated,True
opt,"[970 417 496 746 777 855 145 876 320 123 438 674   4 929 737   1 861 676
 169 126 321 851 253 816 744 503  52 890 209 270 742 305 711 295 468 587
 627 560 518  88 172  72 287  63 611 971 739 104 388 485 556 634 672 548
 339 343 192 152 800 561]","[123, 4, 1, 126, 52, 88, 72, 63, 104, 970, 417, 496, 746, 777, 855, 145, 876, 320, 438, 674, 929, 737, 861, 676, 169, 321, 851, 253, 816, 744, 503, 890, 209, 270, 742, 305, 711, 295, 468, 587, 627, 560, 518, 172, 287, 611, 971, 739, 388, 485, 556, 634, 672, 548, 339, 343, 192, 152, 800, 561]",,60,High_Rated,True
warmup,"[321 145 561 560 295 556 672 343 503 855 744 320 169 627 816   4 209 253
  63 485 339 800 851 711 270 739 417 468 104  72 587 861   1 172 548 496
 970 777 676 674 742 123 876  52 192 971 305 746 890 929 126 737 388 287
 611  88 634 518 438 152]","[343, 816, 4, 63, 339, 739, 104, 72, 1, 123, 52, 126, 611, 88, 438, 321, 145, 561, 560, 295, 556, 672, 503, 855, 744, 320, 169, 627, 209, 253, 485, 800, 851, 711, 270, 417, 468, 587, 861, 172, 548, 496, 970, 777, 676, 674, 742, 876, 192, 971, 305, 746, 890, 929, 737, 388, 287, 634, 518, 152]",llama3.1:8b,60,High_Rated,True
bigraph,"[587 152 861 503 711  63 496 253  52 388 270 561 556 104 634 855 417 876
 123 929 970 169 320 321 339 548 560 611  88 518  72 890 676 485 737 777
 627 742 145 287 295 746 739   1 192 126 172   4 851 674 672 971 305 816
 209 800 744 343 438 468]","[123, 72, 63, 4, 52, 88, 126, 104, 1, 320, 561, 739, 503, 417, 855, 388, 253, 777, 339, 890, 876, 861, 295, 209, 145, 971, 152, 321, 851, 672, 676, 800, 674, 518, 742, 485, 744, 169, 556, 548, 737, 468, 746, 192, 343, 438, 560, 816, 270, 287, 305, 929, 172, 496, 611, 970, 587, 711, 634, 627]",llama3.1:8b,60,High_Rated,True
