algorithm,original,reordered,model,size,column,value
warmup,"[24737 27240 31616 20191 30605 25912 14151 10534 25857  3829  4311 29904
 13397  9017 15365 22013  5138 26930 23954   494 18394 21200 25155 30656
 14598 26417  3428 18266 12271 12021 22964  3000 20048  6615  9458 14512
  3465 25574 17563 24121  4972  3863 29003 30854 18712  9498  3510  7860
 31527  3152 25673  9682 15318 10882 27904 12937 11028 12838 14936 27474
 25221  2802 28641 20331 26324  7267  4503  6774  4827  6001  5576 17881
 30618 14043 17607 17860 22803 18218 19784 14658 17309 26779 11710 13288
  2222 25398  3555 29599  6209  4777 32360 14077 20743 31009  6940 23765
 27406   836 26397  4176]","[27240, 20191, 30605, 25857, 25857, 9017, 22013, 5138, 21200, 21200, 14598, 12271, 20048, 4972, 18712, 31527, 15318, 11028, 26324, 4827, 30618, 18218, 17309, 2222, 2222, 6209, 20743, 20743, 27406, 24737, 31616, 25912, 14151, 10534, 3829, 4311, 29904, 13397, 15365, 26930, 23954, 494, 18394, 25155, 30656, 26417, 3428, 18266, 12021, 22964, 3000, 6615, 9458, 14512, 3465, 25574, 17563, 24121, 3863, 29003, 30854, 9498, 3510, 7860, 3152, 25673, 9682, 10882, 27904, 12937, 12838, 14936, 27474, 25221, 2802, 28641, 20331, 7267, 4503, 6774, 6001, 5576, 17881, 14043, 17607, 17860, 22803, 19784, 14658, 26779, 11710, 13288, 25398, 3555, 29599, 4777, 32360, 14077, 31009, 6940]",deepseek-coder-v2:16b,100,code_module,EEE
bigraph,"[12021 14043 26397  3863  3829 29904 27240 18712 12937 17607  9017 26930
  3152 27904 12271  7267  3555 25574 25398 14512 23954 18218 25673 14151
 11710 25912  9458  6774  7860 21200 26417 18394 20048 27406 23765  3428
 17881  6001 31616 30854 30618  2222 29003 12838 10534  6940 14598 13397
 32360 25155 18266  6615  4777 28641  9682  4972 17563  3465 20191 24121
 17309  5576   494 15365  3000  2802 20743  3510 26324 22013 22964  9498
 13288 30605  4503  4827 20331 27474 25221  4311 14658 29599 31527  4176
 14936 17860 31009   836 24737 26779 15318 25857 10882  5138 11028 14077
 30656 19784 22803  6209]","[21200, 20048, 20191, 20743, 22013, 20331, 19784, 25398, 25673, 12021, 14043, 26397, 3863, 3829, 29904, 27240, 18712, 12937, 17607, 9017, 26930, 3152, 27904, 12271, 7267, 3555, 25574, 14512, 23954, 18218, 14151, 11710, 25912, 9458, 6774, 7860, 26417, 18394, 27406, 23765, 3428, 17881, 6001, 31616, 30854, 30618, 2222, 29003, 12838, 10534, 6940, 14598, 13397, 32360, 25155, 18266, 6615, 4777, 28641, 9682, 4972, 17563, 3465, 24121, 17309, 5576, 494, 15365, 3000, 2802, 3510, 26324, 22964, 9498, 13288, 30605, 4503, 4827, 27474, 25221, 4311, 14658, 29599, 31527, 4176, 14936, 17860, 31009, 836, 24737, 26779, 15318, 25857, 10882, 5138, 11028, 14077, 30656, 22803, 6209]",deepseek-coder-v2:16b,100,code_module,EEE
random,"[20847 13375 17102  2497 28028 10218 31006 16067  5144 23244  5187 13151
 25909 12815 15686 10599  7811  1517 24313   488 17125  2032 19927  8082
 22026  1553 12007  1319  4109 24010 18948 27045 30571 15290 30906 10740
  5143 10489 21656 15736 17024 30544 15891 20542 31282  7994 31711 24261
 15300 31161  5258 13880  4475 10347 27952 18694  5663 14262  4087  5977
  1734 23027 30315  5181 29889 26808 24120 16109 16479  3843 20546 26107
 21491 29667 25234  4689  6790 22034 22309 18965 14017 14117 25927 19314
   618 31945 30866 13821  4340 19834   392 20901 16771 13192 11180 10478
  2369 15130 10898  3401]","[20847 13375 17102  2497 28028 10218 31006 16067  5144 23244  5187 13151
 25909 12815 15686 10599  7811  1517 24313   488 17125  2032 19927  8082
 22026  1553 12007  1319  4109 24010 18948 27045 30571 15290 30906 10740
  5143 10489 21656 15736 17024 30544 15891 20542 31282  7994 31711 24261
 15300 31161  5258 13880  4475 10347 27952 18694  5663 14262  4087  5977
  1734 23027 30315  5181 29889 26808 24120 16109 16479  3843 20546 26107
 21491 29667 25234  4689  6790 22034 22309 18965 14017 14117 25927 19314
   618 31945 30866 13821  4340 19834   392 20901 16771 13192 11180 10478
  2369 15130 10898  3401]",,100,code_module,EEE
opt,"[29667 10898 19834  4475 10740 31282 13375 30571 10478  4109 31945  2369
 30866  6790 20542  5663 15686 18694 17125 16067 22026  7994  8082 21656
 15736 26107  7811 31006 23244  1517 31711 26808 10347 17024 20901 30906
 29889  4689 15300 22034   488 24120 23027 14017 13821 22309 12815  3843
  1734 27952 24313 15891 12007   392 30544 17102 20546 15290 10218 19927
  2032  2497 16771 13192 25927 10489 13151 25234  5977 21491 14117   618
  5187 13880 30315  5144 10599  1553  5143 18965  5181 31161  4340  3401
 16109 19314 18948 20847 16479 28028  4087 25909 15130  1319 27045 24261
  5258 14262 24010 11180]","[19834, 20542, 22026, 21656, 20901, 22034, 20546, 19927, 21491, 20847, 29667, 10898, 4475, 10740, 31282, 13375, 30571, 10478, 4109, 31945, 2369, 30866, 6790, 5663, 15686, 18694, 17125, 16067, 7994, 8082, 15736, 26107, 7811, 31006, 23244, 1517, 31711, 26808, 10347, 17024, 30906, 29889, 4689, 15300, 488, 24120, 23027, 14017, 13821, 22309, 12815, 3843, 1734, 27952, 24313, 15891, 12007, 392, 30544, 17102, 15290, 10218, 2032, 2497, 16771, 13192, 25927, 10489, 13151, 25234, 5977, 14117, 618, 5187, 13880, 30315, 5144, 10599, 1553, 5143, 18965, 5181, 31161, 4340, 3401, 16109, 19314, 18948, 16479, 28028, 4087, 25909, 15130, 1319, 27045, 24261, 5258, 14262, 24010, 11180]",,100,code_module,EEE
warmup,"[  488 16067 22026 14117 19834 18948  1517 17024 15736 17102  4475 20847
 26107  5144  5258 15290  5181 22034  1319 12815 24010  3401 18694  1553
 21656 13151 16771  4340 30866 13880   618 14017 10599 19927 29667 15130
 11180 30315 30906   392  8082 24120 10489 10218  5187  1734 26808  2497
 19314 14262 10898 20901 18965 23027 30571 13375 13192 21491 25909  4689
 10347 25927  4109 31282 30544 31006 24313 31161 15300 15891  7994 16479
  5663  3843  7811 27045  2032 20542 25234 31945 23244 13821 12007 22309
  5143 15686 29889  2369  6790 20546  4087 10740  5977 31711 16109 10478
 27952 17125 28028 24261]","[22026, 17102, 20847, 26107, 24010, 30866, 19927, 11180, 8082, 5187, 14262, 20901, 18965, 21491, 21491, 10347, 30544, 15300, 5663, 23244, 5143, 5977, 27952, 488, 16067, 14117, 19834, 18948, 1517, 17024, 15736, 4475, 5144, 5258, 15290, 5181, 22034, 1319, 12815, 3401, 18694, 1553, 21656, 13151, 16771, 4340, 13880, 618, 14017, 10599, 29667, 15130, 30315, 30906, 392, 24120, 10489, 10218, 1734, 26808, 2497, 19314, 10898, 23027, 30571, 13375, 13192, 25909, 4689, 25927, 4109, 31282, 31006, 24313, 31161, 15891, 7994, 16479, 3843, 7811, 27045, 2032, 20542, 25234, 31945, 13821, 12007, 22309, 15686, 29889, 2369, 6790, 20546, 4087, 10740, 31711, 16109, 10478, 17125, 28028]",deepseek-coder-v2:16b,100,code_module,EEE
bigraph,"[13151 23244 27952 15130  7994 10218  4340 26107  2032 12815 11180  5143
  5187 21491 18948 25909 31006 20542 30315 14017 30906 16067 25234 26808
  2497   488  8082 20847  7811 28028 23027  3843 21656 24313  1319 22026
 30571  4689 18694 13821 19314 10898 15300 30544 31945  1734 19927   392
 20901 10740  5144 10489 17125  2369  6790  3401 24010 22309 27045  4087
 31711 13192 13375 16479 16109 25927  5977 29889 14262  5663 31282 20546
 12007 15736 22034 24120  1553  5258 16771 24261 10599  1517 15891 13880
  4475 10478  4109 15290 30866 10347 17102 31161  5181 18965 14117 19834
 15686   618 17024 29667]","[21491, 20542, 20847, 21656, 22026, 19927, 20901, 20546, 22034, 19834, 26808, 5258, 13151, 23244, 27952, 15130, 7994, 10218, 4340, 26107, 2032, 12815, 11180, 5143, 5187, 18948, 25909, 31006, 30315, 14017, 30906, 16067, 25234, 2497, 488, 8082, 7811, 28028, 23027, 3843, 24313, 1319, 30571, 4689, 18694, 13821, 19314, 10898, 15300, 30544, 31945, 1734, 392, 10740, 5144, 10489, 17125, 2369, 6790, 3401, 24010, 22309, 27045, 4087, 31711, 13192, 13375, 16479, 16109, 25927, 5977, 29889, 14262, 5663, 31282, 12007, 15736, 24120, 1553, 16771, 24261, 10599, 1517, 15891, 13880, 4475, 10478, 4109, 15290, 30866, 10347, 17102, 31161, 5181, 18965, 14117, 15686, 618, 17024, 29667]",deepseek-coder-v2:16b,100,code_module,EEE
random,"[29212 13839  3419 20488  5070 25324 20101 14173 30343 31459 20315 16951
 28187 13099 23372 30195 24845 31733 11584 24013  6517  2368 26897 15914
 23213 24575 16304 11432  3289 20236 28533 14351  6322 25879 30196  6356
 29271  8840 19563 13320 18833 17370 18579 26918 28245 15051 19355 22215
  8806  5780 30479 25293 22226  1184  7016 27987 24195 15636  2604 20345
 14272 10081 13894 15779 28010 23298 30026 32089 10187  4081 17679 14109
 18349 30766  3772 23338 29221 27953 17975 11765 13837 13531 11338  8811
  6651 20808 10105  9947 13288 28976 15253 20232 29972 30018 17199 27781
 19331 14502  2460 23811]","[29212 13839  3419 20488  5070 25324 20101 14173 30343 31459 20315 16951
 28187 13099 23372 30195 24845 31733 11584 24013  6517  2368 26897 15914
 23213 24575 16304 11432  3289 20236 28533 14351  6322 25879 30196  6356
 29271  8840 19563 13320 18833 17370 18579 26918 28245 15051 19355 22215
  8806  5780 30479 25293 22226  1184  7016 27987 24195 15636  2604 20345
 14272 10081 13894 15779 28010 23298 30026 32089 10187  4081 17679 14109
 18349 30766  3772 23338 29221 27953 17975 11765 13837 13531 11338  8811
  6651 20808 10105  9947 13288 28976 15253 20232 29972 30018 17199 27781
 19331 14502  2460 23811]",,100,code_module,EEE
opt,"[19331 29212 13099 13288  3772 20345 14502  6322  5780 20488 23338 10187
  1184 15779 19563 24013 14272 16951 25879 18349 29972  9947 15914 17199
 11432  8811 27987 15253 15051 14109  7016  4081 29221 17975 25324  6356
 17370 26897 24845  2604 32089 13837 18833 22226 11584 28976  2368 30196
 30195 20315  3289  3419  5070 10081  2460 18579 27781 10105 30343 26918
 11765 31459 30766  8806 30026 23811  6651 23372 15636 28010 28187 27953
 24575 19355 31733 20236 20808 24195 22215 30479 23298 23213 16304 11338
 13894 17679 13531 20232 28245  8840 30018 13320 14351 14173  6517 20101
 13839 29271 25293 28533]","[20345, 20488, 19563, 22226, 20315, 20236, 20808, 22215, 20232, 20101, 19331, 29212, 13099, 13288, 3772, 14502, 6322, 5780, 23338, 10187, 1184, 15779, 24013, 14272, 16951, 25879, 18349, 29972, 9947, 15914, 17199, 11432, 8811, 27987, 15253, 15051, 14109, 7016, 4081, 29221, 17975, 25324, 6356, 17370, 26897, 24845, 2604, 32089, 13837, 18833, 11584, 28976, 2368, 30196, 30195, 3289, 3419, 5070, 10081, 2460, 18579, 27781, 10105, 30343, 26918, 11765, 31459, 30766, 8806, 30026, 23811, 6651, 23372, 15636, 28010, 28187, 27953, 24575, 19355, 31733, 24195, 30479, 23298, 23213, 16304, 11338, 13894, 17679, 13531, 28245, 8840, 30018, 13320, 14351, 14173, 6517, 13839, 29271, 25293, 28533]",,100,code_module,EEE
warmup,"[11584 25879 32089 11338 15636 15051 28245 16951  3419 13837 23811 30018
 29972  9947 20808 19355 14272 14502 28010  6651  5070 22226  8811 23298
 30195  8806 29212 15253 15779  1184 20488 20101 25324 27781 14351 17679
 23213 20315 24845 11765  3772 31733 18349 25293 16304 19331 13839 26918
 13320 11432 13288 28976 10105 19563 17199 23338 24575 22215  2460 20232
 17975  6517 30343 29271  7016 13531  6322  2368 30196 20345 24013 28533
 14109 14173 15914 13894 28187 17370 31459 13099 26897  5780 10081  6356
 29221 27953 20236 30479  4081 18579  2604 10187  3289 27987 30766 23372
 30026  8840 24195 18833]","[11584, 15636, 3419, 14272, 30195, 20488, 20488, 20101, 25324, 16304, 13320, 22215, 20232, 17975, 7016, 30196, 14109, 28187, 26897, 4081, 3289, 30026, 25879, 32089, 11338, 15051, 28245, 16951, 13837, 23811, 30018, 29972, 9947, 20808, 19355, 14502, 28010, 6651, 5070, 22226, 8811, 23298, 8806, 29212, 15253, 15779, 1184, 27781, 14351, 17679, 23213, 20315, 24845, 11765, 3772, 31733, 18349, 25293, 19331, 13839, 26918, 11432, 13288, 28976, 10105, 19563, 17199, 23338, 24575, 2460, 6517, 30343, 29271, 13531, 6322, 2368, 20345, 24013, 28533, 14173, 15914, 13894, 17370, 31459, 13099, 5780, 10081, 6356, 29221, 27953, 20236, 30479, 18579, 2604, 10187, 27987, 30766, 23372, 8840, 24195]",deepseek-coder-v2:16b,100,code_module,EEE
bigraph,"[13839 30766 27987 17370 31733 25293 13288 10187 15253  8806 22215 22226
 24195  6322 27953 28245 30018 19355 29221  6651 20315  3289 24575  5780
 15636  9947 30195 20488 20808 20232 10105 18833  2460 10081 23338 14173
 29212  7016 23298 14351 28976 20101 28010 11338 13894 26897 17679 29271
 13099 30026 18349 17199 28187 26918 15779 18579 30479 23213 19331 27781
 24013  5070 25879 32089 20236 28533 16304 11765  8840 13837 11584 11432
  1184 14109 19563 15914 25324  3419 23811 17975 20345  2368  3772  8811
 29972  6356 16951 24845 13531 30343 15051  4081 13320 14272 31459 14502
 23372  2604  6517 30196]","[22215, 22226, 20315, 20488, 20808, 20232, 20101, 20236, 19563, 20345, 23338, 13837, 2368, 11765, 4081, 13839, 30766, 27987, 17370, 31733, 25293, 13288, 10187, 15253, 8806, 24195, 6322, 27953, 28245, 30018, 19355, 29221, 6651, 3289, 24575, 5780, 15636, 9947, 30195, 10105, 18833, 2460, 10081, 14173, 29212, 7016, 23298, 14351, 28976, 28010, 11338, 13894, 26897, 17679, 29271, 13099, 30026, 18349, 17199, 28187, 26918, 15779, 18579, 30479, 23213, 19331, 27781, 24013, 5070, 25879, 32089, 28533, 16304, 8840, 11584, 11432, 1184, 14109, 15914, 25324, 3419, 23811, 17975, 3772, 8811, 29972, 6356, 16951, 24845, 13531, 30343, 15051, 13320, 14272, 31459, 14502, 23372, 2604, 6517, 30196]",deepseek-coder-v2:16b,100,code_module,EEE
random,"[21730  1681 16341 13292 25551 24833 11682  7625  9041   545 24205 22286
 27329 31702 27492  3141 23616 31207  1537 24944 30366  3397 12849  8036
 17841  2924 22843  2646 13659  2556 11446  3970 12383  6140  1601 22092
 32435 23837  3305 24069 30372 25725 11304 13158 13184 31530  9196  9383
  5324 21205 12405 31725  1905 15533 18817  6481 18369  1016 25208  1628
 17984 27350   925 30943  7308 11698  9138 31887  3974 18698  2420  2795
  5057 17778  5231 10489 32332 29339 17346 30247 13904 29989 10413  5276
 13983 27114 25538 22421 17889  9007 10840 16684 16107 23873 13940 20582
 16134 13320 29402 31245]","[21730  1681 16341 13292 25551 24833 11682  7625  9041   545 24205 22286
 27329 31702 27492  3141 23616 31207  1537 24944 30366  3397 12849  8036
 17841  2924 22843  2646 13659  2556 11446  3970 12383  6140  1601 22092
 32435 23837  3305 24069 30372 25725 11304 13158 13184 31530  9196  9383
  5324 21205 12405 31725  1905 15533 18817  6481 18369  1016 25208  1628
 17984 27350   925 30943  7308 11698  9138 31887  3974 18698  2420  2795
  5057 17778  5231 10489 32332 29339 17346 30247 13904 29989 10413  5276
 13983 27114 25538 22421 17889  9007 10840 16684 16107 23873 13940 20582
 16134 13320 29402 31245]",,100,code_module,EEE
opt,"[ 5231 27350 11446 32332  3970  7308 16684 25725 31725  3141 25551   925
 25208  2924 10489 24944  2646  2795 12383  3305  8036 13940 13320  3974
 11304  1016 30366  7625 24069 27329 24205 13184 22421  1681 13904 29339
 29402 18817 31702 31245 17778 17841  5324  6481 23616 24833  5276 30943
 32435 25538 13292   545 21205 27492  1905 21730 20582 31207 23837 13659
 22843 17346  3397  2556 16134  9196 22286  9138 18369 17984 12849  1628
 11698 15533  5057 12405 16107 22092  6140  9041 18698 27114 31887 29989
  1537  1601 30247 30372  9383 16341 11682  9007  2420 17889 13158 13983
 10840 31530 10413 23873]","[21205, 21730, 20582, 22286, 22092, 5231, 27350, 11446, 32332, 3970, 7308, 16684, 25725, 31725, 3141, 25551, 925, 25208, 2924, 10489, 24944, 2646, 2795, 12383, 3305, 8036, 13940, 13320, 3974, 11304, 1016, 30366, 7625, 24069, 27329, 24205, 13184, 22421, 1681, 13904, 29339, 29402, 18817, 31702, 31245, 17778, 17841, 5324, 6481, 23616, 24833, 5276, 30943, 32435, 25538, 13292, 545, 27492, 1905, 31207, 23837, 13659, 22843, 17346, 3397, 2556, 16134, 9196, 9138, 18369, 17984, 12849, 1628, 11698, 15533, 5057, 12405, 16107, 6140, 9041, 18698, 27114, 31887, 29989, 1537, 1601, 30247, 30372, 9383, 16341, 11682, 9007, 2420, 17889, 13158, 13983, 10840, 31530, 10413, 23873]",,100,code_module,EEE
warmup,"[12405 22286 17841 25551 31887 24069  3974 16341 31530 12849  3397  5276
  9041 23837  1681  2420 31725 22092 16134 10489  9007 11446 25538 13292
  9383 32332 20582 17889 16684 23616 11698 11304  9138 25725 31702 21730
 24205 23873 24833 29402  1016  5057  8036  7625 29989  2924 15533 30372
 13320 13659 31245 16107 17778  2556  2646  3141  1601 10840 22843  1537
 27329 22421 13940  3970 31207 18817 17984 24944 11682 17346  3305 27492
 30943  6481 13983 12383  6140 27350 18369 13904 13184 29339  1905   545
 18698  9196 25208 30247  5231 10413  1628 32435 27114 30366  2795 13158
 21205   925  7308  5324]","[22286, 22286, 31887, 9041, 22092, 22092, 9007, 32332, 20582, 16684, 25725, 21730, 21730, 1016, 29989, 13320, 17778, 1601, 27329, 31207, 11682, 30943, 6140, 13184, 5231, 27114, 925, 21205, 12405, 17841, 25551, 24069, 3974, 16341, 31530, 12849, 3397, 5276, 23837, 1681, 2420, 31725, 16134, 10489, 11446, 25538, 13292, 9383, 17889, 23616, 11698, 11304, 9138, 31702, 24205, 23873, 24833, 29402, 5057, 8036, 7625, 2924, 15533, 30372, 13659, 31245, 16107, 2556, 2646, 3141, 10840, 22843, 1537, 22421, 13940, 3970, 18817, 17984, 24944, 17346, 3305, 27492, 6481, 13983, 12383, 27350, 18369, 13904, 29339, 1905, 545, 18698, 9196, 25208, 30247, 10413, 1628, 32435, 30366, 2795]",deepseek-coder-v2:16b,100,code_module,EEE
bigraph,"[ 3974 27492 29402  2646 23616 16107  2556  6140 17841 24833  1537 12405
 15533  3305  5057 16684 22843  1628 30943 22421 27114 22092  3141 17889
  9196 18698 25208 17778  9007 16341  2420 30372 29989 27329 20582 24944
 11304 10413 13158 25551 13292 32332 12383 13904 24069 13983 17346 25725
 13320 21730  5276 12849  7625  9138 18817 13659 11698 31207 23873 30247
  5231  1681 29339 17984  7308 11682 22286  6481  8036 10840 31245 16134
  3397 23837 10489 13940 31887  5324 21205  9383   925  1016 32435  1905
  3970   545 24205 11446 18369 31725  9041  2924 25538  1601 27350 31702
  2795 13184 30366 31530]","[22092, 20582, 21730, 22286, 21205, 24205, 2924, 13292, 13659, 3974, 27492, 29402, 2646, 23616, 16107, 2556, 6140, 17841, 24833, 1537, 12405, 15533, 3305, 5057, 16684, 22843, 1628, 30943, 22421, 27114, 3141, 17889, 9196, 18698, 25208, 17778, 9007, 16341, 2420, 30372, 29989, 27329, 24944, 11304, 10413, 13158, 25551, 32332, 12383, 13904, 24069, 13983, 17346, 25725, 13320, 5276, 12849, 7625, 9138, 18817, 11698, 31207, 23873, 30247, 5231, 1681, 29339, 17984, 7308, 11682, 6481, 8036, 10840, 31245, 16134, 3397, 23837, 10489, 13940, 31887, 5324, 9383, 925, 1016, 32435, 1905, 3970, 545, 11446, 18369, 31725, 9041, 25538, 1601, 27350, 31702, 2795, 13184, 30366, 31530]",deepseek-coder-v2:16b,100,code_module,EEE
random,"[ 5485 13374 23323 10430 30562 21932 13710  9209 12263 31459 29067 22223
 19497 21536  4693 10044 14381  4112  1864 29862 14125 24839 10095  1665
 24658 20591 15638 26776 25682 30140 15555 19298 29386  3362 12382 25897
 25105 21595  8715 31674 14527  9973  2482 19822  4809  2973 18878 13668
  4982  2015 29598 15254  9598 24394 12180   781 13111 21405  2683 11311
 20313 20736 28909 22380 23852 16227  2209 25484 12256 18708  7713 20393
 22721  3934  2383 10559 25635 32422 10284 15454 29797   910 26876  3108
  2342  1404 22234 12019 16090 20974 23058 26266  7420 10334  6802 31216
 12910 21128  3711 10365]","[ 5485 13374 23323 10430 30562 21932 13710  9209 12263 31459 29067 22223
 19497 21536  4693 10044 14381  4112  1864 29862 14125 24839 10095  1665
 24658 20591 15638 26776 25682 30140 15555 19298 29386  3362 12382 25897
 25105 21595  8715 31674 14527  9973  2482 19822  4809  2973 18878 13668
  4982  2015 29598 15254  9598 24394 12180   781 13111 21405  2683 11311
 20313 20736 28909 22380 23852 16227  2209 25484 12256 18708  7713 20393
 22721  3934  2383 10559 25635 32422 10284 15454 29797   910 26876  3108
  2342  1404 22234 12019 16090 20974 23058 26266  7420 10334  6802 31216
 12910 21128  3711 10365]",,100,code_module,EEE
opt,"[23058  3711 29386  2482 25105 22721  7713 24394   781  9209  1665 29797
 19822 22223 31459 10430 10559 26776  3362 19298 12256 30140  6802  2973
 25682 15638 23323 18878 22234 13374 16090 32422 18708 16227 31674 14527
   910  4693 12910 30562 20736 20974 10365 24658 21536  1864 13111 26266
 11311 10284 14125 28909  4112 10334 29067  3108 25897 13668  1404 31216
  4809 21595 20591  4982  5485  2342  9973 12019 21932 15555  3934 22380
 15454 12180 20393 29862 23852  2683  2015 20313 21405 21128 12382 26876
 25635 29598 15254 14381 12263  7420 10095 24839  2209 13710 10044 19497
 25484  9598  2383  8715]","[19822, 22223, 22234, 20736, 20974, 21536, 21595, 20591, 21932, 20393, 20313, 21405, 21128, 19497, 23058, 3711, 29386, 2482, 25105, 22721, 7713, 24394, 781, 9209, 1665, 29797, 31459, 10430, 10559, 26776, 3362, 19298, 12256, 30140, 6802, 2973, 25682, 15638, 23323, 18878, 13374, 16090, 32422, 18708, 16227, 31674, 14527, 910, 4693, 12910, 30562, 10365, 24658, 1864, 13111, 26266, 11311, 10284, 14125, 28909, 4112, 10334, 29067, 3108, 25897, 13668, 1404, 31216, 4809, 4982, 5485, 2342, 9973, 12019, 15555, 3934, 22380, 15454, 12180, 29862, 23852, 2683, 2015, 12382, 26876, 25635, 29598, 15254, 14381, 12263, 7420, 10095, 24839, 2209, 13710, 10044, 25484, 9598, 2383, 8715]",,100,code_module,EEE
warmup,"[26776 31674 21536 25897 30562 21595  4809 25682 12256  5485 31459  9209
 24839 25105 24394 12263 10284  3108  7713 12910 29067 25635 13710 21932
 21128  4693 15454 29598 11311  2209 14125   781  1665 26266 10430 18878
 10095 19497 16090 20591 21405  9598 29797  2342 15638 10365 23323 18708
 20974  3934 14527  1864 10044 30140 22380 25484 12382 10334 31216 20736
 24658 26876  8715 19298 29862 22234 32422  7420 13374 10559  2973 12180
 16227 14381  3711  4982 23852 23058 15254  3362  9973 15555 22721   910
  6802 22223 20313  2015 19822  2683 29386 20393  4112  2482  2383  1404
 12019 13668 13111 28909]","[31674, 21536, 21595, 12256, 24839, 10284, 21932, 21932, 11311, 16090, 19497, 20591, 9598, 21405, 15638, 10044, 24658, 13374, 16227, 23852, 9973, 19822, 2683, 20393, 4112, 12019, 26776, 25897, 30562, 4809, 25682, 5485, 31459, 9209, 25105, 24394, 12263, 3108, 7713, 12910, 29067, 25635, 13710, 21128, 4693, 15454, 29598, 2209, 14125, 781, 1665, 26266, 10430, 18878, 10095, 29797, 2342, 10365, 23323, 18708, 20974, 3934, 14527, 1864, 30140, 22380, 25484, 12382, 10334, 31216, 20736, 26876, 8715, 19298, 29862, 22234, 32422, 7420, 10559, 2973, 12180, 14381, 3711, 4982, 23058, 15254, 3362, 15555, 22721, 910, 6802, 22223, 20313, 2015, 29386, 2482, 2383, 1404, 13668, 13111]",deepseek-coder-v2:16b,100,code_module,EEE
bigraph,"[24394  6802 10095 10365 15555 13374 13111 20313 13668 22721 29598 32422
  1665  2482 26776 12180 16227 14125  9209 10559  8715  9973  4693 16090
 14381  2015  4982  1864 22223  3108 11311 29386 26266 13710   781 10044
 23852 10334  1404 10430 20393 25897  2973  9598 25635 21595 19822 12263
 21932 20736 15454 21536 28909 26876 24658  4809 31674 14527 12910 20974
 25484 12256 31459  7713 29797  2683 18878 30562 24839  5485 23323 21128
  4112 29862 22380 20591 31216  2342 19497  7420 23058 15254  2383 15638
 19298  3711 30140 12019 25105 10284  3362 29067  2209 25682   910 12382
 21405  3934 18708 22234]","[20313, 22223, 20393, 21595, 19822, 21932, 20736, 21536, 20974, 21128, 20591, 19497, 21405, 22234, 25897, 25635, 4809, 13710, 14527, 24394, 6802, 10095, 10365, 15555, 13374, 13111, 13668, 22721, 29598, 32422, 1665, 2482, 26776, 12180, 16227, 14125, 9209, 10559, 8715, 9973, 4693, 16090, 14381, 2015, 4982, 1864, 3108, 11311, 29386, 26266, 781, 10044, 23852, 10334, 1404, 10430, 2973, 9598, 12263, 15454, 28909, 26876, 24658, 31674, 12910, 25484, 12256, 31459, 7713, 29797, 2683, 18878, 30562, 24839, 5485, 23323, 4112, 29862, 22380, 31216, 2342, 7420, 23058, 15254, 2383, 15638, 19298, 3711, 30140, 12019, 25105, 10284, 3362, 29067, 2209, 25682, 910, 12382, 3934, 18708]",deepseek-coder-v2:16b,100,code_module,EEE
random,"[24263 29438 26111 10437 21412  9471 16915 10891 12186  7515 30364 15864
  2512 13471 32037 31651 20256  6663  1343 28938 15795 22943 30179 31009
  7571 24021  5146 10651 24857 13452    31  5080 27138  8970  1695 10056
  9810 17658  3236  4972 30373 24363  3890  1758 23878  1138 28864 19682
 21314 18481 15784  6270 26477  4268 22127 18565 26153 10006 31372 14089
 16804 24298 24408 29986 18593  2721 26666 11142 24200 26563 18665  5325
 30307   453 23236  5745 21843 31561 15766 13430 25137  3026 27566 11007
 14524  3611  7372 27204 26955 27889  4147  4781 13679 27585  7590 32009
 24693 12371  1768 22531]","[24263 29438 26111 10437 21412  9471 16915 10891 12186  7515 30364 15864
  2512 13471 32037 31651 20256  6663  1343 28938 15795 22943 30179 31009
  7571 24021  5146 10651 24857 13452    31  5080 27138  8970  1695 10056
  9810 17658  3236  4972 30373 24363  3890  1758 23878  1138 28864 19682
 21314 18481 15784  6270 26477  4268 22127 18565 26153 10006 31372 14089
 16804 24298 24408 29986 18593  2721 26666 11142 24200 26563 18665  5325
 30307   453 23236  5745 21843 31561 15766 13430 25137  3026 27566 11007
 14524  3611  7372 27204 26955 27889  4147  4781 13679 27585  7590 32009
 24693 12371  1768 22531]",,100,code_module,EEE
